	labels	reviews
14	1	       새로운선수 계속 발굴해 1점는 무리지만 2점차 필승조 내도 될꺼같다 
15	1	       내일도 중요한순간때 안타 치자!!  그래야 내년에 재계약 할수있다  
16	1	       1승 하기가 정말로 힘드네요?    어제 이길 수가 있었던 경기를 패하고 붙은 KT와의 시합에서 선발 김영규가 1회 초 KT 선두 타자한데 안타를 맞고 2점 실점,   2회 초 문상철에게 홈런을 허용하여 또 1 실점을 허용하였고  3회 초에 1번 타자 배 정대에게 볼넷을 허용하자  손민한이 마운드에 올라와 김영규를 강판시키고 김진성을  마운드에 올렸는데    김진성이 선두 타자 배정대를 1루에서 견제하여 아웃시켰는데  배정대가 발이 빨라 아주 골치 아픈 놈인데 0.5박자 빠른 견제로 아웃시키고  황재균과 로하스를 범타로 처리하였는데 김진성의 역할이 엄청 크다 싶다   만일에 또 손민한이 김영규에게 미련을 두고 강판을  시키지 않았더라면 오늘 경기는 아마도 패하고 말았을  것이라고 보인다.   김영규를 빨리 강판시킨 것은 잘했고 3회 초에 주자를 견제사 시키고  후속 타자를 잘 잡은 김진성을 내리고 4회 초에 홍성민을  마운드에 올려 홍성민이 유한준에게 홈런을 맞아 4:0이 되었는데   손민한이 김영규가 배정대에게 볼넷을 허용하자 미련 없이  강판시킨 것은 잘하였는데 김진성이 3회 초를 잘 막았는데  왜 그냥 4회 초에 올리지 아니하여 홍성민이 홈런을 맞도록  하였는지가 이해가 되질 않았다 .  손민한이 하나는 잘했고 또 하나는 잘못한 것 같았다.  다행히 4회 말에 알테어의 만루홈런으로 뒤지고 있던 경기를 5:4로 뒤집었고 양 팀이 엎치락 뒤치락하다가 결국 고비를 잘 넘기고  13:8로 승리를 하였는데 오늘 엔씨의 투수 운용은 한마디로  거의 코미디에 가까웠다고 보인다.   오늘 엔씨의 투수들의 투구 내용을 보면   선발 김영규가 2이닝  김진성 1이닝  홍승민 1이닝  박정수 1이닝  임정호 0이닝(근데 일마도 정말로 못 던진다 왼손잡이 상대하라고 마운드에 올렸는데 올라가자마자 황재균에게 홈런 선사하고  로하스, 강백호에게 연달아 몸에 맞는 볼을 던져 위기를  초래하였는데 정말로 아니다 싶다.   시즌 내내 잠시 던지면서 우찌 그리도 못 던지나?  채 1이닝도 못채우고 강판 되었다.  임창민 1과 2/3 이닝  문경찬 1과 1/3 이닝  소이현 1이닝을 던졌는데 김영규 뒤에 올라온 김진성이  조금 더 던져도 될 것 같았는데 이동욱과 손민한의 투수 운영이 기상천외해 보인다   투수 운영이 벌떼 작전이 아니었나 싶었다.  어쨌든 이겨서 다행이고 오늘 알테어도 잘했지만 5회 초에  선두타자 양의지가 9구째 볼넷  노진혁이 12구째 볼넷을 얻어 찬스를 만든 것을 많이 칭찬하여 주고 싶다   어떻게 해서든지 타자들이 끈질기에 상대팀 투수를 물고  늘어지고 괴롭혀야 한다.  이동욱 감독 나으리!  오늘 알테어가 어느 타순에서 잘하는지 똑똑히 보았지요? 내일도 5번이나 6번을 내는 것은 아닌지 모르겠다   오늘 엔지와 키움과의 맞대결에서 엘지가 7:1로  승리를 하였는데 아무래도 유중일 감독이 손혁 감독보다는 한수 위인 것 같아 보인다.   남은 경기에서 키움보다는 엘지를 더 경계를 해야 할 듯하다.  
17	1	        nc팀이 잘 될려면   1번째  손민한이라는 놈을  퇴출 시켜라  .  2번째  이동욱이란놈도    내 보내라 .   제일 급 선무다.    알았나 
18	1	       데이터야구 하는거 맞냐?????  임정호는 좌타자에만 강하다고!!!!!! 승부조작 하고있는지 의심스럽다 
19	1	       어제경기로 말들이 많았지만 전 희망을 가질려구요.현재순위 1,2,3위가 승차2게임 내외이고 여차하면 순위가 바뀔 가능성이 큽니다.LG,키움이 호시탐탐 우리자리를 노리고 있습니다. 그래서 NC도 1위자리 지키기가 아닌 올시즌 마지막 경기까지 포기하지말고 NC가 1위를 쟁취했으면 합니다. 정규시즌1위를 하면 엄청난 혜택이 있습니다.바로 그건 한국시리즈 직행한다는거죠. 선수분들 이제 남은 44경기 후회없이 잘 치뤘음 합니다.전 내일경기가 안좋아도 다시 마음 가다듬고 응원하겠습니다. LG는 26년동안 우승못하고 있으며 키움도 아시다시피 창단이래 우승이 없습니다. NC도 마찬가지죠. 이왕이면 제가 억수로 좋아하는 NC가 우승했음 좋겠습니다.우승하고 마음은 저2팀이 더할겁니다. 자, 다시 힘내자구요 NC 다이노스 화이팅!! 가즈아 
20	1	       오늘 많이치면 그다음날 잠잠해 지는 타격에 경기력  또 되풀이 된다에 천원건다.  감독 오늘 이겼다고 내일 라인업 또 어이없이 짜는거 아니겠지.하여간 마의 반게임차  운이 좋은건지 아이러니 합니다. 어째든 이기니깐 기분은 좋네요^^^^^ 
21	1	       완전 퐁당퐁당이다 롱릴리프 역할선수가 필요하다!!! 
22	1	       언제까지 원종현한테만 기댈수는 없고 말이죠. 
23	1	        불펜 중 문경찬 공이 가장 좋다. 예전 기아 마무리 시절 한창 좋을 때와 똑같다.  이것이 팀도 살리고 원종현도 살리는 길이다. 원종현은 좀 쉬게 하여 체력 보강하게 하고, 배재환은 원인을 찾을 때까지 올리지 마라!  상식의 명령이다! 
24	1	       공포의 8번타자 알테어 8회의 철통 문지기 문경찬 8회의 찬란한 득점력 8-8-8 이렇게 쭉 가면 승리한다 엔씨 화이팅!!! 
25	1	       오늘 경기가 한창 진행중이고, 결과가 어떻게 나올지 모르겠지만, 항상 이런 엔씨 야구 더 이상 보고 싶지 않네요. 어차피 이 게시판 팬분들 외에 다른 관계자분들은 안보고 있는거 알지만, 마지막으로 몇 자 적고 떠납니다.  저는 대학생이 된 20살부터 대학 졸업한 지금까지 엔씨야구를 정말 좋아하고 응원했던 엔씨팬입니다. 비록 사는 곳은 서울이지만, 다른 서울팀들보다 신생구단이었던 엔씨가 좋았고, 엔씨의 성장을 응원하는 것이 재미있었습니다. 대학생활을 하며 과제와 시험에 쫓길때도 야구는 놓치지 않고 열심히 봤고, 졸업 후 일하고 있는 지금까지도 엔씨야구는 제 삶의 낙이었습니다.  이번시즌 초반엔 정말 기세도 좋았고, 이제 우승할 때가 된건가 싶어 설렜습니다. 하지만 시즌이 가면 갈수록 경기력이 점점 더 안좋아지네요.ㅎㅎ 8월달 참고 참고 버텼습니다. 불펜이 망가져도, 타선이 안터져도 참았습니다. 이동욱 감독님, 손민한 코치님 초보라는 거 아니까... 이해했습니다.  하지만 어제오늘경기는 도저히 용납이 안되네요. 지금 저희 밑에 2~3위 승차 많이 안나고, 4~5위도 쭉쭉 치고 올라와서 1위 간당간당한거 아실텐데 잡았어야 할 경기를 눈 앞에서 자꾸 놓치시네요. 이런식으로 운영하시다가는 1위 금방 뺏깁니다. 1위 뺏기는 것만이 아니라, 아예... 5위까지 곤두박질칠수도 있습니다. 감독님, 코치님...  1위를 하고 있는데도 지금까지 야구본 이래로 야구가 재미있지 않습니다. 요새는 오히려 우승은 못했지만 김경문 감독님 초기에 그 얼마 안되는 전력으로 강팀들과 포스트시즌에서 맞붙어보기도 하고, 선수들 성장하는 것을 봤던 그 시절이 그립습니다. 이동욱 감독님이나 코치님들, 선수님들 모두 1위가 낯설어서 우왕좌왕하는게 아닌지 생각도 들지만, 점점 발전되는 모습이 아니라 점점 나빠지는 모습이 보이니 팬으로서 화가 납니다.  올시즌 내내 투수교체에 대한 얘기 다톡에 많이 남겼었는데요, 오늘 경기도 박정수 선수를 일찍 내리고 임정호 선수를 우타자들이 연이어 나오는 이닝에 내보내신 것 이해가 되지 않습니다. 게다가 최근 임정호 선수 공이 예전만큼 좋지도 않은데요, 굳이 박정수 선수를 일찍 내렸어야 했나요? 투수교체도 그렇지만, 저희 팀 투수를 키우고 있긴 한건가요? 올시즌 송명기 선수 키운 것은 인정합니다만, 불펜이나 선발이나... 맨날 나오는 선수들만 나와 똑같이 공략당하네요. 다른 팀은 새로운 얼굴들이 많이 등장하는데, 우리 팀은 던지던 선수들이 다음시즌, 그 다음시즌 계속 던지니 투구량도 많아지고, 과부하가 계속 걸리는 것 같습니다.  손민한 투수코치님, 투수로서 당신이 엔씨에서 선수 말년을 보내셨던 그 몇 년동안은 정말 감사했습니다. 하지만 아직 투수코치님을 맡으시기에 조금 역량이 부족해 보이는 게 사실입니다. 팀을 위해서 투수코치직 내려 놓으시고 조금 더 공부하셨으면 좋겠습니다.  그리고 이동욱 감독님, 감독님께서 작년에 보여주셨던 열정 좋았습니다.  하지만 감독님께서도 개인적으로 조금 더 공부를 하시고 오셨으면 좋겠습니다. 특히 어제 9회말 1사만루 상황, 분해서 잠이 오지 않았네요. 믿음의 야구를 하신 건가요? 지금 우리는 1승, 1승을 하나라도 더 채워 확고한 1위로 가는 것이 가장 중요합니다. 어제 그 상황에서 희생타 하나만 쳤어도 끝났을 경기를 삼진, 땅볼로 끝내는 바람에 10회초, 투수는 투수대로 체력만 낭비하고 졌죠. 그 덕분에 키움에게 또 반경기차 추격을 허용했습니다.  올시즌 좋은 성적으로 마무리하셨으면 좋겠습니다. 당분간 제 정신건강을 위해 엔씨 야구는 보지 않겠습니다. 다음 시즌 감독교체, 코치교체가 이루어지지 않는다면 다시 돌아올 일도 없겠네요. 그동안 감사했습니다. 야구장에서 뵈었던 엔씨 팬분들, 선수님들, 감독님, 코치님들. 
26	1	       도저히 내 머리로는 이해가 안된다. 이동욱 감독과 손민한은 스포츠 복권합니까? 
27	1	        좀 상식대로 살자. 6회초 왜 박정수를 내리고 임정호를 바로 올렸는지 무능한 손민한이 설명해 다오. 황재균-로하스로 이어 지는데,..., 박정수(투구수 10개)에게 황재균-로하스를 상대하게 하고 교체하는게 상식 아냐?  
28	1	       ㅉㅉ 배재환 망칠때 됬고 ㅋㅋ 
29	1	       초구에  빳다 휘둘러서  뜬공이나 땅볼 아웃 단체로 조루증 환자들이냐 뭐가그리 급해서 공도 안보고 휘둘러되냐 실력이 안되면 대가리라도 내밀어서 맞고나가라 김민수투수 공략못하는거보니 오늘도 꽝이다 무조건 대가리 터지더라도 내밀어라 너네들 실력이라면 절대 안타쳐서 점수 못낸다 어차피 오늘은 2위로 내려가는 경축스런 날이잖아 
30	1	"       [창원 코멘트] 이동욱 감독 ""라이트, 한 번에 무너진 부분 아쉬워"" 뭐라는지  [창원 코멘트] 팬들 ""감독 방관하는 부분 아쉬워""  이런 기사는 안나오나 "
31	1	       시즌마무리(꼬리자르기 책임회피) 구상 들어가겠네요. 
32	1	       이걸 시즌끝까지 봐야하는게 참 웃기고 슬프네 하참 ㅋㅋㅋ 
33	1	       시즌 초반 처럼 운영하더니 오늘은 초반 부터 불펜 갈아 넣으면서 똥줄 탓네요. ㅋㅋㅋ 불펜 다 갈아 넣고 경기 까지 지면 사실상 올 시즌 끝난 건가요? ㅋㅋㅋ 
34	1	       4위권하고 승차도 별로없는데   이런분위기면 가을야구도 위기아닌가?  5위까지도 순식간일듯ㅋㅋㅋㅋ  차라리 그리돼서 감독 코치진 경질당하는것도 속시원할려나ㅎㅎ 
35	1	       오늘은 뭐 ㅋㅋㅋ 
36	1	       이팀는 그냥 꼴등라인업 
37	1	       오늘은 똥줄 타는지 벌써 강판하고 불펜 돌리네요. ㅋㅋㅋ 
38	1	       1위 감독이 이렇게 욕먹는경우도 거의 없는데  참 대단한 업적을 가졌구나 ㅋㅋㅋㅋㅋㅋㅋㅋ 어제 1,3루 강진성 안넣어서  90% 이긴게임 놓치더니  오늘도 역~시나 또 털리고있구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  
39	1	       1.이동욱 감독..야구는 전쟁이다. 온실 속 화초가 아니다 2.손민한 코치..능력의 한계. 연수 필수 3.박민우..고민하는 모습을 좀 더 보여 주면 금상첨화 4.이명기..늘 고맙게 생각한다 5.나성범..풀카운트에서 상대 노림수에 계속 스윙.공부 좀 6.양의지..우리의 희망이다 근데 움직임이 이미 50대다 7.박석민..몸이 빠지는 스윙은 운에만 의존한다 8.강진성..몸 관리 요망.타격스타일로 허리에 무리없도록 조심 9.노진혁..강한 멘탈 필요.흔들리지 않는 노검사의 의지충전을. 10.알테어..공을 몸에 받혀 놓고 타격하고 볼을 끝까지 볼 것 11.권희동..하나의 공을 선택하고 타격해 볼 필요 12.최정원..체력훈련하여 몸을 좀 키워주면.엔씨의 미래 13.이원재..타석에서 투수에게 밀려 버리는 자신감 회복 14.모창민..먼저 자신을 다스리고 실력으로 증명해야. 15.김성욱..빨리 군대가서 남자가 되어 돌아 오길 16.원종현..고생하지만 신뢰가 많이 떨어짐.정신무장하길 17.배재환..스트라이크를 던지는 기본 연습부터 18.임정호..왼손 불펜의 핵.상하체 다 쓰는 피칭 요함 19.문경찬..씩씩하게 던져라.구속 5km정도만 상승 요 20.임창민..엔씨의 큰 형 역할 기대 ☆개선의 의지만 가지고 절실하게 하면 분명 된다!!!         ☆엔씨 화이팅..2020 우승 가즈아~~☆ 
40	0	       ㅉㅉ 자진사퇴하세요 믿음야구 꼴보기싫다  김경문감독시절때 믿음야구만 보고 쳐배웠냐??? 
41	0	       무능한감독이 경기운영 망치고 있는데 내일경기도 뻔하다  김민수 6점대에서 방어율 4점대로 만들어주겠네  
42	0	       그냥 2018년처럼 꼴등하지? 야구안봐서 좋았는데 지석훈는 스프링캠프가서 농땡이 피우고왔음?? 
43	0	       지석훈이 희플을 못쳐서 빡친게 아니야 이원재가 안타를 못쳐서 빡친게 아니야 라모스 이기고 올스타 뽑힌 3할 중반에 결승타 경험 많은 타자가 있는데 그리고 아직 3루수 후보도 남아있는데  대타기용을 안해서 빡친거야 강진성이 나와서 병살쳤어야 감독욕 하겠냐?  그냥 강진성 욕으로 도배됐을거야 결과론이 아니라 이동욱 명장놀이 하느라 승리 날려먹어서 팬들은 개빡친거다 
44	0	       내년까지 계약되어있다니 끔찍합니다  이동욱감독 자진사퇴하세요!!!! 
45	0	       Kt선발 김민수 절대로 못털어요 ㅉㅉ  또 이원재 선발나오면 웃기겠다 ㅋㅋ 빨리 5위쳐내려갑시다  이동욱 내년 감독 절대로 못봅니다!!!!!!!!! 
46	0	       참 심각해 노경은도 못터는데 이게무슨 1위실력이냐?? 지석훈는 올해까지하고 그만해라 2군가자 
47	0	       이동욱, 손민한은 2군 가라. 
48	0	       9회 1사 1.3루에 10회를 생각하고 있나 하는 생각이 들었던 우주미남의 타석 이었습니다. 승부가 필요한 시점이었던거 같은데,  가끔 그런 부분에서 감독님의 결정이 아쉬움이 있습니다.  얼마전 LG와의 경기에서 류감독님의 현란한 투수 교체와 대타 승부가 후반부로 갈수록 밀리는 게임되었던거 같던데... 늘 언급되는 빠른 투수교체 타이밍과 과감한 대타 기용... 믿음의 결과 보다는 데이터를 좀더 믿어 보시길 ^^ 
49	0	       고작 이따위 경기를 팬들 보라고 하는건가? 그러고도 월급쟁이 수배에 달하는 연봉을 받아가는건가?  2018년에 꼴찌할때도 이따위로 게임쳐하진 않았다. 외국인 선수 부진에 제대로된 포수가 없었어도.. 이렇게 개차반으로 경기 말아먹진 않았다.  이겨도 이긴것 같지않고.. 이길 수 있어도 이기려하지않고.. 질것 같으면 일찌감치 포기하는.. 이런 개떡같은 경기를 언제까지 보고 있어야하나?  올해 코로나로 야구장 못가는게 못내 아쉬웠는데.. 요즘 같아선 정말 다행이다..  1등하고 있어서 니들은 행복할지 몰라도.. 나는 절망한다..  최소한 내가 원하는 NC는 질때 지더라도 끈질기게 따라붙고.. 이길땐 어떻게라도 지키고.. 팬들이 생각치못한 작전으로 설렘을 주는 야구팀이다.  야구장 몇번 다녀본 중학생보다 생각이 짧고.. 야구장에서 치킨 몇마리 뜯어본 아제들 예상대로 뻔한 야구말고.. 
50	0	       i랑 L이랑 대문자 똑같으 쳐 만들어 놓고선 졸라고 섞어놓고 계속 틀리게 하네. 
51	0	       꼭 져서 내일 큠한테 1위 자리 내주자... 그리고 그냥 쭉 미끌어져서 5강딱후에 첫경기지고 가을 야구 끝내자... 니네 하는 꼬라지가 그게 딱 어울린다... 9말 1사 1,3루에 담이닝은 없다는 듯 다 바꿔놓고 지석훈이 그대로 쓰는 건 도대체 뭐하는 플레이인지 진짜 이헤가 안된다... 애가 바짝 얼어서 뱃을 제대로 내지도 못하던데.... 어설프게 서있다가 그냥 죽던데.... 원재야 10구까지 가면서 그래도 공은 맞춰서 죽었다지만 지석훈이는 도대체 머냐...진짜.... 그런상황에서 그런 쫄보를 그대로 두는게 감독 자질문제다... 그리고 원종현이 늘 응원했고 좋게 생각했고 대단하다고 생각했는데 딱 여기까지다... 이제 니가 스스로 알아서 결단 내려라...진짜... 겨우겨우 동점 만들어놨는데 선두타자 스트레이트 볼넷 주는거 보고 오만 정이 다떨어졌다... 더 보면 진짜 험한 욕 나올거 같으니까 그만 기어나와라. 
52	0	       데이터야구 데이터야구 하더니 왜 대타카드나 투수교체 타이밍은 데이터참고 안하는건가요? 9회때 희생플라이 노릴때 힘있고 장타력있는 선수로 대타쓸 수 있었잖아요 볼넷2개정도내주고 안타한번 맞아야 투수바꾸고 이렇게 해서 잘풀린경기도 없었는데 갈수록 아쉽게 지는 경우가 많아서 속상하네요 
53	0	       팀스파이다  
54	0	       전쟁에서 지휘관이었으면 소대원 중대원 대대원 연대원 사단병사 전부 다 죽이고도 다시 전투에 임하면 또 그렇게 할 작자입니다. 지금까지 주전선수교체해서 역전패를 많이 당했으면 그렇게 안하는게 정상인들의 행동유형입니다. 9회말 4:4 동점에서 양의지가 3루 주자도 아닌데 교체를 왜 하는지 연장전으로 갈 수 도 있는데. 병살이 날 때 타자주자가 발이 느리면 죽지 아무리 1루 주자가 발이 빨라도 2루에서 세잎되는 경우는 드문데 교체를 해서 연장에 김태군이가 나오고-물론 김태군선수도 잘 합니다-3점을 주고 패배를 합니다. 옛날 LG 팬이 했던 얘기가 생각나네요. 어떤 선수의 뇌를 연구하고 싶다던...... 
55	0	       그래 둘이 롯데 레전드라 이거지? 나중에 다시 재취업해야 될지도 모르니까. 어제일이 너무 미안해서 오늘 져준거지?    
56	0	       지금 동욱이 하는꼴 보고도 1위에 목매고 기대하고 있는게 ㅄ임;  이동욱이 하는거라곤 그냥 집에가면 물떠놓고 기도하는거밖에 없음 ㅋㅋㅋㅋ 제발 키움 져라 엘지져라 ㅋㅋㅋ  
57	0	       감독과 투수코치가 추구하는 데이터 야구 잘 봤어요...  본인들 출신 팀으로 가서 원하는 데이터 야구 하시면 안될까!  경기 보다 속터져 죽긋다~~  중요한 순간에 뭔 데이터인지... 희플이면 끝날 경기를 타율 안 좋은 선수를, 안타 하나면 되는 순간 3타수 무안타 선수를  끝까지 고집하고 대타 안쓰는 데이터 야구...  단장이하 프런트도 그만 둬~~ 너그 맘대로 할 수 있는 감독이라서 선임한 거 누가 모를 줄 아나...  언제부터가 구단 운영이 개판~~  선수들 능력으로 3개월 넘게 1위 한거 행복했지만... 솔직히 더 이상 1위 안 했으면 좋긋다....  올해 성적 좋으면... 사고만 치는 단장이하 프런트, 되지도 않는 데이터 야구하는 감독이하 코칭스탭 계속 봐야 되는데...  차라리 팬인거 포기 할란다... 
58	0	       어렵게 9회초까지 잘 막은건 최근 불펜진 흐름으로는 잘했다고 판단됩니다.   근데 9회말 1사 1,3루에서 연장을 대비한 3루수 지석훈 선수의 타석은 전혀 효과가 없었습니다. 희플치려는 타자한테 떨공이면 거의 삼진이 99프론데 뭘 믿고 기용하셨는지 궁금하네요.  그다음 이원재 타석에선 강진성 선수를 내서 조금더 찬스에 강하고 타이밍이 잘 맞는 대타를 썼어야지 왜 그대로 가셨는지 궁금하네요.  마지막으로 10회초 원종현 선수 물론 훌륭하고 더할나위 없는 마무리 투수입니다. 근데 볼넷에 안타면 진정을 시키든 투수교체를 하든 조치가 있었어야 했는데 정말 어이없게 3실점, 것도 컨택 좋은 김준태 선수한테 정면 빠른공이라니, 올 시즌 최악의 투구이자 1위를 절대 할수 없는 볼 배합이라고 생각이 듭니다.  감독님때문은 결코 아니라고 할수 없습니다. 허나, 경기 운영측면에선 전혀 1위팀 감독이라고 판단이 안됩니다. 올해 이렇게 지는 패턴으로 몇번이나 승리의 문턱에서 무너졌는지 셀수 없이 많다고 생각이 듭니다.  감독님 제발 팬들의 따뜻한 말과 충고의 말 하나하나 거르지 마셨으면 좋겠습니다.  그리고 감독님의 자율야구.... 정말 이젠 모르겠습니다. 모 아님 도 식의 야구는 엔씨 다이노스 팬이 원하는 그런 야구는 아닌거 같습니다.   이상, 엔씨 다이노스를 창단부터 응원하고 내일도 응원할 한명의 팬으로서 감히 말씀드립니다. 
59	0	       감독이 이기기 싫어서 환장 한 듯. 
