	label	reviews
14	0	현재 삼성팀내 제일 적폐는 누구일까..원기찬단장허삼영감독최태원수석코치정현욱투수코치김용달타격코치운동선수 체력으로 볼수없는 야구신동 원태인감정조절못하고 얼굴 벌게지고 무너지는 라이블리mlb진출한게 신기한 장필준덩치값못하는 새가슴 장지훈난쟁이 새가슴 최지광1군에 왜있는지 모를 권오준.임현준반짝하고 역시나하나 노성호야구선수라고 볼수없는 힘만센 이성규수비따위는 신경안쓰는 이성곤딴팀이면 백업도 안되는 박계범겉멋만든 비실비실 구자욱 ㅅㅂ 한둘이 아니라서 더못쓰겠음 
15	0	5강싸움하고 팬들도 응원마니하고 좋았을까? 
16	0	어째. 져도 이리저나요다른팀은. 이지경이면. 뭔가. 액션이. 있는데. 이팀은. 이것도저것도. 아니고. 참. 갑값나다 
17	0	올해 31회라던데. 기록 세우것수.한숨감독은 적어도 이길수 있는 경기는 잡으려 애쓴 것 같은데삼십이는 이길 경기도 분위기 좀만 흔들려도 포기해버리니. 쭉져서 구십등 가자. 너거들의 썩어빠진 정신상태와 경기수준은 여덟번째 자리에 있는거 그 자체가 수치스럽다. 
18	0	허삼영이 안나갑니다 퇴출방법은라이온즈파크에무관중라이온즈 팬들 무관심이게 답입니다 
19	0	원기한사장님올겡기를 보셨는지요?보시고나서 느낀점이 없나요?올 경기보고 팬들은 돌겠네요30가 야구잘하시죠?참 머같은 놈이들어와서경기를 망쳐놓았네요ㅆ ㅂ ㅅ ㄲ 때매선수들이 불쌍하네요ㅠ사장님궈가 잇다믄팬들소원도들어주세요팬들이30사퇴을 원하네요제발요이렇게 빌게요 
20	0	단장의 작품인데? 코치진들도 상태가 안좋은데?그래서 외국인 감독을 쓰는거구나... 
21	0	홍씨, 허씨가 계속 건재하다는건 구단이 '쓰ㄹ기' 집단이라는 것을 입증하는 듯...특히 프로야구 완전 아웃사이더인 허씨는 고교 감독보다 못하지만 감독직은 계속 유지할 듯...단장 부임이후 총체적 책임을 져야 할 홍씨는 높은 ㄴ들에게 짤랑짤랑만 할 듯...결국 삼성 구단은 팬들만 우롱 농락 
22	0	어차피 아무나 히는감독! 야구에 애정이라도 있는 삼성라이온즈 버스기사님이 낫다! 
23	0	발암물질이다. 병원가고 싶지 않으면 사지마라. 
24	0	그냥. 두라. 코로나라서. 경기장. 못. 가는걸. 감사해라. 이것들아 
25	0	팬들 답답해할 필요없다! 애정이 식으니까 미련도 사라진다!! 멋대로 운영하는 구단이 답답해 해야지!일등기업 이미지...삼성?? 이미지 계속 먹칠이나해라! DAMN IT SAMSUNG! 
26	0	그래야 삼성이쥬~ 
27	0	허삼영니가진심으로자진사퇴하고나가고 장필준방출해주십시요.................이러다가진심으로삼성리이온즈망합니다........ 
28	0	허삼영 사퇴해라 
29	0	다 사퇴해라 너거 팀운영 개판이다 
30	0	8등으로 계속 썩어라 
31	0	1무3패인데나머지 3게임에서 2승을 무슨수로 하나.욕심이 과했나. 1승만 이라도 볼수 있을까.. 오승환을 선발로 내도 역전패 하겠지 
32	0	지금 허삼영씨보다 못하진않을듯 
33	0	 딱히 8위 성적을 벗어나기 어렵겠지만 전체적으로 뭐라고 할까요?  그냥 하기 싫은 것처럼 보일 정도로 답이 없네요.  최지광은 장필패의 후계자가 되기로 결심을 한 듯.  이제 장지훈과 최지광의 포스트 장필패 경쟁만 남았군요.  아, 머리 아퍼.  
34	0	허삼영 감독보다는 10배 뛰어난 감독이었네 참나 쓰어발 
35	0	나보다 더 못한 애들이 많으니깐.....대충대충 하는거임ㅋㅋㅋ 
36	0	롯데에서 뭐 받아먹었는지 조사가 필요하다. 
37	0	허30이같은 인간이 전력분석하고있으니 지는게 아닐까싶음지금 하는꼬라지보니 작년까지 대체 뭔 전력을 분석한건지 이해가 안됨그니까 좀 나가라 
38	0	삼성에서 당시획을그은선수지요맨날해태한테깨지고그걸 해결한 선수가이승엽으로기억 합니다 결론부터 말하먼이승 엽은삼성으르 안옵니다 이승엽이오면 김제동이도 오지 않을카요 강민호핼밋속에세월호 마크있엤더게 충격 프로야구 선수가 정치적이면안됩니다 
39	0	 1. 구단 자체를 그냥 해체해버린다   2. 구단의 모든 것을 바꾸고 처음부터 다시 한다는 마인드로 1부터 새로 시작한다   근데 삼성 라이온즈는 하는거 보니 둘 다 안하는거 같아요 거지구단 아니라면서 돈 쓸만큼 쓴다는데 이런 성적이면 오히려 전부 해고해버리고 구단 해체해야 정상 아닌가 ?  돈을 그냥 전부 용광로에 집어 던져서 자체를 없애버리는거랑 뭐가 다름 ??? 전부 현금으로 뽑아가지고 말이야 다 없애버려 그냥 .   아무 의미가 없내 ???  
40	0	1 최지광 장필준 이성규이런 애들을 엿으로 만들었다2 불펜 이끌어가는거 드럽게 못함3 김한수보다 더한다 독한감독 
41	0	힘으로 정면 승부했으면, 두어점 주고 끝낼 것을, 도망가는 피칭하다가 구점을 헌납하냐? 앞으로는 제발 힘으로 정면승부 해라.장필준은 삼성과 궁합이 안맞다. 서로 포기해라. 
42	0	야구단 매각하자 느그들은 라팍에서 야구할 자격도 없다 
43	0	접자! 구단은 거지고 선수는 아마추어고 깡도 없고 그래도 좀 의미있는 경기라도 해야지. 프로라면 지고도 박수 받을수 있는 경기를 해야지 ㅡㅡ 
44	0	그냥 팬들눈요기라도하게이만수양준혁이승엽 감독 코치진으로 댈꼬와라!!!!저들이 하면지금보단잘할꺼다승부욕과성실함이몸속깊이새겨져있는 분들이다 
45	0	감독이 선수믿는거는 당연하지근데 선수들이 기계도 아니고 매일 컨디션이좋을수없잖아..안좋다싶음 좀일찍빼고뺀만큼 컨디션좋은선수가 더던지고해야지매일관리한다고 1이닝씩던지는게 관리냐?이기든지든 이승현은 무조건 불펜 1번으로나오고아무리 공 10~20개밖에안던져도 불펜투구하고몸풀고하면 최소40개는 던지는데그게무슨관리냐더힘들지..생각좀하자..처음이니까 실수할수있다치고실수가 반복되면 원인찾고 같은실수를 안해야지정신좀차려라 선수들이 먼죄냐 매일같이욕먹고 
46	0	ㄱㄱ 
47	0	프로 아니다 늬들은 아마보다 더 못한 것들 진짜 해도 해도 너무한다늬들이 그 자리에 가기에 힘든 노력한건 알겠지만 그 자리까지 갔으면 프로 정신이라는게 있어야된다. 그런데 이건 프로라고 생각 할 수가 없다 그 어느 누가 보아도 다 이긴 경기를 늬들 셋이서 다 말아먹은거야 늬들 인생처럼 그렇게 경기를 하면 안되는거야 
48	0	이게 뭐... 데이터야구야.... 데이터로 했는데도 역전패 엿같이 많이 당하냐 
49	0	깊은 빡침이 느껴진다!!! 
50	0	오늘보니까 너도 하기싫어서 뒤에서 뒷짐만 지고있던데 그냥 집가서 편하게 야구봐라가는김에 정현욱이랑 준학이도 같이가고 
51	0	어영부영 대충대충 동네야구도 이러지 않아.실실 웃으며 연봉 먹튀하고.이럴거면 해체해라.프로...선수.감독.코치 개뿔.프로가 뭔지 알기나 하는지.. 
52	0	부끄럽다.삼성이라는 이름이.감독부터 선수들이 각성하라.연봉 많이 받고 이름 있다고 프로인가?진짜 연봉 받는만큼 자기 자리에서 열심히 하고 있는지 물어보고 싶다.구 땡땡, 강 땡땡, 김 상땡 선수는 이름으로?아니면 나만 잘 하면 된다는 생각인가?정말 삼성라이온즈라는 이름에 더 이상부끄럼 없도록 감독부터 코치, 선수들 반성하세!글 쓰는 나 자신이 한심하다. 
53	0	느그는 댁바릐가 기술도 못배울 수준이라서 군고구마 장사가 답이다 
54	0	너거들은 그 옷 입을 자격없다. 완전히 팀을 ㅆㄹㄱ로 만들어놨다. 
55	0	7회 9실점 말이되냐 홍준학 안짤릴것 같고 음주운전 차에 받혀 즉사하길 간~절히 빈다 선수단 버스 잠실가는 길에 전복 되버려라 아오 
56	0	도움이 안되네. 
57	0	정신 나간 색희들아그냥 나가 대져라 
58	0	그냥 출근해서 얼른 퇴근하자라는식눈빛이 그냥 말해주네... 
59	0	우짜면. 한회에. 9점을. 주나야. 강독. 너. 나가라.선수들도. 다. 집에. 가고. 시즌 접자. 어짜피. 꼴찌.더. 하면. 뭐. 하노. 
60	0	느들은 2군에서살아라 
61	0	내가..모자란놈이지.. 누가 나좀 때려주쇼..잘못했다고.. 
62	0	로떼선수들허삼영비웃는거여 
63	0	누군가는 책임을 지고나가길 바랍니다 그게 한사람이던 여러명이던 
64	0	한때는3.4.5번이친홈런이 LG구단이친홈런과비슷했는데 지금은.. 한때 빽업선수가 다른팀1군이였는데 지금은..다른팀빽업선수가 선발로튀고잇으니 참비통하구나 
65	0	나가라 
66	0	내일 허감독하고 같이 사직서 내놓고 꺼지렴.ㅎ. 
67	0	강민호 허수아비 포수 같으니.... 엿같이 리드하네 
68	0	진짜 이정도면 선수들도 감독 밑 코치들한테 불신이 없을까? 난 선수와 코칭스탭과 신뢰는 이미 끝났다고 본다 아무리 뼈빠지게 점수 내본들 감독이란 작자가 경기 운영 삽질해서 지면 그걸로 이미 끝난거다 한두경기도 아니고...허삼영이 삼성야구에 살인 선고한거나 다름 없다. 
69	0	역전패 
70	0	 투수교체를 잘 해야지...교체하려고 올라 왔어면 바로 교체 해야지...한번 더 기회를 주니 무너지지~~김윤수도 빠릉 볼 투구 하면서  과감하게 던져야 되는데 너무 의식을 하니 투구수가 늘어나고 완전히 자멸하지...투수교체를 잘못하니 완전히 분위기를 롯데로~~  
71	0	감독 교체가 답이다.. 
72	0	 진짜 모팀의 감독을 보면서  와 진짜 심각하다 쟤네는 힘들겠다 했는데  알고보니 우리집이 더 문제 였네  진짜 열뻗혀서 말도 안나온다.  어떻게 해야 이런 결과가 나올수 있는거냐.  송X수 데려와도 이거 보다 잘하겠다.    
73	0	삼성맨만 믿고 감독시켜서 우승한번도 못하다가선동렬감독 오시고 첫우승했다 그건 기반삼아 류중일은 거져먹은거고 이후 다시 삼성맨 김한수. 허삼영 머 데이터야구? 무슨근거에서 데이터를 쓰는지 알수없다..결국 외국인감독이나 김성근감독이 와야 1군에서부터 2군까지 코칭스탭. 선수들까지 정신차리고 할듯지금은 획기적인 팀변화가필요하다 8.9위만 몇년째고? 
74	0	박찬호는상대 타자를 연구하지 않는투수는 투수가 아니라고 했다.즉내가 어떤 공을 던졌기에안타를 맞았고 어떤 공을 던졌기에 삼진이나. 희플. 땅볼을 이끌어 냈는지를 복습과 예습이 필수라고했다.김병현이 뛰었던 아리조나 디백이 월시에서 우승할때좌완은 랜디 존슨 우완은 커트 실링이었다. 커트 실링은매회 자신이 상대타자에게 던진 공을 기록하여 복습했고 다음 경기에 예습자료로 삼았다. 노트에 적는 장면이 중계화면에 잡혀 널리 알려졌다.삼성. 불펜 투수들보면생각도 없고자신감도 없이 던지다보니 안타 아니면 볼넷이다. 전부 돌 대 가 리 들이다보니나타나는 현상이다 . 무능한감독과 코치들만 있으니 8점을 내고도 허 벌나게 얻어터져역전 당하고 꼴찌 한화에게도 1무 2패를 당할 수밖에없었던거다.그런데도 단장이라는 넘은 허삼영을 감독 선정한 이유를 데이터 전문운운했다. 단장 역시 돌 대 가 리 였기에청맹과니 같은 소리를 했을것이다. 
75	0	양심 있으면 사퇴해라!!니가 그러고도 감독이냐? 
76	0	허삼영아 정말 야구다운 야구를 보고싶다... 
77	0	이게 삼성여구냐투수 여유있을때 아끼느라 놓친경기도 있었는데지금뭐야배팅볼 누구냐 감독님그냥 자진 사퇴ㅋㅋ 
78	0	역전패 1위팀 답다.. 
79	0	선수들 실력 없는거 인정하는데 참 무능하오 
80	0	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? 
81	0	11시에 퇴근하는 나한테 갑자기 10살된 우리 둥이들이전화와서 하는 말이..역전 당했다고 나한테 정확히 13분간 짜증을 냅니다..아휴~~저희 가족들은 삼성팬으로써..둥이들까지 이런 푸념을 일하고 있는 중간에 들어야 하다니.너무 어처구니 없네요..제발좀~~잘 좀 해주세요.. 
82	0	원년부터 지금 까지 삼성 경기는 모두 보아왔습니다. 여러팬분들도 공감 하시리라 생각합니다. 이게시판에 글들이 구단에서 모니터링을 하는지 안하는지는 알수가 없으나 원년팬의 한사람으로써 정말 한말씀 드리겠습니다. 삼성이 원년부터 아시다시피 공격하나만큼은10구단에서 손꼽히는 팅이고 투수력또한 그럭저럭 잘 버티다가 중요한 빅경기에서 무너저서 우승문턱에서 좌절을 마니했지요. 그래도 그때는 야구가 팬들에게 희망도 주고 잘하믄 우승도 할수있겠다. 생각도들었지요 지금생각해 보면 잼난 명승부 경기들도 마니 연출했지요. 그렇게 시간이 흘러긴 무관의설음이2000년대 왕조 들어오면서 팀이 자리잡기 시작해서 많은우승을 일궈내었지요. 팀이 하나가 된다는 느낌이였습니다. 허나 작금의 라이온즈는 어떤가요?모두가 느끼다시피 근성이란 단어조차 무색하게 느껴집니다.지면 지고 이기면 이기고 팬들이 느끼기에 납득하기 어려울정도로무너지기 일쑤고 누구하나 책임지는 사람조차없고 얼마전 조동찬코치가보다못해 집합시키는 장면에서 양준혁 해설이 얘기하더군요. 분명히 필요한 부분이다라고 . 근데 여태 한번도 그런적이 없지 않나요? 실력이 모자라면 끈기와 투지라도 불 살라야 보는 팬들이 납득이 가지않을까요?. 모든 경기를 이길수있는 팀은 없겠지만 그래도 앞선경기에서 리드하고 있는데특히 오늘 같은 경기에서 이게 무슨 프로경기인가요. 프로팀이 존재하는건 팬이 있기에 가능한거 아닌가요?.부디 팬들위해 최선을 다하는 원팀 하나되는 팀이 되길 바랍니다. 인터뷰보니 감독님이 선수를 위해 좋은 말 마니 하던데그게 능사는 아니지요. 적당한 당근과채찍이 필요하다고 봅니다. 경각심도 일깨워주고 카리스마있게 누구누구 편애하지말고 객관적이고 냉철이 판단하시고 남은 시즌 마무리잘하시고 자기그릇이 아니다 생각하면 과감히 물러나실수 있는 지혜와 용기도 필요하다봅니다. 넘 황망하여 두서없이 적은글이나 저의 생각이 모두를대변하지 않지만 팬들은 정말 간절히 바란다고 봅니다 제발 하나되는 팀을 만들어주세요. 경기에 지고 있는대도 히죽히죽 웃고 무릇 프로는 승리를 지향 해야하지않나요. 제발부탁입니다. 어금니 꽉 깨물고 팬들위해서 싸우고 이겨주세요. 경기장에서는 경쟁이고 전쟁터 아닙니까. 지면 억울하지 않나요? 이런많은질책도 라이온즈를 사랑하기에가능하리라봅니다. 예전이 정말이지 많이 그립습니다. 정말 대구 삼성 라이온즈 화이팅입니다.P S .삼성이 세계일류기업을 지향하듯 스포츠도 일류로 만들어 주세요. 삼성이란 이름이 부끄럽지 않나요. 선대 두회장님 계셨음 이렇지 않을껀데.... 
83	0	올라오는 투수마다..죄다 이러냐....무서워진다... 
84	0	선수단 전체 교만으로 가득 찬놈들 
85	0	가지가지하고있네~ 사회인야구 감독하는 내가 감독해도 허삼영보단 잘하겠다! 
86	0	이성곤이김동엽만큼기회부여되면 더잘할텐데지타는김동엽? 풉쉴드치지마세요!!!수비안되면 지타나오면 되는걸 
87	0	올 경기보고 있죠?30이가 올도 경기를 망치고있네요대단한30이죠머 깨달은것이 없나요?ㅆ ㅂ ㅅㄲ지금 팬들은 화가치밀어 홧병나겟네요30사퇴시키주세요도저히용서할수가없네요팬들이 폭동하기전에사장님극단적조치를 내러주세요제발요 
88	0	 매번 나올때마다 점수 퍼주는데 뭘믿고 클러치상황에서 방어율 7인 선수를 기용하는거죠? 이런 판단력이면 감독을 바꿔야하는거 아닌가요 ???  
89	0	지금 주위에 중딩 모아 가서 이 샤끼들과 야구하자20대 0 으로 이길 수 있다 
90	0	 한두번 이냐? 이기는 경기 말아 먹는거?  국밥 말듯이 말아먹는게 취미냐?  도대체 감독은 뭐하는건지 도대체 알수가 없노  아니 이게 하루이틀 이어야지  이젠 하다하다 1이닝에 9실점을 하지를 않나  아주 갈때까지 가는구만  차라리 해체하는게 어때?  진심으로 눈 썩는데  
91	0	전혀 1도 도움 안되는 선수들최근 1,2위 일듯감독 머릿속은 대체 뭘하는건지...팀 퍼스트라면서요??왜 다들 말뿐이냐고ㅡㅡ기회는 공평 결과는 공정해야지...이건 양 아들 천국이고...글고 진짜 장필준은 아니지 않나요??올해 나오면 쳐맞고 그것도 홈런 아니면 2루타 아님 볼넷대량 실점 몇번을 속고도 내보내는 이유가 뭔가요??예전 김건한(김희걸)이란 투수가 생각나네요개명전 김희걸을 기아에서 조영훈인가하고 트레이드한 류중일...당시 김희걸도 나오면 대량 실점해서 방어율이 아마 10이 넘었었는데 끝까지 2군 내리지 않고 기용하는거 보고 진짜 암걸릴뻔했는데...김희걸이었기에 대려왔다고 호언장담한 류감독...자신의 말이 맞게 할려고 고집스럽게 기용하다가 결국 그해 끝까지 삽질만 하다 시즌 끝났었지...당시 정인욱 신인 시절에 싹 수가 보여 선발 중간 오가며 잘던지고 있었는데 정인욱을 수시로 1군 말소 해서 최대 희생양이 되었고 ㅡㅡ 정인욱은 그뒤로 멘탈 못잡고 개털리다 군대 가고...당시 철없던 정인욱은 너무 게을러 옆에 잡아두고 훈련을 시켜야 한다고 오치아이 코치가 그리 말했었는데 감독이란 작자는 늙다리 김희걸 살리겠다고 어린 유망주 하나 버렸었지....에효지금 그짓을 또 보고 있으니 기가찬다진짜 내가 당신편을 들어준건 그나마 편애는 없어 보여 그런건데..계속 이런식이면 안봐도 뻔하겠네 이팀의 미래는 없어 아직도 터널 
92	0	삼십년을 삼성팬이었는데오늘부로 떠난다... 
93	0	내일이 불펜데이 라고 불펜 끌고 간거 같은데 ㅅㅂ ㅋㅋㅋㅋㅋㅋ 김대우 5이닝 맡기고 불펜 내던지 ..그리고 안타 쳐맞고 볼질하는데 바로 안바꾸고 기어코 만루 만들고 나서야 바꾸나? 그리고 직구 구위 좋다고 인정받는 김윤수를 자꾸 투스트 잡아놓고 변화구 승부? 채상병 코치는 중간에 강민호한테 지시 한번 안하나? 그리고 대체 김지찬이 뭐가 잘하고 있는데 ? 데이터 야구한다면서 정작 개 ㅈ같은 고집이란 고집은 혼자 피워서 분위기 잡치고 ㅋㅋㅋ 
94	0	2군 보내라패배의 아이콘 투수이다장필준은 웨이버 공시 하는 것이 좋을듯 하네요타자들이 8점 이나 냈는데중간투수들 너무 부진하다 삼성은 키움이 아니다 불펜도 부진한데 불펜데이 하지 말고 2군 선발투수 양창섭이나 올려라 
95	0	 이성곤도 반쪽 선수에요., 1루 수비가 불안해서 이성규가 계속 나온거에요 삼성엔 사람같은 선수 없어요. 수비 안되는 반쪽이 태반이고, 수비 되면 공격이 개판이고.. 그냥 도 닦는다고 생각하고 보면 됩니다. 국내 선발진 다 무너졌고, 불펜도 개판이고, 그나마 외국인 투수와 마무리로 버티고 있는거에요 뭐 버틴다는 말도 사치지만...      
96	0	아직도 여유가 있다.. 큰그림 그리는 허삼영 과연 말처럼 40연승이 가능할까.. 그래서 5강 간다고 풋.. 
97	0	허삼영과 장필패..서로 마주보게 하고 번갈아가면서 싸대기 한대씩 ...피날때까지 때리게 하고 싶다. 
98	0	경기초반에 점수 차이가 넉넉해서 오늘은 잡고 가겠구나..하면서 여유부리다가 한점 두점 실점하길래 별거 아니다.. 설마 역전당하겠어? 하다가 김윤수나오고.. 근데 왜 투스트라익까지는 잘 잡는데 왜삼진을 못잡느냐고!! 한숨만 쉬다가 역전당하는 거 보고 티비 껏습니다 아무래도 삼성야구는 이제부터 결과만 확인하고 내년부터 봐야겠습니다.. 
99	0	이런 경기 너무나 짜증 납니다 한두번은 그럴슈도 있다고 하고 버텼는데 진짜 이제는 너무하네요 마운드 한번 방문도 업고 리더쉽도 없고그냥 하기 싫음 관두세요!!!! 절망적이네요고향이 경북이라 모태부터 응원했는데 야구 보기 싫게 만드네요 공부하게 만들어줘서 감사합니다 다신 안오겠습니다 첨이나 마지막으로 남겨봅니다 
100	0	제발 제발 힘쫌내 주이소 코로나를 이겨낸 대구경북을 위해서 코칭 스탭 여러분 투수를 왜그래 봐까요 믿음을 쫌주세요 ~제발제발!!! 
101	0	아무리 자원이 없다고 해도 투수운용을 그 따위로 하냐?너 토토하냐? 
102	0	이 역겨운 면상 안봤으면 정말구역질 난다 
103	0	게임을 이길수가 있나.. 지명타자로 쓰면 되잖아 돌아 이 감독아.. 이순철이 싫다고 일부로 안쓰는 허30 
104	0	허삼영이가안쓰는거다 지보다훌륭한분아들이라 
105	0	포볼을주는 장필순이와 김윤수는 방출시켜라계속투입하는 투수코치도 내보내라 
106	0	이건 프로가 아니다.선수들은 이제 목표의식도 사기도 떨어지고팀은 프로야구에 큰 오점을 남기고 있다. 
107	0	왜 더럽게 털을 기르고기르면 운동이라도 잘 하던지털 기르면 기를수록 방어율도 따라서 높아지고머리까지 기르면서 무조건 패전 전담이 되는구나 
108	0	왜쓰냐?경기넘어가니 쓰냐? 진시쓰레기인성허삼영 
109	0	그리고 엄청 약체 타자들. 그리고 완전 약체 코치진. 이게 삼성의 현실. 
110	0	야이 ㅆㅂ ㅅㄲ들아. 너그가 돈 받아 ㅊ먹을 자격이라도 있나? 이런 Dog잡노무 ㅅㄲ들아. 
111	0	지금껏 못 할때나 잘 할때나 항상 응원을 했다.요 몇년 하위에 있을때도 내년엔 잘 하겠지 하면서 응원했다. 근데 올시즌은 지친다. 불펜 운영도 뭐 같고 다 이긴경기를 놓친게 몇게임이냐! 오늘도 몇점을 주는거냐! 제갈 돈 쫌써서 제대로된 투수들 쫌 사오자!난생 첨으로 경기보다 열받아서 이까지 와서 글 남긴다. 
112	0	져도 욕 안하고 응원하면서 야구 봐왔는데 최근에 야구는 내가 뛰는 사회인 야구 보는듯하다... 본인들도 답답하겠지만은 인간적으로 좀 심하다고 생각하지않나? 이렇게 야구 할거면 그냥 야구단 접어라! 
113	0	데이터야구?지는 데이터만 가지고있나지는방법도 우째이래 가지가지고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대단하다 진짜 쫌 꺼져~~~~~~ 
114	0	투수관리 저따위로 할거냐!아름답게 떠나라 제발! 
115	0	포볼을주는 장필순이와 김윤수는 방출시켜라계속투입하는 투수코치도 내보내라 
116	0	전준은땅볼 물러서면서 잡은게대량실점제공했다. 병살 처리안됬음대쉬했어야 하는타구를 물러서서잡은게 크다..수비가 이렇게중요한거다 
117	0	ㅋㅋㅇㅈ? 
118	0	아주 잘했다고5점차이 밖에 안내서 10점이상 실점 할줄 알았는데 
119	0	팬애 대한 기본적인 예의가 없는 팀 
120	0	허감독 구제불능이네 구단주 뭐하니 감독교체해라 
121	0	이쯤되면 중도사퇴가 맞는거 아닌가 
122	0	믿고보는 역전패 맛집.. 
123	0	그냥 그만해라욕하기도 지치고이게 프로냐 동네야구같은 팀 
124	0	프로라고할수 없네 답답하고 안스럽네요 
125	0	이해되지않는 투수운용에 투수순서까지... 쪼개기운용?나참ㅋㅋ 투수가 그리도많습니까? ㅋㅋ 
126	0	허삼영그러니김한수도이해안가는삽질은한거지!!허씨가전력분석을개같이해서 
127	0	살다살다 이런 쓰렉이 팀은 처음봅니다일반시민도 아는대 장필준? ㅋㅋ 마음대로하세요 나는 이팀떠납니다 
128	0	근성도 없고 자신감도 없고..투수들 볼넷 던지러 나오나요?지고 있어도 웃으면서 야구할 수 있나요?그것도 한두번이지...프로라고는 찾아볼 수 없는 팀.. 
129	0	필준때문에 삼성 망 한다이 썩을것후~~~~ 
130	0	팬들이 원하는개 뭔지도 모르는 구제불능 구단... 진짜 이런 팀을 20년 넘게 응원한 내가 바보같다 
131	0	9회 이기는 경기가 없는데어떨게 나와 
132	0	넌 kbo에오점덩어리 
133	0	장필준만이 할수있는 것이런기록도 기록에 남잖아 
134	0	데이터 는 무슨 집계해서 통계만 내는게 무슨 데이터 야구야 
135	0	멋지다...ㅋㅋㅋ 
136	0	 선수들 전체가 부담감에 쫄아서 경기하는때 감독이라는 작자가  경기 운영하는 꼴이 1위팀 감독처럼 하니 가을야구는 꿈도 꾸지 않으니 감독이나 빨리 짤라라  아님 삼성 야구단을 해체하던지  
137	0	 그래, 줄 때는 확실하게 다 줘야 삼성이지. ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 이제 남은 목표는 8위 자리도 빨리 한화나 SK에게 넘겨줘야 할텐데....................................................  
138	0	대단하다그냥 
139	0	투수,타자 엇박자가 심해도 너무 하다 
140	0	그래야허30이지빨리 포기하는 감독 허30 
141	0	오승환을. 꼭. 9회만 서야 되는거야이 멍청한 감독아 
142	0	 역시 장필준 허30 기대를 져버리지 않는구나... 장필준 홈혼 맞아서 3점 주려했는데 그거 안됐다고 또 바로 2루타 맞아주는 센스 죽이네 죽여~~ 자 이제 10점 채워야지~~ 화이팅 장필준!!!!!    
143	0	자진해서 관둬라 ㅁㅊ자스가 
144	0	롯데 화이팅이다30점가자 17점남았다 
145	0	타자 3순가자 
