	review	label
29	손흥민 겁나좋아하는거보고 내가 다뿌듯하고 웃기더라 ㅋㅋㅋㅋㅋㅌㅌㅋㅌ진짜 휘슬불자마자 팔딱팔딱뛰면서 개좋아햌ㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ얼굴로 엄마 나 군대안가 흐어어엉ㅇ어유ㅠ!!!! 이러는줄 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
30	흐어어어ㅓ어어ㅓ어ㅓ엉  이겼다손흥민 주장으로서  큰  도움이 됬고 황의찬 이번에 많이도와주고 골도 넣고 고마웠습니다!!!다음에도 우승하길	0
31	우리흥민이 진짜 너무좋아!!♡정말 수고많았고군대가서 썩다 오지말고 너의기량을 맘껏펼쳐 훨훨날아라!!넌 충분히 그럴자격있다.월드컵때 너 우는거보고 진짜 ㅠㅠ다음올림픽 다음월드컵도잘부탁해!!!! 우리흥 파이팅!!💖	0
32	황의찬월클인척해서꼴뵈기싫었는데크리스티아누호날두가하는런닝점프키180도안되는공격수가하기에는너무나도놀라운기술이였다희찬아조기전역축하하고월클길만가자	0
33	아 갓진야선수 보고싶네 왜 안뽑히는거지? 저때 잘한거 같은뎁..	0
34	진짜 우리 선수들 너무 잘 뛰어줬고 이승우 황희찬 골 멋졌다 조현우도 잘 막아줬고 김진야 김문환도 너무 열심히 뛰더라! 선수들 병역면제 축하하고 손흥민 앞으로 꽃길만 걷자	0
35	우승! 정말잘하셨습니다손흥민은 열심히뛰고포기하지않은것같습니다조현우는 오늘도 미친선방이네요그리고 손흥민 군데면제 축하하고요그리고 우리선수들 모두 금메달 축하드립니다	0
36	4:27 썸네일	0
37	황희찬도 잘해줬어요 감사하고망치춤ㅋㅋㅋㅋ 그때 개웃ㅋㅋㅋㅋ	0
38	이승우랑 황의조 이번 아시안게임에서 정말 잘했다	0
39	해축갤:하...이제 군대드립 못치네	0
40	4:13  손흥민전역 세레머니ㅋㅋㅋㅋ표정리얼한거보소	0
41	손흥민 전반 후반 90 내내 뛰면서 무슨 생각 했을까......그래도 열심히 뛴 보상이 있어서 다행이네요!!수고하셨습니다!	0
42	4:12 군대 안간다아아아ㅏ앙아ㅏ아앜	0
43	4:14 아시안게임 축구 금메달!!보다 군면제!!가 더 실감날듯	0
44	미친 진짜 이건 김진야 선수 덕분이에요 ㅠㅠㅠ 항상 풀로 뛰어줘서 고마워요 ㅠㅠㅠ 수고많았어요전부다 푹 쉬세요	0
45	중국이 제 아무리 금메달을 많이 땄어도하이라이트!!축구!!는 우리거!!	0
46	수고해따ㅠㅠㅠㅠㅠ 캡틴흥 잔디길만 걷쟈!!🔥🔥🔥	0
47	2:50 이때 티비 보면서 진짜 발 동동 굴렸다 존나 개쫄림 ㅋㅋㅋㅋ	0
48	꽃길만걷자 갓흥민	0
49	근데 조현우는 ㄹㅇ 인물이다	0
50	와 벌써 1년이 지났네요~🇰🇷🇰🇷🇰🇷⚽️⚽️⚽️🥇🥇🏅🏅🏆🏆	0
51	어시보면 손흥민이드라 2점다거기에 골넣는 이승우랑 황희찬보면 존나 멋있게 넣고 캬하	0
52	2020년 현재 황희찬은 욕이 아닌 환호와 팬들의 기쁨을 받으며 음메페라는 별명과 함께 잘츠부르크에서 뛰고 반데이크 뚫었던 멋진 선수가 되었다	0
53	오늘 황희찬이 공 있을때나 없을때나 움직임이 가장 좋았다고 본다. 근데 이전에 해온 실수때문인지 동료들이 믿질 못하는게 보이더라.. 공간 찾아가는데 공 안주는 경우 많아서 아쉽더라 ㅠ 할튼 이번 골로 조금 더 성장하는 선수가 되길..	0
54	체고잘해따 ㅠㅠㅠㅠㅠㅠㅠㅜㅠ	0
55	군면제 됐다고 뛰는 거 보소 ㅋㅋㅋ  야~~ 면제야 면제~~	0
56	4:16 저때도 김학범 감독님 이셨군요 그러니 지금도 금메달 따서 우리나라의 우승 2번 만드신 최초의 감독	0
57	조현우 오늘 머리안세우고옴 힝	0
58	와 조현우 저거 막은 건 진짜 신의 움직임이다 진짜. 그저 빛. 빛땜에 너무 밝아서 눈 못뜰뻔했는데 일본덕분에 경기 봄. 진짜 우리나라 선수들 그저 빛.♥	0
59	어제 잘때 어디서 와!!야@#♡♡♡@^!해가주공 아씨 뭐야했는데 아니엿군요..우리 대한민국 축하합니다!!2골넣었다고 아빠가 할때제가 더 뿌듯했어요감사합니다..대한민국 감사합니다💐⚽🚈멋져요!반했다능....	0
60	골 넣은순간 아파트 단지내에 함성소리 때문에 귀청 터지는줄 알았어요....	0
61	우리나라 축구 선수들 수고하셨어요 ㅜ그리고 금메달 축하축하요우ㅜㅜ앞으로도 계속 응원하겠습니다 화이팅!!!마지막으로 다들 사랑해요우ㅜㅜ	0
62	그와중에 키 차이봐라.	0
63	이승우 얼굴맞았을때 코피난줄알고 코 만지고 놀래는거 귀여웠음ㅋㅋ	0
64	진짜 이승우,황의찬 골늘때 우리 아파트 다 소리지르는데 이상한게  우리집만한 2초정도후에지름 다른집들은2초빠르고 왜그러징?	0
65	어떡해 손흥민이 감독님 안아줘! 진짜 너무 좋아보임♡	0
66	일본은 군대길만 걷자~^^	0
67	0:01 짜리몽땅	0
68	"""손흥민 일병 구하기"" 성공"	0
69	2:52 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋ	0
70	3:24손흥민:내가 찰려고했는데...	0
71	1:04 진짜 빛현우	0
72	어재 봤는데 대박인거됴ㅠㅠ저희 가족 다 일어나서 박수침♥♥	0
73	이승우가 골 넣고나서부터 분위기가 반전돼서 넘 좋았음ㅠㅠㅠ	0
74	황희찬 스테미너는 진짜 좋네ㅋㅋㅋㅋ	0
75	0:00 주심 손 뻘쭘한거봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
76	군대 안가니깐 더 열심히 해주세용♡	0
77	0:25 진짜 내 발 붙여주고 싶었다 ㅠㅠㅠㅠㅠ진짜 아깝다 ㅠㅠㅠㅠㅠㅠ대한민국 축구 앞으로도 화이티이이이이잉!!!	0
78	군면제 받은 손흥민선수..맘 고생심햇을 황희찬선수..득점왕 황의조선수..그리고 해결사 우리 승우..끝으로.. 빛 현 우!! 다른 선수분들도 고생많으셧습니다	0
79	황희찬 산책ㅋㅋㅋㅋㅋㅋㅋ	0
80	희찬이 마지막 우는거 커엽노 ㅠㅠ ㅋㅋㅋㅋㅋㅋ	0
81	황의찬 산책 ㅌㅌ	0
82	황희찬 선수 무슨 헤딩을 그렇게 잘해 수고 많았어요ㅠㅠㅠㅠㅠ 끝까지 물고 뜯는 애들땜에 힘들었죠 ㅠㅠ 푹 쉬세요 ㅠㅠ	0
83	이승우가 일본에 강하네‥ 좋다ㅎ	0
84	진짜 다들 수고하셨습니다ㅠㅜㅜㅜㅜㅜ  ♡	0
85	손흥민이 젤 좋아해ㅎㅎ	0
86	0:01 키차이 ...	0
87	마지막에 손흥민이랑 빛현우 않을떄 진짜 뭔가 멋있었음 최고의 골퍼와 최고의 공격수 나중에 저둘이 유럽 무대에서 서로 경쟁을 다투며 그라운드를 누비는 존경스러운 인물이 되었으면 좋겠다 캡틴 박처럼 그나저나 빛떄문에 손흥민이 안보였어;;;; 쩝;;; 월클도 이기는 현우(현우팬)	0
88	무엇보다 이겨서 너무나도 좋지만 그 상대가 일본이여서 더 좋은것 같다.	0
89	황희찬 이번엔 잘했다 ㅋㅋㅋ	0
90	1:10 한명 날라다니네 ㅋㅋㅋㅋㅋ	0
91	아 진짜 보면서 엄청 울었는뎈ㅋㅋㅋ	0
92	사랑합니다 우리나라 축구선수들 ㅠㅠㅠㅠ❤️🤞🏻❤️❤️	0
93	우와!!  손흥민 군대가는 버스는 이미 떠났다!!!	0
94	진짜 개소름ㅋㅋ	0
95	0:01 월클하고 손잡아서 쌋겟다	0
96	금메달 축하해요ㅠㅠ!!	0
97	황희찬 가위춤ㅋㅋㅋㅋ	0
98	수고햇습니다 이제꽃길만걷자 승우도더좋은팀으로 나가고황희찬도함북에서흥민이뒤이어성공하길.. 황의조,조현우선수도유럽서러브콜오길바랍니다 갠적으로  박지성처럼뛰는김진야선수 앞으로도 응원합니다 부상없이꾸준히좋은경기하길바랍니다	0
99	흥민이 썸넬에서 속 마음 : 아싸 군 면제다ㅋㅋㅋㅋ 개웃기네	0
100	아... 진짜 고상했어욜♥♥ 이승우  선수 넘 귀엽^^ 손흥민. 황희찬.조현우 선수 말고도 다른 선수들 넘 고생했어요ㅠㅠ 저는 이 금메달이 우리 선수들이 열심히 뛴 대가라고 생각해요!진짜 고생했고요 존경합니다~~~^^	0
101	4:13 군대 안 간다!!!!!!쓔발!!!!	0
102	아직도 볼때마다 소름돋는더ㅠㅠ	0
103	진짜 이번우승은 의미가크다 손흥민군면제는 향후10년은 한국축구미래에 대단한영향을 끼칠거다차범근박지성으로 이어져오던 슈퍼스타에 의존하는 영향이 강한 한국축구이다. 그리좋은 성향은 아니지만 그거라도 어디냐 아시아충분히 재패한다 손흥민군면제  뿐아니라 앞으로 한국의 슈퍼스타가될 이승우의  조기군면또한 정말  한국축구의 앞길에 커다란 빛이될거다	0
104	감스트 반응 궁금하다 ㅋㅋㅋㅋ	0
105	황희찬 헤딩 슈퍼마리오임? ㅈㄴ 높네	0
106	금메달 목에메고 한국 돌아오겟습니다 정말 감사합니다.	0
107	4:12 나 군대 안간드아아아아~~~	0
108	김진야는 무슨 스팀팩을 계속 빠는데메딕이 계속 치료해주는거같음 체력이 안닳음ㅋㅋ	0
109	난 이고보는데 왜 눈물이나냐ㅠㅠㅠㅠ	0
110	승우가 뺏어서 찬게 레전드 ㅋㅋㅋㅋㅋㅋ	0
111	진짜 엄청 소리 질렀죠.. 저때	0
112	3:15 도요타ㅋㅋㅋㅋㅋ 노린거네	0
113	이제 우스갯소리로 하는 세상에서 제일 쓸데없는 걱정이 연예인걱정,김진야 체력 걱정임	0
114	1주일 전 부터 우리나라가 금메달인건 알고 있었어요. 왜냐하면 대한민국이잖아요	0
115	1:05골 들어가는줄 ㄷㄷㄷ	0
116	다들 너무 수고하셨습니다ㅠㅠ	0
117	선수들 고생많았습니다ㅜㅜ !!	0
118	빛의조‥ 역시 잘했다‥ 살짝 아쉬운건 기회가 몇번 있었는데 잘 못살린것‥ 그래도 체력적으로 많이 힘들었을텐데 잘뛰어줘서 감사합니다	0
119	4:15 손흥민 논산 탈출할 생각에 신나 날뛰는 씬	0
120	한국이기면 유렵쪽은 개좋아할텐데 일본이기면 어느나라가 좋아할까..음..	0
121	이승우 선수 너무 귀여워ㅜㅜ 손흥민♡이승우 케미우리나라 선수들 모두 잘하셨어요!!♡	0
122	ㅋㅋㅋㅋ이야	0
123	손흥민선수 어시스트 쩔었음...	0
124	군~~~대ㅋㅋ	0
125	이번경기 황희찬 샷건 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
126	이날 ㄹㅇ 집에서 소리질르고 ㅋㅋㅋ	0
127	진짜 두팀다 너무 잘했다	0
128	03:17 이승우 세레모니 때 밟은 광고판 -> 도요타 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빛 승 우	0
129	아..진짜 재미있었죠..	0
130	다같이 기뻐서 뛰고 안고 기뻐하는 모습 보기좋다 ㅎㅎ	0
131	소니ㅋㅋㅋㅋㅋ젤좋아하네	0
132	너무 멋있었어요ㅜㅜㅜㅜㅜ	0
133	진짜 간 쫄리면서 봤다ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 오늘 경기 다들 너무 잘하셨고 수고했어요 ㅠㅠ!! 이승우의 코피확인과 세레머니 너무 기요워써>.<♥️	0
134	참교육ㅋㅋㅋ	0
135	3:37 와...나도 저렇게 높게 뛰고싶다...ㅎ	0
136	너무 수고하셨고 잘하셨음 ㅜㅜ !!	0
137	저 어제 처음부터 끝까지 다 봤어요ㅠㅜ	0
138	금메달 정말 감사합니다고생 많으셨어요꿀잠 자세요~~💕	0
139	골 넣어서 망치춤 춘거 봄ㅋㅋㅋㅋ	0
140	진짜 너무 멋지다	0
141	03:25 이승우:“나와 나와’ 손흥민:......,! 이승우:왼발슛 “골’ 손흥민:😆	0
142	역시 우리 손흥민 선수 짱입니다	0
143	이승우 골넣을때 손흥민보고 나와 나와! 이렇게 반말했다고 함 ㅋㅋㅋ 갓승우	0
144	진짜 수고했다 ㅎㅎ	0
145	토요타 밟음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
146	01:20 철인 김진야	0
147	ㅠㅠㅠ	0
148	4:13 흥민이형 행복지수 최고조ㅋㅋㅋㅋ 군대 안간드아!! ㅋㅋ	0
149	마지막에 면제다 하고 말하는거 같아 ㅋㅋㅋ	0
150	승우 오빠가 세레머니 할때 너무 귀여웠어요 ㅠㅜㅠㅜㅜㅜ 대한민국이 짱입니다 ㅠㅜ 사랑해요 다들 ♥️	0
151	4:13 부터  ㅅㅂ 군대안간드아!!!!!!!!!!!! 우엟 이이데웅이늗0어투!!!!	0
152	눈물ㅠㅠ	0
153	여자배구 3:1승남자정구 2:0승남자야구 3:0승남자축구 2:1승	0
154	이승우 귀엽다	0
155	진짜 운도  안따라줬는데  너무 열심히 했습니다ㅠㅠ우리  선수들 대단하고 존경합니다~심판들은 공정하게 심판하자^^	0
156	4:22 ㅋㅋ	0
157	군면제 축하해^^	0
158	손흥민 결승골 어시스트 2개... 진짜 대단했다 주장으로서의 역할도 잘 해줬고 이번아시안게임 너무너무너무 수고했다ㅠㅠㅠ 군면제도 받았으니 더더 날아오르자 ~~👍	0
159	인기 급상승 2위 !!!♡ 뽀시래기 , 흥민이 사랑해💙💙	0
160	차라리 매너는 우즈벡보다 일본이더 괜찮은데?	0
161	우리 빛현우 어제는 잼현우 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
162	그래도 사람들 맨날 손흥민 조금만 못해도 느그흥 거리시는데 그건 못하는게 아니라 수비들 압박이 제일심해서 그런거고 중요한골은 다 손흥민이 어시스트 던데 이제 손흥민 욕하지 마세요 ㅠㅠ	0
163	진짜 보는내내 가슴졸였습니다ㅠㅠ 골넣은 선수뿐만아니라 최선을 다해 죽을듯이 뛴 선수들 모두 존경합니다....저도열심히 살아야겠어요 ㅠㅠ	0
164	이승우 세레모니 할때 아무도 안건드네ㅋㅋㅋㅋㅋㅋㄱㅋㅋ	0
165	토트넘감독좋아하겠네.ㅎㅎㅎ	0
166	ㅜㅜ 승우 넘 잘했구👍 뽀시래기💕	0
167	크~~여 억시	0
168	마지막에 이승우 도요타 광고판 밟고 세레머니 하는게 제일 인상적이었다	0
169	누구할것없이 우리 선수들 다 잘했습니다 열심히 뛰어줘서 고맙습니다 수고하셨습니다 후보선수까지 군면제 !!!!! 황인범 전역 !!!!!! 대한민국 자랑스럽습니다 🇰🇷🏅❤️	0
170	ㅣㅇ번이 패스를 개잘함 ㄹㅇ	0
171	진짜르 고생  많이  했습니다---♡	0
172	너무 수고하셨어요ㅜㅜ진짜 너무 축하드려요♡♡🎉🎉🥇	0
173	이번경기는 어느 누구 욕할거 없이 다들 너무 잘 뛰어줬다...	0
174	수고했습니다 선수들♥	0
175	조현우 존나 좋다..ㅠㅠ 다음 방학때 한번 조현우 헤어스타일 해봐야지	0
176	전후반 때 일본 게 얄밉 ㅇㅈ??	0
177	조현우 귀다쳤을때 불쌍함ㅠㅠ	0
178	이번엔 진짜.. 현우가 잘해줫어..ㅠㅠㅠㅠㅠㅠㅠㅠ ㅠㅠㅠㅠㅠㅠㅠㅠ 그냥 울게요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ같이울사람 없나요ㅠㅠㅠㅠㅠㅠㅠ..	0
179	김학범 감독님 진짜 고생많으셨습니다.	0
180	2:01 흥민이형 판단 아쉽네..  황희찬쪽 노마크인데 ㄲㅂ	0
181	핵!인!싸!뽀시래기♥ 모두 수고했습니다!!	0
182	손흥민선수....월드컵때부터 고생 많았어요~~~!!!	0
183	황희찬 잘했다 체력 많이 빠졌을텐데 슈퍼마리오급 점프골 멋졌고 이제 욕 그만먹고 앞으로 실력 더 늘리자	0
184	진짜 축구 별로 관심 없었는데 엄청 소리지르면서 봤어요 ㅠㅠ 자랑스럽습니다 우리나라 축구ㅠㅠㅠㅠ	0
185	최고..♡	0
186	황희찬 ㄹㅇ 용수철인줄ㅋㅋㅋㅋㅋㅋㅋㅋ 엄청 지쳤을텐데어떻게 그만큼 튀어오르지....	0
187	황희찬 선수 다시봤습니다♡	0
188	대한민국 축구 국가대표 선수들.. 오랜만에 투지와 열정, 끈기가 보였던 경기들로 삶에 재미를 더해주셔서 감사합니다❤ 새로운 선수들의 발견과 괜히 해외리그에서 뛰는 게 아니구나를 느낀 아시안게임이네요👍 공격수로 빛을 발했던 손흥민, 황의조, 이승우, 황희찬과 수비 장난없었던 김진야 그리고 그 외의 선수들, 든든한 수문장 조현우 선수까지 너무 고생했습니다!!	0
189	우리 캡틴 쏜💕💕💕	0
190	진짜 이거 보고 ㄹㅇ 싸버림 현타 개오짐	0
191	황희찬 진짜 결승위해서 여태 힘아껴둔거였음ㅋㅋㅋㅋ	0
192	일본 3군 이기고 노무 좋아하노 ㅋㅋㅋㅋ	0
193	김민재 진짜 보석이다.  황인범 김진야 정말 좋은 선수. 뭔가 투지가 끓드라....	0
194	싫어요 일본인인갘ㅋㅋㅋ	0
195	수고했습니다^^7	0
196	황희찬 헤딩슟 거의 황소급ㄷㄷ 역시 🖒	0
197	와 눈물난다... 수고했어요 !❣👏	0
198	오늘 진짜 황희찬 아니였으면 승부차기까지 갔을지도 모르는건데 진짜 대한민국에서 나온 골이라고 믿기지가 않음....점프력이 진짜 배구선수급임...심지어 거리도 멀었는데..역시 황소가 맞는거 같음....그 동안 마음고생 심했을텐데 오늘 잠이 올지는 모르겠지만 푹 쉬고 또 본인 팀으로 가서 군면제 누리시면서 더 큰 선수가 되길 바랄께요! 국가대표가 되고나서 큰 활약이 없었지만 이 쐐기골 하나로 이미 큰 활약을 했네요. 이대로 좀만 더 열심히 해서 다음번에 또 국가대표가 된다면 매 경기마다 이런 골 기대할께요! 대한민국 축구 국가대표분들 수고하셨어요!!	0
199	진짜 축하드립니다 !! 🍇	0
200	김진야 😍	0
201	흥민이골 승우가 뺐어감 ㅋㅋ3:12	0
202	진짜 고생하셨습니다	0
203	영상올라오는 속도 진짜빠르네;;;	0
204	진짜 모두 잘했는데 손흥민 너무너무 열심히 잘해줘서 고마워요 ㅜ 주장이어서 부담감 정말 막중했을껀데 잘 뛰어줘서 고맙고 꽃길만걸어요 이제❤️	0
205	흥민이 군면제~~~	0
206	일본.... 고추만 쳐맞고.... ㅠㅠ	0
207	진짜 연장에 2골 실화냠	0
208	이번판 황희찬 ㄹㅇ 탱컨줄 몸싸움 좆빠져서 일본 후지산 폭팔한듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
209	흥민아~~~면제다!!!!!!!수고해따~~~~~	0
210	수고하셨습니다!!!	0
211	"3:12 그 유명한 ""나와 나와""좌..."	0
212	진짜 대한민국 선수들 모두 수고하셨습니다~	0
213	일본을 이겨서 좋은 이유손 군대면제!한일전 승리✌아시안겜 우승피파 이벤	0
214	삐삐삐~~~ 야!!!!@ 군면제다	0
215	다들 정말 수고하셨습니다❤👍	0
216	군대가 걸리니까 바로 금매달 ㅋㅋㅋㅋ	0
217	완존 수고수고하셨습니다~!	0
218	김진야 잘하더라 bb	0
219	황희찬 선수 정말 잘하셨습니다	0
220	고생하셨어요 ㅜㅜ♡♡	0
221	ㅠㅠ	0
222	와 2년 벌었을때 기분이란..	0
223	보다가 생각난건대 의조형 웃을때 넘 귀여움....	0
224	잘 뛰어줘서 고마워요!대한민국!	0
225	다 수고하셨습니다♡	0
226	1:42,정의구현	0
227	이 경기는 눈물이 나올 수 밖에 없는 경기네요!!ㅠㅠ	0
228	논산까지 다 가논걸 승우가 방향을 바꿔버렸다!!	0
229	수고하셨습니다!	0
230	이승우 존나 사랑해요 ㅠㅠㅠㅠㅠㅠㅠ  승우오빠가 최고라고요 ㅠㅠㅠ	0
231	잘해줘서.. 너무고마워요	0
232	골도 골이지만 김민재 진짜 밫이였다...!	0
233	아시안게임 내내 손흥민 까시던 분들 이제 클라스는 다르다는걸 느끼셨죠? 보세요 골만 넣어야 선수입니까 매 경기 중요한 어시스트 해줬고 진짜 월드컵부터 해서 쉬지도 못하고 소속팀 갔다가 대표팀 합류해서 계속 뛰었지 그 상황에서 손흥민한테는 수비수가 2,3명씩 붙고 좋은 움직임이 나오기가 힘들지 주장역할도 해야되지 부담감 압박감 다 받아야지 근데 봐봐 중요한 상황에서 경기 풀어나가는것들 해결하는것들 손흥민이야 그리고 매 경기 개처럼 뛰는거 댁들 눈에는 안보이시죠?좀 제발 그 상황에서 결과보고 까지말고 전체적으로 봐줬으면 좋겠습니다 암튼 대한민국 대표팀 모두 금메달 축하드리고 수고하셨습니다!!!!	0
234	황희찬 헤딩 호날두가 보였다 ㅋㅋㅋ	0
235	황희찬 패스는 아쉬웠는데 골은 멋있다	0
236	사랑해요오❤	0
237	군대 안간다~~~~	0
238	일단 김학범 감독님 너무 수고하셨고 항상 우리의 든든한 주장이 되어주고 이번 경기 매 골 어시뿐만아니라 8월 15일부터 오늘 9월 1일까지 총 7경기 속 든든한 뒷받침이 되어준 흥민선수 너무 수고했고 이번 AG 최고의 플레이어 황의조선수 인맥논란으로 초반에 마음고생이 심하셨을텐데 끝까지 최선을 다해서 7경기 출전해주셔서 대한민국을 빛내줘서 감사하고 수고하셨고 또 이번 AG 4골 기록한  우리 승우선수 갑인싸 표현 너무 적절하게 매치되는거같아 고맙고 수고했습니다. 그리고  러시아 월드컵때부터 우리의 든든한 빛 조현우 선수 무릎부상이 있었지만 잘 이겨내고 멋진 선방 보여줘서 고마울따름이고 수고하셨습니다. 조현우 선수를 대신해서 말레이시아전 때 조금의 실수는 있었지만 그래도 최선을 다 해줬던 송범근선수 고생 많으셨고 우리나라 최고의 수비를 보여줬던 김진야, 김민재선수 정말 수고하셨습니다 너무 감동적이였어요. 특히 김진야 선수는 매 경기 출전을 했지만 밑도 끝도 없는 체력 보여준 부분에서 너무 존경합니다. 그리고 7경기 내내 마음고생이 심했을 황희찬 선수 오늘 너무 멋진 헤딩골 잘봤고 앞으로도 이렇게 차차 실수없이 노력한다면 최고의 공격수가 될 수 있으리라 믿습니다. 그 외 김문환, 나상호, 이진현, 김정민, 그리고 일병 황인범선수 모두모두 너무 고맙고 수고하셨습니다 짧은 2~3일이라는 기간을 몸 회복도 어려웠을텐데 잘 이겨내주어 감사합니다 아시안 게임 금메달 너무 자랑스럽습니다. 모두모두 감사하고 사랑합니다. 여자 축구팀도 동메달 축하드리고 남자 대표팀 금메달 축하드려요. 대한민국 화이팅  !!!!!	0
239	승우!!♡♡	0
240	ㅋ 아쉬ㅂ다	0
241	손흥민 썸네일 너무 신나보이네 ㅋㅋㅋㅌㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ	0
242	오늘 발 뻗고 마음편히 잘수있겠다ㅎㅎ	0
243	대한민국 금메달 자랑스럽다👏🏻🥇🥇	0
244	어우 이 때 졌으면 진짜 생각하기도 싫다	0
245	이겨따~~~	0
