,Unnamed: 0,reviews,label
11179,11206,이런 영화가 잘 알려지지도 않았다는 것이 무척 안타깝네요 또한 상영을 앞두고 홍기선 감독님의 갑작스러운 사망도 무척 유감입니다 ,1
23298,23352,아 재밌네요ㅋㅋ 2시간 금방 갔네 ,1
91620,92503,정말 잘만든 영화 :)공포를좋아한다면 당연히 ㄱㄱ ,1
20670,20718,진짜 영화관에서 꼭 보세요. 첫 감독작품이라고 믿기지않고.. 쿠퍼 연기지리고가가노래너무 잘하고 연기잘하고..노래 영화관에 울려퍼질때 전율이.. ,1
3643,3734,바닷마을다이어리따뜻하고따뜻하다 ,1
84266,85125,가족 복수혈전~ 엄마가 람보 능가하는 실력자.. ,1
73183,73908,내 인생영화 그리고 그들의 아디오스 공연으로 길이 남을 엔딩. ,1
120491,121592,키키가 밝게 웃는게 귀여우면서도 되게 애잔했던영화 ,1
40185,40613,와 이거 이거 보는 내내 소름 돋았다 진짜 넘 잘 만들었고 최고다 이거 재미없다는 사람은 뇌가 이상한 사람임 국내영화 알바단 물러가라~~~~ ,1
1403,1408,내가 지금 예수 그리스도를 얼마나 속 편히 믿고 사는지를 깨달았다 ,1
7292,7307,영화 도중 개러비디언 변호사가 이런 대사를 한다. 마을의 아이가 학대(성폭행)을 당하면 그 책임은 마을 전체에 있어요. 이걸 듣고 부끄러움에 한없이 눈물이났다.우리나라의 아동학대 뉴스를 보면서 방관...,1
14610,14655,"어린 배우들의 연기와 호흡, 감정표현력에 찬사를 보냅니다. 마지막 장면은 40대 아저씨의 눈시울을 적시게 만드네요. 아이들 영화이면서 어른 영화네요. ",1
114130,115190,"살아온 시간들이 덫이고 아픔이었지만 윤희가, 윤희를 바라보는 모든 '윤희'들이 이제는 자신을 탓하지 않고 조금만 더 용기를 냈으면 좋겠습니다. 그럴 만한 사람들이니까. ",1
23054,23258,부족한점이 있기는 하지만 1점주는건 아닌겄같다 ,1
35817,36134,"웃을 준비는 하고 갔고 충분히 웃겼는데, 이렇게 울릴 줄은 정말 몰랐다. 그것도 많이! 감정기복없는 나를 이렇게 흔들다니.. 청춘 따위 사라진 최근 현실의 눈으로 보면 답없는 인간인 만섭이가, 삼사십대가 되어서도 진...",1
93536,94419,이런영화가만ㄹ이나왓으먄좋뎃당 ,1
64774,65420,허구헌날 민주화팔이 검사팔이 조폭팔이나 하며 쉽게 돈버는 충무로 놈년들이 보고 반성해야될올해 최고의 무비! ,1
89597,90470,"줄을 서시오 정재영 김남길 형제 코믹케미 찰지고, 엔딩까지 기분 좋은 영화여서 추천!! ",1
19959,20147,로봇이 나에게 감동을 주다니... ,1
1016,1020,우리의 마음은 모두 오아시스의 세대에 살고있다 Live Forever ,1
133304,134568,상영관 늘엇으면좋겟어요 ,1
21571,21619,탐크루즈의 젊은시절 엄청난 미모를 볼 수 있다는 것 만으로도 가치가 충분하다. 박진감 넘치는 공중전과 가슴을 울리는 OST는 덤. ,1
61997,62577,친구추천으로 본 영화. 지독하게 현실적이군요...여자와 버스는 떠나면 잡는게 아니란다.. 이젠 사랑을 믿지 않게 되었죠. ^^. 예전 쿨한 내모습으로 돌아가게 한 영화.. ,1
136467,137745,"장르별 최고의 영화를 꼽자면 판타지는 반지의제왕, Sf는 아바타, 인터스텔라 히어로물은 다크나이트. 그리고 드라마 장르로는 이영화가 제일최고라고 생각한다. ",1
73127,73852,이국의 언어로 노래하는 날것의 영혼 그 자체.슬픈 장면은 하나도 없지만 영혼의 울림에 감정을 주체할 수 없어눈물이 저절로 흐른다. ,1
93283,94166,한번으론 부족한 영화. 다시 또 보고 싶은 영화 ,1
24551,24764,제가 이동휘 배우님 팬으로써 본 영화인데.. 진짜 화나고 슬퍼서 눈물 줄줄 흘리며 본 영화... 너무 아쉬운 게 흥행을 못 한점... 진짜 재미있고 없고를 떠나서.. 이 영화.. 진짜 세상에 알려야합니다.. 진짜.....,1
127361,128521,송강호의 연기는 언제나 기대이상을 보여준다 ,1
1352,1357,좋은 의미로 가볍게 보기 좋은 영화였습니다. ,1
73356,74081,조용하게 이야기를 풀어가지만 강렬하다. 삶자체가 음악인 그들..음악을 사랑하는 마음이 어린아이같다 그런 진실함과 순수함이 이 영화의 매력이다 ,1
23482,23686,핵재밋다완전재밋다ㅡ굳굳 ,1
60919,61495,한국영화도 이 정도까지 뽑아낼 수 있구나. ,1
12130,12270,오프닝부터 엔딩까지 황홀 그 자체 ,1
132054,133282,우리가 몰랐던 이제는 아는 진실이런 기자가 아웃사이더인 세상 ,1
86379,87248,문재인이 본능적으로 싫어하는 영화입니다. 많은 관객이 보기를 바랍니다. ,1
108986,110008,댕댕이 죽을까봐 조마조마 하면서 봄 ,1
11431,11571,마블이 워낙에 눈을 높여놔서 만족도가 높진 않은듯 ㅋㅋ 하지만 충분히 잘 만든 영화였고 웬만한 디씨 히어로들보다 나음 ,1
117821,118910,정말 소름끼친다! ,1
2385,2463,"맑은 영화. 엄마 생각이 납니다. 할머니들의 시가 오염되지 않은, 살아 있는 우리 말이네요. ",1
27362,27616,믿음을 지켰노라. 이 한 마디가 모든 걸 말해준다. ,1
8181,8302,살아온 그길이 역사요 말한마디 한마디가 어록인 우리의보석♡ ,1
17157,17208,아이들이 눈물까지 흘렸네요~ ,1
51913,52434,서서평선교사님의 행적을 찾아가는 잔잔한다큐네요큰 감동까지는 아니지만 작은 울림이 있었어요 ,1
118018,119108,멋진 록키산맥을 배경으로한 산악인과 악당들의 대결. ,1
96165,97060,정말 감동깊게 봤어요~신하균 역시나였고~이광수도 연기 진짜 짱입니다~ ,1
54478,55020,존잼!!! 댓글보고 기대 잔뜩하고 갔는데도 재밌으면 말 다했다. ,1
80915,81765,와~~~정해인배우님의 섬세한 내면연기 김고은의 진솔한 연기 정지우감독님의 연출력 자존감을 회복시켜주고 토닥토닥 진심으로 삶을 위로하고 안아주는 듯 청춘에게 솔직하고 사랑을 향해 후회없이 달리는 추억의 노래들까지 인생...,1
50229,50734,와하하하하너무재밌게 잘봤어요. ^^모든 배우분들 정말 재밌었어요.기분좋게 극장을 나왔습니다. ,1
73738,74463,잔인하다. 그리고 무섭다.... ,1
12520,12547,열번을봐도 질리지 않아요.. 너무좋아요ㅠㅠ ,1
35074,35390,전설이 된 뮤지컬. ,1
124215,125352,So please forgive this helpless haze I’m in ,1
89602,90475,처음엔 좀 유치하다 생각했는데 그 실망감 금새 바뀝니다. 우리나라에서 이런 좀비영화가 나오다니 대단할 따름입니다. 한번도 본적없는 좀비영화 너무 신선합니다 ㅋㅋ ,1
84826,85686,기대없이 봤는데..기대보다 재밌음^^ 적당히 기대없이보면 볼만함ㅎㅎ ,1
77234,78054,점박이 보다는 재밌네요.유딩 아이는재밌다고 하고..웃음포인트는 티라노의 방귀? 지루하지않아 다행이었어요. ,1
30070,30360,재밌었음.. 세편의 영화를 마무리하는 ㅜㅜ안녕. 드래곤 ㅜㅜ ,1
49872,50377,마지막에 공명 안아파~ 너무 웃겨 ,1
44255,44699,이거 좀 무섭다. 영화 감기처럼 지금 코로나 발생하듯이 영화암전처럼 영화가 현실에서 공존화 되고있는게ㄹㅇ 영화 함부로 만들면 안될듯.. 무섭다 ,1
17987,18152,명작엔 다 이유가 있고 오드리햅번은 지금 봐도 아름다웠다 ,1
1025,1032,아이들이라고 울고 떼쓰기만 하는 게 아니라는 걸 ,1
110515,111557,김향기의 연기에 반하고왓네요 ,1
134652,135929,이 영화는 정말 볼때마다 가슴 찡하게 하는게 눈물이 맺힌다. ,1
135806,137084,시작즈음에는 박휘순배우님 더비이 너무 강렬해서 이질감이 있었으나시간이 지날수록 캐릭터와 잘어울리네요배우성우는 실패가능성 높은데라미란배우님의 친근한 입담김성균배우님어 적절한 개쌘대사모두 좋았습...,1
102657,103629,상대를 바라보는 수많은 시선들은 다 옳다. 옳은 시선 중 무엇을 선택할 것인지는 나의 몫이다. 나는 세상을 얼마나 잘 바라볼 준비가 된 사람인가. ,1
18910,19080,말도 못하고 봤음. 히어로물 보면서 눈물 날줄 몰랐다. 액션물이 아니라 한편의 드라마. 펑펑 터지는 거 기대하고 갔다가 먹먹해지고 왔다. ,1
7599,7624,영등포 CGV에고 관람했습니다. 이시대를 살아가는 청춘들에게 아주작지만 즐거운 시간을 선물해준것 같습니다. 우리도 코알라처럼 행복한 포유류가 될수 있는 세상을 하루 빨리 만들었으면 좋겠습니다. 이영화 보면 두가지가 ...,1
5775,5787,오늘 시사회로 봤는데 내 모습이랑 겹쳐서 울컥했습니다.누가 내 얘길 들어주는 기분.. 보는 것만으로 속풀이를 하고 후련해진 기분이었어요 ,1
1168,1173,졸라 미치도록 흥분되고재미있게 잘 즐겨 봤다 ,1
40882,41311,환장케미~진빼이가 나타난다~홍보문구가 페펙트하게 와 닿긴 처음이다~ ,1
7689,7707, 며느리를 하인이라고 말한거...제정신이신가요?본인 딸도 그렇게 하인대접받길 원하진 않으실텐데...처음엔 시댁편이였는데하인이라는 그 썩은 생각때문에 며느리편으로 바뀌었습니다.내가 결혼전에 얼마나 건강하고 예뻤는데.....,1
15130,15164,이병헌 연기는 역시.. ,1
103597,104569,시간 가는 줄 모르는 스토리 전개와 좋은 영상미 ,1
114081,115141,"한국식 일본식 따듯한 영상미, 배우분들의 연기 ",1
26983,27049,볼링 원래 이렇게 재밌는 거였음?! 공 굴러가는 소리만 들어도 스릴감 대박! 또 보고 싶음 ,1
41342,41771,영화를 보기 위해 어렵게 상영관을 찾고 시간을 골라야 했습니다. 우리나라 사람이라면 정말 이 영화를 모두 봐야 한다고 느끼는데... 조그만 상영관에 적은 점유율이 너무 초라해요. ,1
21884,21949,갠적으로 소아온 좋아하는 작품이라 재밌게 잘봤습니다 ,1
13341,13369,스타워즈 시리즈의 새로운 기둥이 될 명작... ,1
13298,13326,인트로에서 울컥 마지막 루크에서 울컥 ,1
45024,45469,나쁜 나라에 대한 좋은 영화였습니다 ,1
996,999,인생의 버킷리스트 지금부터라도 세워야겠다. ,1
114235,115298,딸이랑 같이 봤어요ㆍ 딸이랑 처음 영화관가서 봤어요ㆍ 공감이 가서 재미있게 보고데이트하고 왔습니다 감사합니다? ,1
118888,119980,ㅋㅋㅋ 우리집 강아지 보스독 하니 놀래서 쳐다보네요~~^^* ,1
31012,31303,1편보다는 아니지만... 그래두 정말 잼따.. ,1
28251,28318,포레스트 검프 감독이다 ,1
93615,94498,27개월 아들이 1분도 눈을 떼지 않고 초집중해서 봤어요ㅋㅋㅋ역시 뽀통령 ,1
11492,11519,진짜 내 인생의 최고의 영화다 ,1
86316,87185,"대한민국 국민으로서, 한 번쯤은 봐야하는 영화인 것 같다. 북한 사람들의 열악한 인권 수준을 여과없이 보여준다는 점에 있어서 큰 의미를 지닌다. ",1
3734,3743,"변호인에 이은 또한편의 입소문 대박 흥행 작품될듯.배우들 연기가 후덜덜하네요.1~2월 개봉작중 제일 재밌고 잘 만든영화,강추입니다. ",1
55840,56386,러닝타임내내 소름돋았다 진짜 미친영화! ,1
92624,93507,스릴러중 가장 몰입도있는 서스펜스 ,1
9657,9683,영화를통해 본 그림....그림보다 더 매력적인 주인공들 연기에 찬사를... ,1
137571,138859,진짜로 기대이상으로 재밌었어요 엄태구.혜리. 김희원 배우님 홧팅!! ,1
1746,1750,그녀의 삶을 보면서 나의 삶을 생각하게 되는 영화. ,1
78183,79012,아 따뜻하고 정말 잼있습니다. 멋진 쉐프!!우리나란 이런영화를 못만드냐 ㅠㅠ.. ,1
11247,11283,스토리도 탄탄하고 정말 웰메이드 영화입니다보는내내 지루할틈이 없는 영화였어요!무엇보다 배우들 연기가 정말 좋아요^^꼭보시길 추천합니다 ,1
60972,61548,요즘 세대는 아저씨의 액션원빈만 기억하겠지만 어릴적 내가 본 이 영화의 원빈은 연기파여씀.. 김혜자님 연기도 압권.. ,1
20242,20290,정말 연출기법이 어느영화에서 볼수 없는 표현이었던 것 같다.배우들의 표정 하나하나가 너무 리얼해서영화로 관람하는 것이 아닌 둘의 사랑이야기가 내 이야기처럼사실적으로 다가왔다. ,1
31526,31817,"박사모와 일베들이 싫어하는 영화, 손바닦으로 태양을 가릴수없듯이 이런 영화가 필요하다.. ",1
57557,58112,다양한 인물의 성격을 통해 내 자신과 타인을 더 이해하게 해준다또한 무엇이 가치가 있는것인가도 ,1
19303,19351,올해 본 영화중 단언컨데 최고였다!! 올해 한국 영화들은 반성 좀 ㅠㅠ ,1
136322,137600,댄과 제니가 영화 끝부분쯤엔 행복해보여서 다행이다 버바는 천국에서 새우가 많이 잡힌 걸 보고 기뻐했을거야 ,1
39434,39849,크리스토프 왈츠..이 배우 연기 ㄷㄷ 근데 결말이 조금 아쉽네요 ㅠㅠ ,1
5980,5992,홉킨스형 올만에 나와서 잘 보고 갑니다!! ,1
7010,7023,최고입니다. 감동적이고 재밋고 감명깊게 봤습니다. ,1
22932,22997,인생 영화 등극 ㅠㅠㅠ 너무나 귀엽고 사랑스러운 영화 찾아보니 해리가 샐리를 만났을 때 감독 작품이라고 한다해리가 샐리를 만났을 때의 청소년판 아무튼 무조건 꼭 보세요 ,1
8703,8727,나문희는 영화속에서 나옥분 그 자체였다. ,1
99317,100234,최고중에 최고..! ,1
38546,38958,어른들이 왜 다 이모양인가요 ,1
36112,36429,"개인적으로는 한 장편만 더 찍으면 이옥섭 감독의 느낌이 날꺼같다는 생각을 했다. 지금 메기는 불안정했다. 보여주려고만 했다. 그래서 기억에 남는건 주요내용, 주요대사 들만 기억에 남는다. 하지만 한국영화의 미래가 밝...",1
9837,9962,처키영화가 더않나올줄알았는데 더나와서 기쁘네요. ,1
21875,21923,막장이라 그러는데...충분히 있을수있는일아닌가?...그 일어날수있는일을 한가족에 한꺼번에 넣었지만 ,1
8846,8879,꿈을 가지고있다는건 정말 가슴벅찬 일이다 그걸 느꼈당 ,1
13158,13196,별 기대 없이 본 영화였는데 영화 끝 부분에서 결국 눈물이 났다.처절한 외로움과 고독에 대한 가슴 저리는 영화. ,1
27156,27222,먹먹합니다. 꼭 보세요. 그리고 잊지마요 그들의 이름을... ,1
2944,2952,여자가 남자인지 남자가 여자인지 알수가 있어야지 ,1
59434,60002,"인간이 동물과 다를 거라는 오만. 동물이 아닌 인간이 되는 것은, 진정으로 어려운 것이다. '사랑'이라는 것의 진짜 의미를 스스로 만들 줄 안다면, 그 순간부터 '인간'이지 않을까. ",1
65651,66311,진짜 옆에 있는 사람이 얼마나 소중한지 알게해준 영화. ,1
82854,83708,2020년 봄이 기대되네요 전작에 비해 임팩트는 적었지만 역시 유포터블 작화 믿고봅니다! ,1
96093,96988,오랜만에 따듯한영화봤네요감사합니다~ ,1
139858,141182,채드윅 보스만 포에버... ,1
13112,13140,끝날때 까지 지루할 틈이 없다 ,1
11612,11752,Too Much Love Will Kill You너무많은 사랑은 당신을 죽일거에요.. 파바로티가 사랑한 퀸 ,1
116311,117386,라스폰트리에는 진짜 미친놈인거같음 ㅋㅋ ,1
74162,74913,정말 !bast 다시봐도 명작 줄리아 너무이쁘다브라우니 씬최고 ㅋㅋ ,1
51419,51925,생각보다 훨씬 좋은 영화였어요! ,1
11344,11371,현재 이슈가 되는 N번방 사건이 생각나기도 하면서 참 암울한 영화이다.이런 끔찍한 일들이 멀지 않은 곳에서 일어나고 있다 생각하니 환멸스럽기 그지없다. ,1
122025,123148,너무나도 예쁘고 사랑스런 토토로.. ,1
33255,33547,이건뭨ㅋㅋㅋㅋ아 존닠ㅋㅋㅋㅋ 근데 존나 재밌는걸 어떡햌ㅋㅋㅋ ,1
26729,26983,너무 재밌어요 강추합니다 ,1
33578,33872,캬 정말 쿠란티노!!!!!!ㅠㅠ재밌는 오락영화ㅋㅋ ,1
120387,121488,끝내 대걸레는 돌려주지 않았다.. ,1
90742,91615,고마츠나나가 주연했고 그녀의 장기인 첫사랑 이야기라고 해서 봤는데 재밌게 봄 ,1
14385,14532,"펭귄은 귀여웠고, 소년은 어른이 되어간다. ",1
117323,118412,진짜 재밌었음 편집이랑 카메라 무빙도 너무 좋았고 내용도 깔끔하고 개그물인 동시에 내용은 무거운 주제로 엄청 재밌었어요 대체 왜 안봐 이거?ㅜㅠ 진짜 안 볼 이유 없음 ㄹㅇㄹㅇ ,1
30584,30874,사랑의 희비극. 당신은 이 영화를 보면 꼭 눈물을 쥐어짜야만 진짜 슬픔이 아니라는 것을 알 수 있다. ,1
2433,2438,아이들이 좋아했어요 어른이 보기에도 재밌어요!!! ,1
27617,27683,솔직히 엄마들이 보기엔 조금 유치해도 아이들에겐 이만한 영화가 없는것 같습니다 ㅎㅎ ,1
69936,70630,첫사랑.엘리오가 엄마한테 데리러 와달라고 하는 장면.마지막 슬픈 표정. ,1
11260,11400,진짜 재밌게 봣다. 성인 히어로물의 진수다 ,1
48560,49054,멋진 영화입니다. ,1
137901,139200,영화에 처음으로 평점남겨본다개봉날 봤는데 다 보고도 계속 여운이 남는 이후로도 여러번 볼것같은 영화 ,1
121292,122403,비긴어게인>>>안녕 헤이즐 ,1
42359,42800,폭풍눙물ㅠㅠ여자친구보다 내가 더움ㅜㅜ ,1
500,507,이것은 친구가 된다는 마술 ,1
33310,33603,결망이 최고이다.....이거 2 안나오나 ???? ㅋ ,1
26794,27048,그냥 보고 재미있음 재밌다 하면 될것이지.한국꺼라고 하니까 뭐하나 꼬집을꺼 없나 부정적인 시선으로 보기나하고... 참 못댓다!!!너무 재밌어서 3번이나보고 아트북까지 구매했는데... 역사에 남을 레드슈즈!! 꼭 성공...,1
57003,57550,"마지막 안성기 나올때 정말 감동입니다, ",1
133170,134434,느슨한 목줄이라고 목줄이 아닌건 아니지 자아를 찾아가는 여성의 이야기는 언제봐도 짜릿하다! ,1
134979,136256,내가 본 홀로코스트 관련 영화 중 최상위...몰입도를 높이는 흑백필름과 배우들의 열연...마지막 대사와 실제 생존자들을 필름에 비추면서 무한감동...나 자신을 되돌아 본 영화 ,1
19955,20015,"가장 현설직인 영화, 그의 고독이 느껴진다 ",1
71958,72654,완전 좋음둘이 다시 만났으면 좋겠어요 ,1
25748,25814,정말 집중하며봤다마지막이 정말인상적이다엄마: 왜그랬니? (이제난 들을준비가되어있다)아들: 안다고생각했는데(엄마는나를사랑하지않는다고확신했었는데) 이제는모르겠어(자신에생각이 어쩌면틀렸을꺼라고 아니틀렸음을 알고한말) ,1
48404,48897,우정보다 사랑이 먼저인 스콧.. 불쌍한 마이크.. 마음이 아프다. 근데 키아누리브스 너무 잘생김 진짜.. ,1
16226,16385,감성 누아르 .... 전도연씨와 김남길씨의완벽한조화~~뛰어난연기력과 완성도높은작품! 추천 ,1
17052,17211,손호준의 주연급 연기력을 볼 수 있는 영화잔잔한 감동을 함께 느낄 수 있어서 좋았다. ,1
68126,68815,성장영화의 최고봉! 스티븐 킹의 원작도 최고! ,1
18792,18962,닥터 인성을 재조명해야함ㅠㅜ ,1
25905,26154,졸업한 지 여섯 달 되었다. 그리고 이 영화를 봤다. 뭔가 알 것 같아서 씁쓸하다. ,1
82908,83762,평점테러범들이 ㅈ같아서 10점준다 ,1
53213,53752,너무너무재밌어요~^^ ,1
118989,120081,마음에 와닿는 영화였어요 ,1
11141,11177,최고의 수작..결국 사랑을 이루기 위해서 살아가는게 아닐까.. ,1
49211,49708,이시영의 액션이 돋보이는 영화 !! 연출이 아쉽긴하지만 .. ,1
127729,128889,역시 송강호라는 생각이 드는 영화. 연출도 좋았음 ,1
65130,65780,가만히 있다가도 퐁! 이 생각나서 웃겨 죽겠다 ,1
18034,18081,두번 세번 봐도 아깝지 않을 영화입니다. ,1
125694,126832,행복한 영화이자 슬픈 영화.. ,1
78176,79005,재밌고 밝고 좋은영화 ,1
9841,9966,정은지 연기 소름... ,1
7616,7634,너무 재밌게 보고왔어요많은 사람들이 봤음하는데상영관이 별로 없어서 속상하네요 ㅜ ㅜ아내분이 우시면서 내가 결혼전에 얼마나 건강한 사람이였는데 이말할때 정말 가슴아팠어요ㅜ ㅜ모든 부부들 어머님세대분들이 다 봤으면 좋겠...,1
74211,74974,휴 그랜트는 약간 찌질하고 허구한날 한심한 개그 치지만 사랑스러운 영국 노총각 연기에 특허를 냈었어야 했다. ,1
13432,13460,시대는 과거지만 나오는 인간들은 right now.....명작..... ,1
102395,103366,감독님 작품중 제일 좋은둡~ㅠ 여운이 오래도록 남는 영화임 ,1
80998,81848,보고 왔는데 또 보고싶은 영화 ,1
50116,50621,유쾌하다!!! 요새 웃을일 없다싶으면 보자! 꼭 보자! 억지웃음없어서 좋았고 쓸데없는 신파마무리 없어서 더 좋았다. 구멍없이 마약반 캐릭터들 다 너무 매력있음!!! 깔끔! 유쾌! ,1
26689,26943,"주말에 와이프랑 우리말더빙으로 보러간 20대후반 남성입니다.재미있었습니다. 연출이 코미디스러운 부분이 많아서 무거운 분위기는 아니었고, 지루한 부분도 없었습니다. 우리나라 애니메이션 큰 발전을 이룬 느낌입니다. ",1
6604,6614,가슴이 아파.. 차마 이편지는 보내지 못할것 같습니다... ,1
32047,32338,"자극적인 사건 없이도 재미와 감동, 공감 모두 가능하다는 걸 보여준 수작! ",1
114076,115136,이계절에 너무도 잘어울리는 따뜻한 영화. 딸과 함께라서 공감 두배^^ ,1
82552,83405,믿음의 힘 그리고 종교의 모순 ,1
21554,21602,F -14 톰캣과톰 크루즈 아재의 참란한 리즈시절!! ,1
75777,76585,반고흐를 좋아한다면 꼭 봐야할 영화인 것 같습니다.100명의 화가가 그림으로 그려 만든 영화라 영화 보는 내내 반고흐의 작품을 감상하는 기분입니다.보면서 반고흐의 유명 작품을 찾아보는 것도 재미있습니다. ,1
72461,73179,람보는 위대하다 복수는 이렇게 깜빵보낸다고 복수가 아님 ,1
42049,42487,정말 좋은 작품이다..현실적이고 내모습을 보는듯한 영화 ,1
50481,50987,마지막 연설은 정말로 소름돋았다 ,1
24547,24759,슬프다... 울었다... 가슴이 아프다... ,1
2554,2634,명장에 반열에 들어가기입문작 ,1
22508,22711,"반전을 알고 봐서,,너무 후회스러웠던 영화 ,, ",1
30646,30936,비유하자면 패러사이트 숙주 역할에서 마침내 해방되는... 소패는 노답. 모 정치인 스캔들이 떠오르기도... 연기력 굿! 한 편의 연극을 본듯. ,1
115542,116613,이게 19세가 아니라니 영등위 제정신인가? 마지막에 나도 모르게 조커를 따라 웃고있더라. 정신적으로 엄청 위험한 영화임.그리고 번역오류는 없다 하는데 정작 중요한 편지읽는장면에서 핵심단어를 맘대로 빼놓고 지 맘대로 ...,1
34905,35221,분노감동재미등등 많은 감정을 느끼게 해 준 영화 꼭 많이 보기를 ,1
65902,66562,"내 옆에 있는 사람에게, 그리고 우리에게 늘 당연한 이 일상에 다시금 소중함을 느낄 수 있는 영화. 당장 내일이 없는 삶을 사는 이들에게 사랑이 어떤 존재로 다가오는지, 그 절절함에 코가 시큰해졌다. ",1
7806,7917,관객 28만이 아니라 280만이어야 될 것 같은 영화. ,1
121784,122896,요즘 아이들이 봤으면 하는 만화입니다. 물론 어른들도 봐야 하구요. ,1
109563,110596,즐겁고 유쾌한데다 감동까지.히컵과 나이트 퓨어리가 처음 교감할 때 벅차오름을 느꼈다. ,1
