	title	review	label	rating
14	2020 첫번째 야구 직관	"올해는 많이 늦었습니다. 8월에 첫번째 직관이라니
비오는 장마철도 걱정 없는 고척돔야구 직관,
듬성듬성 사람들,
한가로운 승리 축하."	1	10
15	비가와도 돔구장이라 역시 좋네요 ^^	"비가 많이 왔는데 돔구장이라 편하게 봤습니다
고척돔 만세~"	1	8
16	키움 V1	키움 히어로즈 파이팅!~	1	10
17	시원한 돔에서 야구보기	장마 기간이지만 비 걱정 없이 재미있게 야구봤어요	1	10
18	3층 307 B열	"고척돔이라서 에어컨이 젤 행복했어요 ㅠㅠ
코로나 때문에 응원두 안되구... 아쉽ㅠ.ㅠ
근데 키움팬들도 KT팬들도 응원 매너 너무 잘 지켜주셔서 좋았어용
거리유지도 확실하고 빨리 정상화 되었으면 좋겠어요!!!!
키움 화이팅 져서 짜증남 ㅠ.ㅠ.ㅠ.ㅠ.ㅠㅠㅠ.ㅠㅠㅠㅠㅠ
"	1	10
19	키움 KT	"고척에서 에어컨 나오고 시원하고 쾌적하게 봤어요
주차장 이용이 어려워 시간  못 맞췄네요
그점이아쉬워요
며칠뒤 또 갈거예요"	1	10
20	거의 다 쫓아갔는데 아쉽네요.	아쉽습니다~	1	8
21	ㅠㅠ 패배요정..	오랜만에 고척돔 좋아씀	1	8
22	쾌적한 돔구장	"돔구장을 처음 방문했는데 매우 쾌적하고 경기에 집중할 수 있는 최적의 조건이었습니다. 

코로나로 인해 거리두기 등 경기 관람 질서도 아주 잘 지켜지고 있어 매우 좋은 경기 관람이 되었습니다. 

주변에 주차시설만 잘되어 있으면 좋겠네요 ^^"	1	10
23	아... 아쉬운 패배 ㅠㅠㅠ	"승리가 눈앞에 아른거렸는데 놓친 것 같아 더욱 아쉬움이 남네요...
다시 연승모드 달립시다
KIWOOM HEROES TIME To WIN
V1을 향해~~~"	1	10
24	최고최고	오랜만에 직관 ㅠㅠㅠ개꿀	1	10
25	거리두기로 관람해도 재미있습니다.	야구장에서 맛있는 음식 먹으면서 보는 것도 재미있지만 아무 것도 먹지 않으면서 보고 있으면 온전히 야구에만 집중할 수 있어서 좋았습니다. 그리고 고척돔에 대해서도 인터넷상에서 평이 안좋은걸 많이 봐서 걱정했었는데 생각보다 야구 경기 관람하기 좋았습니다.	1	10
26	식당보다 안전한 야구장	"코로나19때문에 야구장에 가야하나 고민도 많았스니다.
하지만 2020년 시즌 첫 관람을 포기하기가 쉽지 않더군요.
설램반 불안반 야구장 도착 입장줄 서는곳부터 사회작 거리두기 실행 1M 마다 한사람씩 서서 대기 히ㅏㄹ수 있게 바닥표시. 입장시 체온 체크 및 QR코드 등록.
부산에서 눈꼴시린 프론트의 농간이 있었지만 고척은 널널하게 옆 사람과 간격이 3칸.
뒤 좌석이 내자리 대각선 뒤(요부분이 조금, 한칸만더 옆으로 갔으면...)
묵음 응원이 답답했지만 박수유도 응원이 나름 나쁘지 안았음."	1	10
27	직관이 가능해져서 좋아요	그리고 무엇보다 키움이 이겨서 기분 좋네요 화이팅	1	10
28	키움 화이팅!	"너무 오랜만에 첫 직관이었는데 이겨서 기분 좋네요 
다들 수칙 잘 지켜 점차 관중수 늘려가면 좋겠어요"	1	10
29	올해 첫 야구 직관 경기	직관을 할 수 있다는 게 감격스러웠고, 너무 재밌게 봤어요 경기!	1	10
30	올해 첫 프로야구 직관	비록 응원팀은 졌지만, 현장에서 선수들 뛰는 모습을 볼 수 있어 좋았어요^^	1	10
31	2020 프로야구 첫 관중맞이 고척돔 나들이	고척돔 외야는 처음 가봤는데요 관중을 10프로만 받아서 그런지 상당히 쾌적하구요 장마철임에도 불구하고 돔특성상 에어컨도 틀어져있어서 너무 좋았습니다. 다만 외야의자가 팔걸이가 없어서 상당히 불편했구요 장시간 앉아있기가 좀 힘들더라구요 응원한 롯데는 졌지만 오랜만에 야구장 나들이라 점에서 만족하고 왔습니다	1	8
32	오랜만에 직관	"야구장에 약 10개월만에 가서
그냥 그자체로만 즐거웠습니다.

경호원들, 노고는 알지만
홈 / 원정 팬분들 가려가면서 말씀하시는 건 좀 보기 안좋았네요."	0	6
33	너무나도 기다렸던 직관	"고척에서 롯데경기 직관에 아픈 기억뿐이지만 
2020 시즌개막후 직관을 기다렸던 팬으로서 개막전과 같은 기분으로 즐겁게 관람하고 왔어요
코로나19로 인해 넘치는 응원의 함성을 할수는 없었지만 오랜만에 가까이서 선수들의 숨소리를 들을수 있어서 즐거운 관람이였습니다.
제발 야구장에서는 코로나19라는 단어가 나오질 않코 시즌 종료시 까지 무사히 넘어갔으면 하는 바램속에 롯데 화이팅을 외처봄니다.^^"	1	10
34	올해 첫 직관	올해 첫 직관 너무 재밌었어요	1	10
35	잘보고왔어요!!	재미나게  보고 왔어요^^	1	8
36	인터파크 이 개갑질놈들아.	"30분지났다고 환불도뭐도 안된다고?

이게 갑잘이야

결재도 순식간에이뤄지게해놓고 뭐? 문구 안읽어보셨냐고??

ㅅㅂ 니들은 약정 무조건 20페이지다읽고 도장찍어라 알겠냐???

앞으로 야구티켓은 그냥 암표로사겠다. 이새끼들한테구매하느니"	0	2
37	키움 사랑해요 ㅠㅠ	사랑합니다 키움.... 올해 우승합시다	1	10
38	얼마만의 직관인지	사랑합니다 키움.... 올해 우승합시다	1	10
39	오랜만에 직관가니까 너무 좋았어요	응원이나 취식 금지 등 많은 부분이 제한되었지만, 그래도 이렇게 직접 야구장에 와서 야구를 볼 수 있다는 것 자체가 너무 좋았어요~~ 얼른 100% 관중이 차는 날을 기다려보겠습니다^^	1	10
40	무적 LG Forever~~	"프로야구 시즌이 마무리 되어가는 중인데 우천으로 연기 되었던 경기들이 진행되고 있다 
수원KTWizPARK에서 월욜 경기가 진행되어 관람을 하였다
날씨도 화창하고 시원한 바람이 솔솔 불어 경기 관람하기에 최고
응원하는 팀이 승리하여 기분도 최고
"	1	8
41	잘봤습니다	좋았어요	1	10
42	득템 했어요	양팀교체기간에 히어로즈 관람으오했는데 샌즈유니폼 득템  했어요^^	1	10
43	넥센팬이라 아쉽게 졌지만 그래도 가을야구 갈 수 있어서 기뻐요!	고척돔 첫 직관이라 로얄다이아몬드석으로 예매해서 갔는데 정말 시원하고 야구 보기 좋더라구요!  추석 당일인데도 많은 사람들과 함께 응원할 수 있어서 기뻤습니다! 다음에 가을야구할 때 또 갈게요!!!	1	8
44	추석 고척원정	"자리도 응원석쪽이고, 
9회초 역전 쓰리런으로 분위기 반전성공.
역전승으로 기분 좋네요."	1	8
45	고척원정	"뒤늦게 예매하는 바람에 응원석을 못갔네요.
뷰는 나름 좋았어요.
아쉽게 경기에 졌네요 ㅠ.ㅠ"	0	4
46	무적엘지!	후 너모 재밌습니다....... 직관은 처음이었는데 이겨서 더 좋았어요 ㅠㅠ!	1	10
47	좋았어요	경기 자체가 이곳에서만 예매가 되는 거지만 관람은 좋았어요	1	10
48	가족이고척돔으로	"추석전날 온가족이 고척돔으로 향했습니다

아이들이 넘 좋아했고

응원하느라 목도 좀 쉬었네요

즐거운 시간 보냈어요"	1	10
49	좋음	하지만키움이짐..ㅠㅠ	1	10
50	고척구장 야구관람	"처음 가본 고척구장. 
1층 표가 없어서 3층으로 갔는데, 타구장과 달리 고척구장의 3층은 1층과 거의 격리되어 있어 응원단 목소리만 간간히 들리는 수준으로 야구를 재미있게 즐기기 어려웠다."	0	4
51	재밌었습니다	즐거운 야구관람을 하고왔습니다~!	0	6
52	아이와 함께한 고척 야구장	"더운 날씨 시원한 에어컨 맞으며

재밌는 관람하였습니다.

응원하는 팀도 이기고 해서

더욱 신나는 경기였습니다.

감사합니다.
"	1	8
53	9회말2아웃역전패	"사전 이벤트 좋았고
실착 유니폼도 당첨 안됐지만
경기를 져서.."	0	4
54	바로가기 티켓이 있어 정말 좋아요!	바로가기 티켓이 있어 정말 좋아요!	1	10
55	키움 vs LG (9.12)	키움 vs LG (9.12)	1	8
56	키움 : LG 후기	"너무나 젬나는 경기 관람 하고 ....^*^

가족모두 열씨미 응원한 경기..........

젬나게보고 왔습니다.^*^"	1	8
57	키움 : LG 후기	"캬~~~~~왜이리 안풀리지~~요///

다 이긴 경기라고 생각 했느데....막판 뒤집기..경기......ㅠ,ㅠ

참으로 아쉽음 남긴 경기 입니다..........."	1	8
58	키움 vs LG (9.13)	키움 vs LG (9.13)	0	4
59	즐거웠어요	정말정말 재미난 경기였어요	1	10
60	경기잘보고왓습니다	"
져서 아쉬움잇엇지만 경기 잘 보고왔어요 
홈 마지막 경기라서 또 아쉬&#50911;네요 그치만 가을야구가서 잘 해줄거라 생각합니다"	1	10
61	최고!!	엘지팬에게 최고의 경기!	1	10
62	즐거웠어요	재밋었어요	1	8
63	즐거웠어요	잘 보고 왔어요 ㅎㅎㅎㅎ	1	8
64	엘지트윈스 대박 역전승! ! ! 무적 엘지 화이팅	"엘지 트윈스팬 37년 된 청룡 아재 이진욱입니다

엘지트윈스 야구 보면서 이러한 경기는 5년주기로 보게되는
정말 짜릿한 역전승 경기 입니다

야구는 9회말 투아웃 부터 라는 말이 있듯이

정말 짜릿하고 티켓 비용이 하나도 아깝지 않은 
정말 영화보다 더 재밌는 경기 직관 하게되서 너무 좋아요

앞으로  가을야구도 인터파크에서 함께 하고 싶습니다
제발 서버가 터지지않도록 확장 시켜주세요"	1	10
65	야구경기	졌다. 9회에 역전 사점. 빡친다. ㅅㅂ 엉엉엉	0	2
66	져서 재미없음	져서 재미없음	1	8
67	져서 재미없음	져서 재미없음	1	8
68	좋아요	추석 이벤트 등이 많아 즐거운 시간 보낼 수 있었습니다.	1	10
69	기분좋은 끝내기 승리	기분좋은 끝내기 승리로 재밌게 즐기고 왔습니다~	1	10
70	정말로 재미가득한. 게임	"추석에 정말 짜릿한. 야구봤어요.
내일도. 시원하게. 승리 기원합니다.
키움 화이팅
히어로즈화이팅."	1	10
71	재밌었습니다!	응원하는팀이 졌지만 재밌었습니다!!	1	8
72	재미있는경기	"경기내용은 박진감넘치고 좋았습니다.
하지만 가을패키지 유니폼을 같이구매한 고객은 매우당황
매표소중 일부만 가을패키지 구매가 가능해서 줄 다시서고 한참을 기다려야 구매가능해서 매우 짜증이 났습니다."	0	4
73	잼있었어요	키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅키움 화이팅	1	10
74	역시나 최고	이기는 경기는 늘 사랑입니다	1	10
75	정말 재밌는 경기였습니다!	항상 애용하는 3층 지정석 맨 끝 열...! 이번에도 즐겁게 보고 왔습니다. 키움 올해 우승합시다!! 큠 V1 화이팅!	1	10
76	키움히어로즈 파이팅!!!	완전 신나는 경기였습니다. 강추합니다.	1	10
77	키움히어로즈 파이팅!!!	완전 신나는 경기였습니다. 강추합니다.	1	10
78	비가와도 끄떡없는	"비가 와도 끄떡 없는 고척야구장♡
야끼만두 맛있음♡

"	1	10
79	끝까지 최선을!!	끝까지 최선을!!	1	10
80	고척구장  너무 좋았어요	"삼성라이온즈대 넥센 경기가 있는 날
친구 둘과 고척 다크버건디원정석에 앉아 관람하였습니다
시설도 너무 좋고 돔구장이라 비가와도 걱정이 없었고
4대0으로 이겨 기분이 좋았어요><♡♡
"	1	10
81	이겨서 좋았지만	"뭔가 점수가 시원시원하게 나지 않고
안타나 홈런보다는 희생플라이나 땅볼로 점수를 내서 그런지
보는내내 답답함이 있었지만
이겼으니 됐습니다 허허헣헣"	1	10
82	뭔가 아쉬웠던 경기	"키움팬 입장에서는 이겨서 좋았지만
롯데쪽에서 뭔가 맥아리가 없어서
보는데 긴장되지가 않아서 그게좀 아쉬웠슴당
"	1	10
83	한화의 삼연승	"역대 최고로 재미있던 직관이었습니다ㅠㅠ
가기 전날까지 반신반의했지만 최강한화의 힘으로.. 3연승을 지켜내는 경기를 보고와서 정말 만족스러웠습니당 최고!!!!"	1	10
84	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
85	ggggggggggggg	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
86	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
87	큠 흥해라~	마지막 경기가 벌써 다음주라니 아쉽다. 마지막 경기까지 파이팅!!	1	10
88	키움 vs KIA (8.23)	키움 vs KIA (8.23)	1	10
89	키움 vs 롯데 (8.30)	키움 vs 롯데 (8.30)	1	10
90	키움 vs 롯데 (8.29)	키움 vs 롯데 (8.29)	1	8
91	직관 첫승~	ㅋㅋ 야구는 언제봐도 재밌쥬!~	1	10
92	승요승요~~~	비가 오락가락하는 날씨에는 역시 돔구장이져 이번시즌 롯데 고척에서 한번도 키움을 이긴적 없어서 믿고 갔는데 역시 이겼네요~~ 좋았어요	1	10
93	키움히어로즈 파이팅!!!	올해 우승은 키움이 합니다.	1	10
94	꼬르르륵 꼴데	"믿고보는 개그콘서트 꼴데각 잘봤습니다.
올해는 끝이니ㅠㅠ내년을 기약"	1	10
95	꼬르르륵 꼴데	"믿고보는 개그콘서트 꼴데각 잘봤습니다.
올해는 끝이니ㅠㅠ내년을 기약"	1	10
96	평일 고척	"고척은 평일이랑 주말 가격이 많이 차이가 나서 평일 경기 관람했습니다
마침 비가 왔는데 고척이라 너무 다행이였습니다"	1	8
97	가을 야구를 향해^^	고척스카이돔에서의 야구 관람은 늘 강추입니다. 최근 요리조리 자리를 옮겨가며 최고의 자리를 찾고 있는 중인데, 이번에 그 자리를 찾은 것 같아요^^ 앞으로는 쭉 이 자리로!!!	1	10
98	최고!	최고의 자리에서 최고의 경기를!	1	10
99	키움히어로즈 화이팅!	재밌게봤습니다. 키움히어로즈 팬으로써 승리하여 너무너무 좋아요!	1	10
100	zzzz	야구경기있어서좋았어요	1	10
101	0:4경기	얼토당토않게 패한경기 ㅠㅠ	0	4
102	이겨서 재밌었음	이겨서 재미났음	1	10
103	돔구장에서의 충격	아 이런 충격적인 사건이 있나요? 친구와 5만빵 내기를 했어요. 제가 KIA승리에 걸었죠. 비록 어웨이지만 양현종이 나오는 게임이라서요. 기대했던대로 양현종의 투구는 빛났습니다.8회까지 한점 안내주고 5:0으로 승리을 낚아챌 태세였거든요. 더군다나 그때까지 투구수 89개로 9회도 나와 깔끔하게 완봉승 혹은 한두점 내줘도 완투승 마무리할 수 있을거라 딱 생각하고 있었죠. 그리고 기분좋게 집에 갈라고요.우리집 안양이라 9회까지 보고 버스타고 가면 넘 늦지않고 적당해요. 근데 이게 웬일입니까? 왜 양현종을 빼고 마무리들(이렇게 표현하고 싶음ㅠ) 을 올렸나요? 그리고는 허무하게 영화처럼 마무리들은 9회말 2아웃이후 안타에 쓰리런홈런 맞고 5:5 다 이긴 게임을 놓치고 맙니다ㅠㅠㅠ 결국 12회까지 지지부진하다 (운좋은건지 운나쁜건지 어&#51731;든) 무승부로 마감했지요. 감독의 해명은 안납득입니다. 당초 계획했던대로 바꾼겁니다 이리 말하는데 이게 몬가요? 극히 안프로페셔널 안전략적인 멘트같지요? 지금 KIA는 갈길이 멉니다. 이것저것 따지고 머리굴릴 처지가 아녜요. 필사적으로 절대적으로 1승이라도 챙겨야 합니다.  10회가 시작되기전에 경기장을 나와 집으로 왔습니다. 연장전이 어떻게 되가는지 궁금하지 않았고 모바일로도 보기가 싫었습니다ㅠㅠ 이럴수가 이럴수가 라는 궁시렁거림만... 저는 비록 친구와 쌤쌤 사이좋게 내기에 비겨 다행이라 생각도 들지만, 이날의 KIA경기력과 전략은 너므 한것 아닌감요?	1	10
104	즐거운 경기였어요	"너무나 즐거웠던 경기
우리 선수들 다치지 말고 끝까지 화이팅 !"	1	10
105	휴....	경기다운 경기좀 했으면 좋겠네요	0	2
106	여름 고척돔 최고	"무더운 날은 고척돔이 최고죠 ㅎㅎ
"	1	8
107	재밌는 관람	타이거즈 좀 잘해라. 속터진다	1	8
108	넘 재밌었어요!	너무너무 재밌었어요 ㅎㅎ	1	10
109	여름엔 고척이 최고네요	"비싸지만

여름엔  고척만큼 편안한 직관도 없는것 같네요~ 좋았습니다!"	1	10
110	명경기 대박경기였죠!!!	키움 vs KIA 저는 9회까지 5대0 이었는데 무승부를 만들어버린 명경기 였습니다!! 정말 돈이안아까웠던 경기여서 정말 행복하게 경기관람하고 왔습니다!!	1	10
111	키움히어로즈 파이팅!!!	키움이 올해 우승합니다.	1	10
112	쾌적한 환경의 돔구장	"한여름 더위에도 시원한 관람을 즐길 수 있는 고척구장..
여러분께 강력 추천합니다."	1	10
113	74주년 광복절에 고척돔 홈경기 승리의 깃발을 꽂다.	"오후 16:50~55 경에 74주년 광복절 기념행사를 끝마친 후 본격적으로 1회초 부터 원정팀인 NC의 공격이
매섭게 불붙어 올랐다. 키움의 선발인 최원태가 마운드에 섰으나 무려 3실점을 내주고 말았다. 불안하다.
비가 내리는 날씨에다 응원하러간 홈팀이 초반부터 밀리기 시작하니 이내 기분이 착찹해졌다.
이제 시작인데 즐기면서 응원하자!! 목소리 터지도록 소리도 질렀다. 역시 기분전환도 되었지만 경기 분위기도 슬슬 상승세를 타고 있었다.
3회말 이정후가 1점을 만회하면서 흥미로운 경기가 시작되었고 4회, 5회는 서로 팽팽한 하게 이어지다가 6회말 드디어 김하성, 박병호가 홈베이스를 밟으면서 2점을 올려 동점상황을 연출했다.
무척 흥미진진했고 말로표현 못할만큼 흥분된 마음도 쉽게 가라앉지 않았다.
그리고 조심스럽게 7회와 8회초를 넘기고 나서 결국 8회말에 서건창이 1점을 추가하면서 회심의 역전드라마에 종지부를 찍었고 9회초 막강수비를 토대로 경기는 일단락되었다.
그날 하루는 응원한 홈팀이 승리해서 즐거움이 배가되었다.
인터파크 화이팅! 키움화이팅!!"	1	10
114	직관 승률이...너무한데...	"올 시즌은 직관을 유난히 더 많이 간것 같네요.

그런데, 직관 갈때마다 지는 기분은 뭔가요..ㅠㅠ

우리 선수들 열심히 하는 만큼 승리도 따라오면 좋을텐데 말이죠 ㅎㅎ

0:6으로 대패하긴 했지만, 잘 싸&#50911;다!!

키움은 역시 잘해.....ㅎ

윌랜드는,, 이제 보내주고.. 다른 외인투수를 물색합시다 !!"	1	8
115	한화한테 2연패라니...ㅠㅠ	"이제 다시 한화 만나는데 꼭 갚아주면 좋겠네요 ㅋㅋ
히어로즈 항상 화이팅~~~~"	1	10
116	ㅠㅠㅠ 초반 실점이 너무 아쉬웠네요..	"이제 시즌 막바지네요~
히어로즈 항상 화이팅입니다!!
2019시즌.. 역사를 만들어 봅시다!!"	1	10
117	이겨서 재밌었음	이겨서 재밌었음	1	10
118	잘 봤습니다~	기아 화이팅~	0	6
119	관람후기	"너무 일방적인 경기라 재미가 없었음.
KIA타이거즈 선수들의 성의있는 경기가 필요함."	0	2
120	역시 고척이 좋긴하네요~	"여름에 야구장은 역시 고척돔이 잴 좋네요~
"	1	8
121	양현종 지못미	다 이겨놓은 경기를 연장까지 가서 무승부라니	0	6
122	맥 없는 경기	너무 맥 없이 지는 경기였네요...	0	6
123	지옥의 9회 말	^^........	0	6
124	키움 vs KIA (8.23)	키움 vs KIA (8.23)	1	10
125	키움 vs KIA (8.22)	키움 vs KIA (8.22)	1	8
126	재밌게 잘 봤어요.	"아들이랑 봤는데, 재밌게 잘 봤어요.
고척은 처음 가 봤는데, 여름에 좋네요."	1	8
127	즐거웠습니다~	비록 경기결과는 무승부였지만 즐거운 관람이었습니다.	1	10
128	고척 스카이돔 강추요~!!	요키시는 8회에도 마운드에 올랐다 요시키는 1사 후 김선빈에게 안타를 허용했지만 후속 타자를 범타로 막아냈다. 요키시는 6-0으로 앞선 9회 양현에게 마운드를 넘겼다. 참 재미있게 보았다~	1	10
129	만족해요	기아 경기는 이겨도 져도 언제나 대만족	1	10
130	만족해요	기아 경기는 이겨도 져도 언제나 좋아요	1	10
131	최악의 경기	"실점이 많았지만 경기는 엄청 빨리 끝남
그만큼 공격 시간이 짧다는 이야기"	0	2
132	굿	굿굿굿굿굿	1	10
133	인터파크 예매 후 즐겁게 관람했어요!	"인터파크에서 새로고침하며 예매해서 자리 위치 파악하기에더 용이했어요
티켓에 시야방해석이라고 사전에 안내되어서 그 자리가 아닌 다른 자리를 선택해서 관람해서 경기 관람에 불편함과 어려움이 없었어요^^
인터파크에서 다양한 공연과 문화 스포츠 티켓이 많은데 앞ㅇ로 문화생활 즐기며 즐겁게 시간을 효율적으로 보내며 여가생활 즐길 수 있을 것 같아요
감사합니다
인터파크 사랑해요^^"	1	10
134	야구	"


처음으로 직관했는데 재밌었어요"	1	10
135	초시대 편리합니다.	인터파크 어플 사용하면 빠르고 편리합니다. 길게 줄 설 필요없이 현장티켓할 필요없이 통과입니다. 강추예요~	1	10
136	굿	테이블석 자리 좋음	1	10
137	야구는 9회말 2아웃부터	"9회초 까지 고구마 수백개 먹여놓고 9회말에 사이다 떠먹여주는 경기였습니다.
역시 야구는 9회말 2아웃부터 인거같아요 :)"	1	10
138	좋아요	아이들과 처음 야구장에 갔는데, 즐거운 시간이었네요.	1	10
139	좋아유	여전히 고척돔은 시원해서 좋쥬ㅋㅋ	1	10
140	흥미진진한 경기!	짜릿한 동점 무승부였습니다~	1	10
141	판정 시비... 심판 개객기...ㅠㅠ	잽나개 봣는데 심판 판정 시비 정맣...최악	1	10
142	미친 개기아	"어제의 경기를 단순히 실망이라고 표현하는 것은
실망에게 미안한 일이고요???
선발이 8이닝을 무실점으로 막는데
불펜 3명이 1이닝을 0.1이닝씩 사이좋게 말아먹는 개기아^^!
정말 짱이야^^! 대다네~~~
개기아 프런트는 현종이 연봉 책정할 때! 옵션 넣을 때! 승수 빼라.. 
어깨 빠지게 던지면 뭐하냐고요 팍씨"	0	2
143	KIA VS 키움 경기 후기	연장까지 가서 4시간이 넘는 경기였지만 긴장감 넘치고 떨리는 경기였습니다.	1	8
144	연장까지 가서 힘들었지만	"
그래도 너무 재미있게 봤습니다
키움화이팅"	1	10
145	프로야구 키움과 기아	"키움과 기아 접전을 예상했지만 너무 재미있게 12회말까지 전부 관람했습니다 
아주 흥미진진하고 박진감 넘치고 응원전도 아주 재미있게 하고 응원도 신나게 하는 하루였습니다 
아주 최고의 하루였습니다
다음에도 또 기회를 잡아 가겠습니다.최고  감사합니다"	1	10
146	기아야.....기아야...	"하..왜그래...정말
현종이승...어따날려먹었니
9회말에 동점되고 12회까지가서 무승부...힘빠진다 ㅠ"	1	10
147	직장동호회 회원들과의 즐거운 시간이었습니다.	아쉽게도 무승부로 끝났지만, 좋은 위치와 자리에서 무려 12회까지 야구를 관람하여 기분이 좋았습니다. 회사에 찾아왔다 함께 야구경기를 관람한 미국인 고객도 매우 만족스러워 했고, 아무튼 좋은 기억으로 오랫동안 남을 것 같습니다. 감사합니다.	1	10
148	굿	굿굿굿	1	10
149	좋은관람되었스빈다..	좋은경기 관람했스빈다..ㅎㅎㅎ	1	10
150	난생처음 야구장 그것도 고척돔!!	"남자친구 사귀고 첫 데이트에 저는 난생처음 야구장데이트를 하는거라, 엄청 기대를 하고 갔는데 
돔구장이라 덥지않더라구요, ㅎ 열기로 뜨거워지긴 했지만, 선풍기와 함께라면 ㅎ 시원했어요 ㅎ
야구를 1도 몰라서 남자친구가 계속 설명해줬는데 5회쯤 가니 쪼~끔 알겠더라구요 ㅎ
생각보다 작아서 선수들 너무 잘보였어요 중간중간 이벤트도 하는데 재밌었어요 ㅎ
다크버건디에 있다가 3층 갔다가 4층까지 가서 봤는데 자리마다 확 다르더라구요, 
키움쪽 응원했는데, 졌네요.ㅜ 
결과는 아쉽지만, 
개인적으로는 너무 즐겁게 보고 왔습니다. 
"	1	8
151	100% 승률	고척구장 참관 시 한화 100% 승률...	1	10
152	이겨서 재밌었음	이겨서 재밌었음	1	10
153	이겨서 재밌었음	이겨서 재밌었음	1	10
154	믿고봅니다	인터파크 모바일티켓 너무좋아요~추천합니다.	1	10
155	재미있었던 직관	"홈런도 나오고 엎치락 뒤차락하며 경기가 진행되어 재미있었다
한마음으로 응원을 하며 선수의 기운을 북돋는 일은 언제나 신나는 것 같다
마지막까지 최선을 다해 좋은 결과 있었으면 좋겠습니다!"	1	10
156	져서 재미없음	져서 재미없음	1	8
157	야구만 안 졌으면 좋았을텐데	"야구는 이게 문제야
다 좋은데 경기를 지면 기분이 드러워
그러면? 이겨야지 뭐"	1	8
158	야구관람	키움과 한화의 경기 잘 &#48392;습니다.	1	10
