	title	review	label	rating
54	Sk  홈경기최종전	"일단 쿠폰통해 할인혜택받아서 좋았구요.

Sk홈경기최종전이라 그런지 생각보다 관중많았습니다.

입장은 5시부터이고 문학구장은 실내에 키즈카페나 게임장있어 좋네요.

경기후불꽃놀이는 이벤트로 행복했습니다."	1	8
55	문학 직관 승리	ㅅㅅㅅㅅ 2위가즈아	1	10
56	키움 우승 가즈아~	최원태 11승, 김하성 시즌 19호 홈런 짱!!	1	10
57	감사합니다	감사합니다	1	10
58	감사합니다	감사합니다	1	10
59	감사합니다	감사합니다	1	10
60	이겨서 재밌었음	이겨서 재밌었음	1	8
61	야구 sk vs 두산	재밌었습니다.	1	10
62	문학 커플석 너무 좋습니다~	"예매 후 모바일로 티켓을 받으면 바로 입장 가능합니다.

커플석 테이플도 너무 좋고 그라운드 바로 앞에 있어 선수가 바로 앞에 있는 느낌입니다.

맛있는 음식도 많고 응원 하기도 좋고 너무너무 좋습니다~

문학 경기장은 커플석이 짱이네여 ㅋㅋ

SK 화이팅!!!"	1	10
63	최고	역시 최고 야구는 직관!	1	10
64	더블헤더 존잼ㅋㅋㅋ	두산이 다 이겨서 더 존잼^^	1	10
65	SK대키움야구경기관람	"가족들과 모처럼 즐거운 시간을 보냈다.
그리고 처음으로 파울볼을 얻는 기쁨도 있었다.
아들이 너무 좋아해서 나와 와이프도 덩달아 기분이 좋았다.
자주 이런 시간을 가져야할 것 같다."	1	10
66	너무재밌었어요	교통편이 불편했던것이 조금 실망스럽긴했지만 그래도 너무 재밌었어요	1	10
67	환상적인 경기	"최고의 경기 였습니다
2019년 마지막경기 너무 좋았어요"	1	10
68	야구경기	N1 첫째줄인데 조금더 윗열이 나을것같아요	1	10
69	좋았어요	"재미있었습니다
감사합니다"	1	10
70	한 번에 발권되면 좋은데..	더블헤더인데 현장 예매의 경우 2게임을 다 예매했음에도 따로 따로 발권해야해서 불편했다.	0	6
71	깔끔한 하루 멋진 경기	"예매에서부터 티겟발권, 입장까지 깔끔하게 이루어진 경기관람이었습니다
원하는 좌석에서 편안하게 낭비되는 시간없이 정말 편하네요"	1	10
72	역전패	"너무나 아쉬운 역전패
두산에게 더블헤더 둘다
지는 그래서 1위가 위태 위태
합니다. 한 해 농사 마무리 잘
해야 하는데 선수들 힘드시더라도
조금만 더 힘내 주시면
한국시리즈 직행합니다.
정규리그도 우승
한국시리즈도 우승
통합우승해야죠"	1	8
73	두산의 승리~!	모바일티켓이용으로 너무 편하게 다녀 왔습니다	1	10
74	잘 봤어요	두경기 모두 승리해서 더 좋았어요!	1	10
75	더블 헤더 2차전	짜릿한 이영하의 완투승 공격도 좋았고 넘 신나는 2차전 이였다 모든 게임을 다 가져와 기분좋다	1	10
76	더블헤더  첫게임	"올만에 더블헤더 응원단도 없는 조촐한 원정 응원이였지만 중요한 경기 이겨서 다행이다 

"	1	10
77	이깁시다제발	sk홈에서라도 좀 잘해줘요 제발ㅠㅠ	0	6
78	두산대SK	"더블헤더 1.2차전 승리 스윕^^
승리를위하여~!!! 
달려나가자~~!!"	1	10
79	더블헤더는 필수죠!	"현장발권으로 바로 출력도 가능해서 편하구요
구단어플로 예매하는것보다 편하지만
전체경기 살펴보는게 나오지않아서 조금은 불편한듯하네요"	0	6
80	V6 가능? 가능!!!	더블헤더 스윕... 역쉬 어우두~~~ V6 가즈아	1	10
81	편히하고 빠르고& 잼나고!	"티켓예매는 신속하게 처리되고!
현장발매 옵션으로 티켓들고 들락날락 편리하게!
응원팀이 이기기까지! 1석3조!"	1	10
82	아쉬운 경기.ㅠㅠㅠㅠㅠㅠㅠㅠ	ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0	4
83	이경기져서 1위는 물건너 갔다..ㅠㅠㅠㅠ	ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	1	10
84	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
85	아 어제는	"아 1점도 못 내니까
너무 아쉽습니다.
오늘 정말 정말
중요한 두산과 더블헤더
2연승이면 너무넘 좋고요
한 번이라도 꼭꼭꼭 이겨주세요
저녁경기 이겨주시면 더더욱 감사하고요 ㅎㅎㅎㅎㅎ"	0	6
86	즐거운 관람했어요.	당청 좀 되당청 좀 되게 좀 해주세요.	0	6
87	야구장 좋아요	재미있어요. 야구장 좋아요. 자리없어서 3루로 갔는데 쩌죽는줄 알았네요. 가을에도 더위조심.	1	8
88	야구장 좋아요.	sk구장 좋아요. 자주 가요.	1	8
89	날도 덥고	이겼더라면 더 좋았을 것을~~	0	4
90	감동의역전승	감동의 &#49852; 역전승ㅠㅠ	1	10
91	잘 봤습니다	모바일티켓이라 줄 안서고 입장해서 잘 봤습니다	1	8
92	잘 봤습니다	모바일티켓이라 줄 안서고 입장해서 잘 봤습니다	1	8
93	또 아쉽지만	"토요일 극적인 역전승과
불꽃놀이로
위안을 삼으며
그래도 거의 우승권에
왔다고 생각합니다.
이번주도 많이 많이
응원하러 가겠습니다. Sk 우승 고고고ㅎㅎ"	1	10
94	관람 잘 했습니다.	"인터파크 티켓 예매로 입장권 구매 잘 했고 비록 응원 팀이 져서 아쉽지만 
경기 관람 아주 잘 했습니다."	1	10
95	11111111	11111111111111	1	10
96	SK와 두산 직관후기	한국시리즈 직행을 노리는 SK와 두산의 1위 경쟁이 치열하게 전개되었고 박진감 높은 경기가 수행되었습니다.	1	10
97	추석연휴 마지막날 야구장에서	"추석 연휴 마지막을 가족과 함께 오랜만에 방문이라 즐겁게 보냈네요

SK가 이겼다면 더 좋았겠지만"	1	8
98	핵노잼경기ㅠ	"역대급 핵노잼 경기였네요
선수들이 힘 좀 내줬으면...."	0	2
99	첫 경험을 인터파크티켓과 함께~	"처음으로 관람해본 우리가족 야구경기~
인터파크에서 예매를 해서 가보니 간편하고 쉽게 관람할 수 있었음.
야구장 좌석이 이렇게 다양한줄 처음 알았음.
현장가서 구매했으면 한참 헤맸을거 같은데 나름 인터넷으로 공부가 된거 같음.
처음가시는 분들은 인터넷예매가 편할듯함.
아쉬운점은 일반석은 현장발권기에서 출력이 안되고 창구 통해서만 발권.
그리고 몇몇 관중의 비매너 행동(특히 담배는 xxx)이 조금 낯설었지만 그래도 재미있게 관람하고 옴.
다음에 기회 있음 또 이용하고 싶기는 한데 원하는자리는 예매하기가 힘듬.. 다 매진...
그래도 처음으로 가본 야구장인데 인터넷예매로 하니 편하고 잘 관람하고 왔음."	1	8
100	가족나들이에 강추!	가족나들이에 강추합니다.	1	10
101	이겨서 재밌었음	이겨서 재밌었음	1	8
102	재밌었어요..	"에스케이......
화이팅...
우승해요..."	1	10
103	...	...	1	10
104	끝날때까지 끝난게 아니다!	"최고의 경기가 아닌가 싶습니다!
내년에도 계속 직관갈 예정입니다!!!
SK 홧팅!!!!!!"	1	10
105	SK vs 키움 (9.11)	SK vs 키움 (9.11)	1	8
106	편리한 예매	"1,2위 경기 직관은 예매 필수겠지요? 게다가  I 포인트로 싸게 예매까지!
핫한 매치를 싸게 원하는 좌석에서  편히 관전!
이보다 더 좋을 순 없지요. 더불어 그날 경기가 짜릿한 역전승이었으니 만족도는 열배!"	1	8
107	좋았어요	좋았어요	1	8
108	두산스크전은 역시 꿀잼~~	꿀잼이었으요 또 봅시당~	1	10
109	역대급 경기	영수형 땜에 기분 잡쳤다	1	10
110	오늘도 패요..	"오늘도 패요.. 15일경기도 패요.. 맨날 갈때마다 지니 가기싫다 슈바..

뭐 당첨이라도 좀되라 .."	1	10
111	<행복드림> 그 이름 그대로!!	"추석 연휴를 맞아 온가족과 함께 나들이겸 찾은 sk행복드림파크. 경기 몇 시간 전까지만해도 비가 주적주적 내려 출발을 해야 하나 말아야 하나 망설이다가 하늘의 뜻에 맡기고 일단 go하기로 결정! 연휴라 주차장까지 긴 행렬이 좀 지루했지만 무사히 구장에 입성하여 9회 경기가 끝나고 불꽃놀이까지 확실한 구경을 하고 돌아왔네요. 행복드림파크 답게 다양하고 이채로운 이벤트로 경기 외적인 즐거움을 선사함은 물론 이날의 메인인 sk vs. 두산의 경기도 손에 땀을 쥐게 한 멋진 승부였습니다. 멋진 추억을 만들어준 sk행복드림파크로의 나들이 오랫동안 잊지 못할 듯합니다.
p.s. 두산이 승리했으면 금상첨화였을텐데, 그게 옥의티였네요. ㅎㅎ"	1	10
112	꿀잼	재밌는 경기였습니다	1	10
113	명승부 경기	"역전에 역전을 거듭한 명기를 직관해서 너무 좋았어요.
경기 끝나고 불꽃놀이 이벤트까지 완전짱."	1	10
114	쫄깃함과 허무함이 공존했던 경기	"우천취소될까 우려했던 경기가 다행히 경기직전 비가 그쳐 진행되었다.
초반엔 양팀의 난타전, 중반부부터 마지막회까지 소강상태와 찬스를 번갈아가며 끝까지 승부를 알 수 없는 쫄깃함을 느낀 경기였다. KBO 사상 첫 무투구 보크 끝내기로 두산팬인 나로써는 정말 허무하고 어이없는 패배였지만 추석 연휴의 마지막을 스트레스를 한번에 날려버릴만큼의 멋진 한판 승부였다."	1	10
115	스릴만점~~~	"어제경기는  스릴  흥미  만점의  경기였어요~~~~ㅋ
관중도  많았고..더욱이  우리가  이겨서  좋았어요"	1	10
116	관람후	응원석하고 거리가 있었지만 관람하기에 좋은 좌석이었습니다.	1	10
117	정말 재밌는 경기	보다보다 이렇게 재미있는 경기는 처음이네요!	1	10
118	못 갔다고 전해라 ~	전날 먹은 술 때문에 자느라 못 갔다 티비로 봤는데 보크로 져서 개실망 안가길 잘했다 생각된다 ...	0	4
119	잼난경기봤어요!	1회부터 잼난 경기봐써요!!	1	10
120	비가왓지만 경기는 이겻다	비와서 걱정햇는데 이겨서 기분좋게 왓습니다	1	8
121	LG 힘내라!	아쉬웠지만 재밌는 경기였다^^ 희망...	1	10
122	LG 힘내라!	너무 재밌는 경기였다^^	1	10
123	문학 경기장 좋아여	"키움팬으로 원정갔는데 문학은 역시 좋은듯 먹을것도 좋고 자리도 좋고..
이겨서 더좋고"	1	10
124	아쉬운 경기	"모두 좋았는데
SK가 지는 바람에
일요일날 또 갑니다.
일요일은 꼭 이겨서 기쁘게 해
주시면 감사합니다. 해피 해피 추석"	1	10
125	SK 최고의 포수 데이	"싸인회부터 마지막 감동 영상까지 너무나 알차게 보고 왔습니다.
 싸인에 일일이 웃으며 사진 찍어 주시는 모습에 진심이 느껴져 
더욱 감동.
 
"	1	10
126	승리의날	이겨서 아주 좋았습니다	1	10
127	승리의 날	"트윈스가 승리한날
아주 재미있었어요"	1	10
128	승리의날	"트윈스의 승리 
아주 재미 있는 경기 였습니다"	1	10
129	소소하게잼..	졌지만...뭐..나름ㅜㅜ흑흑	1	8
130	아이 데리고 처음 갔어요	야구장 보여주고 싶어서 아이와 처음 갔는데 응원석이라 응원하는 재미는 있지만 많이 더운 자리네요.	0	6
131	와이번스/다이노스 경기	"우천으로 잠시 늦어지긴했으나. 바로 경기진행으로 무사히 볼수있었습니다.
비오는중에도 예매 미리못한분들은 현장발권을 하셨는데. 인터파크 예매는 항상 편해서 좋네요
"	1	8
132	무적엘지!!!!	"모바일티켓이 되지않아 걱정했지만 줄서지 않고 기다리지 않고.인터파크 전용 매표기에서 바로 인쇄하여
입장했습니다! 
Sk이재원데이라 이벤트도 많고 마지막에 불꽃축제까지 있어서 알찬 관람이 되었습니다~~! ㅇ
야구예매는 무조건 인터파크!!"	1	10
133	무적엘지!!!!	"모바일티켓이 되지않아 걱정했지만 줄서지 않고 기다리지 않고.인터파크 전용 매표기에서 바로 인쇄하여
입장했습니다! 
Sk이재원데이라 이벤트도 많고 마지막에 불꽃축제까지 있어서 알찬 관람이 되었습니다~~! ㅇ
야구예매는 무조건 인터파크!!"	1	10
134	참 행복한 승리였습니다!	"경기 전에 비가 와서 걱정을 많이 했습니다.
볼수나 있을까?
1회가 시작되고, 비가 오지 않아 다행이다 싶었습니다.
그러나 비가 또 오기 시작했고, 장대비가 30분을 내렸습니다.
에이~ 포기해야겠다! 하고서 돌아서는 순간!!
하늘에서 비가 멈추기 시작했습니다.

그리고 SK의 승리를 말해주듯이...
안타에 홈런에! 도루에...
참 멋진 경기를 보았습니다.

그린존에서 돗자리를 펴고, 식사를 하며 보았는데, 온 가족들이 행복해하는 모습에 참 즐거웠습니다. 나중에 기회가 되면, 더 많은 식구들로 함께 하는 시간을 갖아야겠습니다.

피크닉 존 정말 좋네요!^^"	1	10
135	우천속에서 승리!	"경기 전에 비가 와서 걱정을 많이 했습니다.
볼수나 있을까?
1회가 시작되고, 비가 오지 않아 다행이다 싶었습니다.
그러나 비가 또 오기 시작했고, 장대비가 30분을 내렸습니다.
에이~ 포기해야겠다! 하고서 돌아서는 순간!!
하늘에서 비가 멈추기 시작했습니다.

그리고 SK의 승리를 말해주듯이...
안타에 홈런에! 도루에...
참 멋진 경기를 보았습니다.

그린존에서 돗자리를 펴고, 식사를 하며 보았는데, 온 가족들이 행복해하는 모습에 참 즐거웠습니다. 나중에 기회가 되면, 더 많은 식구들로 함께 하는 시간을 갖아야겠습니다.

피크닉 존 정말 좋네요!^^"	1	10
136	LG졌다...그러나 선수 가까이서 봐서 좋았다...	"아쉽게도 LG가 졌다.

그러나 LG에서도 홈런을 3개나 쳤고, 선수들도 가까이서 볼 수 있어서 좋았다.

고우석 선수가 마무리 투수로 못 올라온 건 많이 아쉽다...."	1	8
137	좋은관람됐습니다..ㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
138	잘&#48392;어요..ㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
139	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
140	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1	10
141	인천 Sk행복드림구장	"아들과 탁자석에서 편안하게 즐 관람했어요~^^
인천도 종종 와야겠어요."	1	10
142	&#49852; 졌잘싸~	"제 생일을 맞아 제가 좋아하는 야구보러 가족 모두가 야구장 나들이~
일반석 지정석이라 즐겁고 재미나게 봤습니다.
져서 조금은 아쉬워 했지만 너무너무 재미있게 가족들과 시간을 보내고 왔네요~
졌지만 잘 싸워준 SK 선수들 ~! 화이팅~!"	1	10
143	직관은 항상 즐거워요.	"직관은 항상 즐거워요.
제가 LG팬이라 타 사이트에서 예매를 하다가 SK전이라 예매후 직관을 했는데..
경기는 졌지만 잼나게 봤네요."	1	10
144	아들과 첫 야구경기관람	"인천구장은 아이들과 같이 관람하기가 너무 좋아요..T-그린존에서 같이 놀면서 야구응원도 할수있고
시간가는줄 모르고 즐겻네여...."	1	10
145	꿀잼	완전꿀잼이었어요	1	10
146	불꽃놀이 최고	경기후 불꽃놀이로 가을 저녁을 더욱 시원하게 보낼수 있어서 좋았습니다.	1	10
147	올해의 마지막 플레이어스데이!!!!!	"이재원 선수님을 가까이에서 만날 수 있고 싸인도 받고

기념 티셔츠도 받을 수 있었습니다.

하지만 진행부분에서 이런저런 아쉬운 마음들이 들었던 것도 사실입니다.

다음해에는 더 좋은 행사들이 많이 진행되길 바래봅니다."	0	4
148	스마트티켓만되는것이 불편해요	"경기자체는 좋은데
지류발권이안되는게 불편하네요
기념으로 뽑으려그랬더니...퓨무조건 어플설치해야하는것도있고ㅠㅠ
번거로움이 커요"	0	6
149	프로야구 LG:SK 야구관람 후기	"오랫만에 아들과 함께 내가 응원하는 LG팀을 위해 고고씽!
그러나 뜻박에 패배였다. 비록 경기는 패했지만, 응원을 열심히하고
재밌는 경기관람이었다."	0	6
150	편리한 예매..꿈잼..	"야구경기 예매하였습니다.
늘 예매 수수료가 아까워.. 현장에서 수입했는데..
이번엔 좀 편하게 해 보자고 인터파크에서 예매해서 관람했더니..
예매 과정도 어렵지 않고 편리해서 좋았어요..
무엇보다 예매후 관람일까지의 그 두근두근거림이란.. 일상의 작은 행복이 되었지요..
다음에도 인터파크 예매로 이용하겠습니다..
좋아요~~~"	1	10
151	대만족이었어요~~^^	매번 예매하여 잘 보고 있습니당	1	10
152	재미난 경기였어요~~!	흥미진진한 경기를 보고 왔어요~~!!	1	10
153	SK 홈경기 직관 20190831	"경기 시간은 좀 길었지만 초반부터 난타전이 계속되어서 지루할틈 없이 경기를 잘 관람했습니다.
다음에 또 보고 싶네요."	1	8
154	직관과 불꽃놀이를 모두 즐겼내요~	"안녕하세요
저는 서울 사는 28살 여자입니다~
저는 LG트윈스팬입니다
제가 좋아하는 윌슨선수가 선발투수로 나온다고 하여
부랴부랴 예매를 하고 경기를 보았능데요
마침 운이좋게 이 날은 SK이재원선수의 플레이어스데이였습니다
9이닝이 끝나고 잠시 후 불꽃놀이가 시작되더라구요
처음보는 야구장의 불꽃놀이였는데, 정말 이쁘더라구요
앞으로도 문학경기장으로 직관을 종종 봐야겠어요~
"	1	10
155	야구 보니 딱 좋은 날씨네~~^^	"덥지도 않고 춥지도 않고 산들산들 바람불고~
가족들하고 나가서 야구 보기 딱 좋은 날씨에~
아주 제대로 즐기고 왔습니당~ㅎㅎㅎ"	1	10
156	이겼다	이겼다	0	6
157	역시 문학야구장 좋습니다	"예매도 편안하게 잘 했고
문학야구장 시설도 좋고 주차도 좋고
즐겁게 경기 잘 봤습니다"	1	10
158	이겼드아!!	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1	8
159	우와!! 짱짱!!	감동감동!! 이재원 선수 응원합니다^^	1	10
160	프로 야구 인천 문학 경기장 관람	"
저는 LG 팬이니만 어제 인천 문학구장에서 LG 와 SK와의 경기가 있어서 와이프랑
오랜만에 인천까지 원정 응원을 다녀왔습니다. 

토요일 저녁 바람이 너무 선선하여 기분까지 상쾌했고 경기도 매 회 아슬 아슬한 
타이트한 경기였습니다. 

어렵게 9회말을 잘 막고 원정 우승 ~ 

와이프랑 하이파이프 하고 나오려는데 어제는 토요일이라서 불꽃축제까지 잘
보고 왔습니다. 

즐거운 토요일 저녁 시간 감사 합니다."	1	10
161	좋은 경기 완젼 재미있었습니다.	좋은 경기 완젼 재미있었습니다. 좋은 경기 완젼 재미있었습니다. 좋은 경기 완젼 재미있었습니다.	1	10
162	문학경기장 SK 와이번스 vs KIA 타이거즈 (8.24) 경기 강추합니다!!!	"
인천 시민으로써 주말에 문학경기장에서 열리는 경기에 불참한다는 건 있을 수도 없는 얘기!!

친구들과 같이 보러 갔는데 정말 재밌었습니다.

시구로 배우 김희선 씨도 오셨었구요

경기도 마지막 9회초까지 KIA가 따라잡을뻔한 양상을 보여서

더더욱 흥미진진했습니다.

야구 경기는 역시 직관이 최고에요

여러분도 이런 기회를 놓치지 마세요!!!!

"	1	10
163	져도, 이겨도 재미있음.	야구 응원이랑 직관은 항상 재미납니다. 물론.. 엄청 깨질때는... 제외하고요!!!	1	8
164	잘 관람했습니다:)	"인천은 뷰가 정말 좋은 것 같아요!
좌석 통로는 좁긴 해도 좋아요! 교통도 좋고ㅎㅎㅎㅎ"	1	10
165	SK VS KIA	마지막까지 알 수 없는 경기였습니다. 많은 관중 속에서 잘 봤습니다!	1	8
166	KIA타이거즈 VS SK와이번스	마지막 9회에 손에 땀이 날 정도로 쫄깃쫄깃한 경기였습니다!	1	8
