	label	titles
125	0	C8 ... 진짜 야구 이렇게 하지마라 짜증난다 .
126	0	불지광 2군 보내지 왜 안 보내나
127	0	저런게 프로냐?
128	0	그래야 바뀌지
129	0	시.발삼성투수새.끼.들
130	0	최지광
131	0	최지광상태안좋다빨리쳐내려라ㅡㅡ
132	0	삼성은
133	0	이만수는 진부하다 승엽감독으로 가자
134	0	승엽이후로 학주선수가 스타성이 있네
135	0	이학주가 이제서야 수비궤도에 들어간 것 같네요
136	0	김한수가 운영을 지금처럼 하는 이유
137	0	정신력 실종
138	0	선발투수는 무조건 100개는 던져야하는가?
139	0	초구앵간치쳐라 멸치들아
140	0	박계범, 러프 둘중 하나가 끝냈어야 하는데 ㅋ
141	0	러프가 그 파울볼만 잡아줫더라면 ... 하아 ...
142	0	쳐맞고내리네저딴퇴물승챙겨주려다ㅡㅡ
143	0	윤성환퇴물좀빼라좀
144	0	윤선생 제구교실 ㅋㅋㅋ
145	0	내부승진이나 국내감독보단 외인을 바랬는데 ㅠ.ㅠ
146	0	감독만 바뀐다고 팀이 달라질까요?
147	0	님은 게임 다 지면 9위 가능?
148	0	내일 기아전 예상 홈런이나 안타로 1~2점만 내고 대패할듯
149	0	다른팀은 다있는데 삼성만 없는?
150	0	진짜 김성근같은 감독이 와야겠다 ㅡㅡ
151	0	도환대신 상수대타는 정말 해서는 안될선택이다..
152	0	결국 장필준이 또 사고 쳤구만
153	0	백정현 실투 2개에 시즌 10패
154	0	팬들이 우스운 삼성 라이온즈
155	0	이성규 그렇게 기회 좀 주라고 했건만
156	0	오늘의 패배원인 투수 교체가 문제
157	0	내년차기감독으로...포스있는 감독이오길....
158	0	무능한 프런트와 무능한 지도자들
159	0	이원석 2군 보내라
160	0	상대 윌슨이라 포기했는데 2대1이라 혹시나 했더니 역시 역전 당하는군요..
161	0	장필패 김승현ㅋㅋ
162	0	장필패ㅡㅡ
163	0	양준혁 ???
164	0	이원석찬물
165	0	강민호 김상수 김헌곤 부상이랩니다
166	0	최근4경기
167	0	아니요 제 생각엔 온나손 안 갈거 같습니다
168	0	차 ~ 암 대단한 선수들이에요 우리선수들 ~ ㅋㅋㅋ
169	0	감독 타격코치들이 그런짓 한건
170	0	오늘김도환
171	0	오늘지면
172	0	이학주 박해민 김상수 강민호
173	0	이학주 스윙도 그렇고 송구도 그렇고 왜 이렇게 힘이 없죠
174	0	툭건드리는타자는 앞으로 쓰지마라
175	0	이원석 수비
176	0	오늘도 김도환
177	0	겨울캠프
178	0	지금 답이 없는게 주전과 백업들에 기량차이도 너무 많이난다.
179	0	오연패 달구벌을 필마로 돌아드니
180	0	오늘 이성규 선발 나온거 같던데
181	0	지금 타자들 자꾸 헛발질 하는 이유
182	0	고척돔으로 옮긴 염감이
183	0	사퇴하기 전에 토토해서 돈벌이하네
184	0	팬들을 짓밟는 김한수
185	0	3경기 연속 1득점 너무한거 아니야 한수야
186	0	김한수 추하다..
187	0	오늘 경기로 확실해진 사실
188	0	모든 삼성 팬을 대신해서 죄송합니다
189	0	무능하다
190	0	한수야
191	0	28일까지 삼성팬
192	0	모한는건가요?
193	0	손태인
194	0	삼성투수명단중 핵폐기물
195	0	다들왜그러시죠?
196	0	선수전부다공장으로보내
197	0	삼성떠납니다
198	0	한용덕... 김한수보다 막장이네
199	0	삼성이 실제 꼴찌네
200	0	이걸 야구라고 하고 않었냐
201	0	ㅎㅎ감독님
202	0	김한수
203	0	그냥 오늘사퇴해라 돌한수..지금이 딱이다
204	0	ㅋ ㅋ
205	0	ㅇㅣ야아~김한수 야구장엔 왜 올까? ㅋㅋㅋ
206	0	삼성
207	0	팀 성적 부진의 가장 큰 원인은
208	0	최악
209	0	올시즌끝나면 권오준 손주인은 은퇴시키고 정인욱은
210	0	진짜 김도환 노답
211	0	경질이 답인가?
212	0	삼성 코칭스테프의 놀라움.
213	0	강민호
214	0	정인욱이 몇점 내줬느냐 그건 문제가 아니다.
215	0	기본기도 없는 애들 출전...
216	0	저걸 ㅋㅋ어휴 ㅋㅋㅋ
217	0	저걸 병살 치네
218	0	정인욱 구속 다 죽어서 끝난 선수인줄 알았는데 ... ???
219	0	오늘 직관도 별로없고 참 바람직하군
220	0	또 나왔다 김도환
221	0	김한수
222	0	김한수는 모든 부분에서 수준미달
223	0	ㅋㅋㅋㅋ
224	0	어차피 시즌 거의 다 끝났습니다 그만합시다 이제 .
225	0	낼 정인욱 선발이라~!
226	0	김한수감독 이상황에서 거의 베스트멤버 기용하는 이유를 모르겠습니다‥
227	0	삼성단장과 감독은 리빌딩은 뒷전이고 기아제지고 7위할려고‥
228	0	에이스 없는 구단은 삼성뿐
229	0	송준섭은 진짜다
230	0	구단 관계자야 진짜 궁금해서 물어본다 리빌딩은 언제?
231	0	내년에 라이블리 계약하면 안된다고 봅니다
232	0	김한수의 뇌구조가 궁금하네요
233	0	패전처리에 왜 폐물급들을 기용하냐?
234	0	삼성 역전못합니다 그냥 빨리 경기장 나오세요
235	0	야구 하기싫으면 그냥 2군선수들 올리라
236	0	박계범
237	0	NC 김태진 이놈
238	0	삼성 구단 그냥 프로리그 뛰지말고 너건 동호회리그뛰라
239	0	와 신인타자한테 득점권 맡기는 포수 니빠에 없다
240	0	최!강!삼!성! ???? 맞나요
241	0	삼성라이온즈 이게 팀이가
242	0	매년 김상수선수 한테 기대하는 깊이만큼
243	0	최영진 빼라
244	0	신임감독 김성근 감독을 모셔옵시다
245	0	물빠따 삼성라이온즈
246	0	라이블리 변화구가 개발필요
247	0	투수 리드를 못하는건가? 아니면 투수가 고집부리는건가
248	0	한수야...제발
249	0	김한수 선수답다
250	0	1루까지 왜이리 설렁뛰지??? 김상수 구자욱
251	0	내년에 오승환 돌아온다고 답이 없는 팀이 삼성이다
252	0	무사2루에 특점을 못하는 야구드럽게 못하는 팀
253	0	설마설마했는데 강민호 진짜 명절보내러 갔구나..
254	0	내년 삼성 용병
255	0	한수체제끝내자
256	0	야구는 투수놀음
257	0	지금 삼성에는 팜이 말라 비틀어졌다.
258	0	졌네
259	0	삼성투수들은
260	0	두산 김태형 투같새 시즌2
261	0	ㅋㅋㅋ
262	0	???
263	0	윤성환 퇴물아
264	0	현재삼성은
265	0	이학주가 옛날에 잘한거 맞나요
266	0	6,7,8,9,1번중 누가
267	0	뭐하는 짓인지
268	0	하위타순다음 경기때안나오게해라
269	0	강민호 아무리 못한다 까여도 ㅋㅋㅋ
270	0	강민호
271	0	역ㅈ겨운삼성
272	0	부어라. 흔들어라
273	0	신인들은 연습을 안하나
274	0	김상수
275	0	어차피 포기한 시즌이라면
276	0	ㄱ1군말소
277	0	윤성환
278	0	공민규 김도환 김민수 김대우
279	0	해민아
280	0	실책이 하도 많으니...
281	0	박해민 부진의 원인
282	0	김상수 보다도 못한 이학주
283	0	9회 대타 김상수 ... 타격감이 좋아보였는데
284	0	라팍한가위 이벤트
285	0	박계범 2루수 수비 서툰데
286	0	창원원정 응원단장오나요?
287	0	이번시즌 포기한다고 결정적 에라 3개 하는 선수들 나사 빠졌다..
288	0	내년에 정수빈이 전준우 데려와야 한다.
289	0	박계범..김한수때문에 망하는구나
290	0	오늘은 최영진과 박계범이 말아먹었네
291	0	결국 오늘경기는
292	0	이학주 오늘도 나자빠짐
293	0	문제는 훈련부족이다
294	0	김한숨 감독 아직도 있다고해서 성지순례왔어요 제계약하나요?
295	0	삼성도 한화급이네
296	0	한수야...제발
297	0	역시 구자욱 연예인이야
298	0	확실한선수가 안나온다
299	0	박계범이 바꿔라.
300	0	윌리엄슨 홈런 요새잘하네요
301	0	전지훈련인지, 관광인지?
302	0	실책이 무섭긴 무섭네
303	0	계륵이가 장난치는구나
304	0	안지만선수 다시던지는모습 보고싶네요.
305	0	원태인, 윤성환은 체력이 부치는거 같은데
306	0	늙다리 신인선수한테 기회준만큼
307	0	아주 ㄱㅐ 졸전의 연속이네ㅋㅋ
308	0	의미도 없는 1승 더할 생각말고 이성규 한테 기회주라니까.
309	0	장지훈 며칠만에 스피드가 왜 저래?
310	0	프로정신이 안보인다
311	0	김한수는 정말 나쁜 사람입니다
312	0	김헌곤은 바깥쪽유인구 못고쳤는데 3할
313	0	삼성이 올해 신인 하난 정말 잘 뽑았내요
314	0	구단관계자
315	0	감독경질
316	0	이학주보는것에 한계가 왔습니다
317	0	한수 고질병..왕조병
318	0	제발 구단해체 하라고!!!!!
319	0	한수야ㅆㅂ 학주좀쓰지마라
320	0	박해민 이학주 왜 쓰나
321	0	구자욱은 말소시켜라..환자 왜데리고있냐?
322	0	ㅋㅋㅋㅋ
323	0	도대체...삼성에는
324	0	김지찬 오늘보니
325	0	내년에는 김지찬이를 2루수 보게하고
326	0	강민호 이학주 퇴출
327	0	강민호 유리몸
328	0	삼성야구 존재하려면 딱 한가지
329	0	학주야 진지하게 생각해라
330	0	이학주 수비범위가 많이 좁네요
331	0	자욱아..똑바로해라
332	0	진짜 김한수야 팀을 아주 븅을 만들어놨어 엉~
333	0	김도환........
334	0	강민호 박해민이 1군인 이유는
335	0	이학주 좀바꿔라
336	0	김한수의 3년
337	0	팀 내 3할 타자 없는것도 kbo 신기록 아닌가?
338	0	아직...
339	0	이용규 복귀 했다!안지만도 복귀 시키자!
340	0	잠실 다녀 왔는데
341	0	좀더 노력해라 긴한숨
342	0	임대기  삼성라이온스 사장님...스카우터나  제대로 기용 하시요..
343	0	장지훈이 오늘만큼만 던져주면
344	0	이성규빠시던분들
345	0	이학주
346	0	이병헌좀 써봐라
347	0	내년에, 감독 바뀌고 오승환선수 와도..
348	0	요즘 삼성겨기보면서 느낀점...
349	0	선수기용
350	0	엉망진창 야구
351	0	결대로치는타자가 없다
352	0	어찌 이리 한결같이 못할까?
353	0	삼성구단  패하고잇으면 특징 9회까지 포기모드 임
354	0	자동 삼진머신 윌리암슨
355	0	내년엔 ...
356	0	ㅆㅂ 홍준학 ㅂㅅ시키야
357	0	윌리엄슨은 한국야구에 필요한 팀 베팅을 모른다.
358	0	월리엄슨 삼진왕인가???
359	0	오늘의 패한다면 구자욱 결정적 실수다
360	0	구자욱 송구 연습 헌곤한테 배워라
361	0	강민호 허리 부상이면 1군말소시키라
362	0	얼굴 함 보자
363	0	김한수, 니 직업이 뭐냐
364	0	최선을 다한 경기라고 생각합니다.
365	0	야구때문에 사람 죽겠다, 캐한숨아
366	0	올시즌은 아주 잘해야 7위지 6위도 힘들어요..
367	0	8위 삼성이 2위 두산을 이긴다는게 말이 안되죠..
368	0	김한수감독 3년내내 김태형에게 조공 바친듯 ‥
369	0	투수들 기죽이기
370	0	내년감독은
371	0	이거는 어디까지나 감독의 능력 문제다.
372	0	김한수
373	0	토요일밤 두산팬 들러리 화끈하게 잘 서줬다.
374	0	최채흥, 장필준
375	0	필준이는...
376	0	꼭 경기후반 1점승부에 루가 비어있는데 무리한 승부하다가 얻어맞네
377	0	박해민 장필패 강민호 방출해라
378	0	역시 장필패 새가슴 이 새 끼 나오면 패하는거 모르나 한수야
379	0	도저히...
380	0	장필준 저 새가슴 .. 저넘은 결정적일때 꼭 실점함 ㅡㅡ
381	0	8회인데 왜?
382	0	필패네...
383	0	박해민 전 경기 출장이 옵션이냐
384	0	삼성은 약팀이 아닌데 8위를 하고 있다는데 화면에는 김한수가 비취네.
385	0	지 욕 많이 처묵는거는 아는지 타격에선 만회하내 ㅋㅋ
386	0	학주레기 저딴 실력과 정신상태로 어떻게 메이저 직전까지 갔냐 ?
387	0	이학주 좀빼라
388	0	랜드블럼 털었다.
389	0	상대편투수는 참편할듯
390	0	소발이 쥐잡앗네
391	0	삼성 6번에서  9번타순 그냥 자동아웃이네
392	0	오늘 1회보고 야구 결정 난거 같네요
393	0	구자욱 강민호 이학주 박해민 트레이드 카드 쓰자???
394	0	자욱아 타격할때풀스윙해라
395	0	라이블리는 재계약하면 좋을듯
396	0	삼런트야 감독 선임할때 내부승진 절대 안된다.kt를 보고 좀 배워라~~
397	0	낼 또 패배예약
398	0	삼성야구 자체가 쓸모 없다.
399	0	이정후, 강백호라도 감독이 김한수라면
400	0	이제24경기인가 김한수 이 넘 안 볼날이~
401	0	똑딱이 멸치와 땅꼬마 아리랑볼러
402	0	강력히 추천
403	0	김한숨
404	0	김한수에게
405	0	캐한숨, 인간맞냐
406	0	타격이 안되는 프로팀
407	0	삼성타선
408	0	후반부 대타 자원이 없다는게 꼴성이다
409	0	선수기용
410	0	선수기용
411	0	김지찬선수
412	0	선수기용
413	0	이학주 좀바꿔라
414	0	이학주는 왜 나와
415	0	퀄리티스타트+ 한 라이블리~
416	0	진짜 선구안 개판
417	0	근데 나오는 신인마다 덩치가 너무 작다
418	0	내 혼자만 이렇게 생각하는 거죠?
419	0	삼성 투수용병 데려오는 이유가 먼가요?
420	0	경쟁야구란
421	0	박해민, 김강민 수비
422	0	삼성외국인스카우트는 눈이썩엇다
423	0	140중반대 스트라잌 남발가능한 젊은 투수 전멸
424	0	이학주 오늘도나왓나
425	0	이학주 좀바꿔라
426	0	3년동안 무슨 일이 있었길래
427	0	프로에게 제일 무서운 것은
428	0	대단한 김한수
429	0	하는 모습이 그냥 동호회 야구 수준입니다.
430	0	여기서 욕치고 강퇴당하고 싶다
431	0	9968
432	0	오늘 박승규가 그렇게 마음에 안드나??? 2타석만에 교체하노??
433	0	정인욱 언제까지 패전처리투수로 살래~
434	0	사자사랑방
435	0	최지광이는 키가 정말 너무 작다
436	0	출루를더하고도진다늣건
437	0	감독 직분이 무엇인지 모르는 한수를 바로 해고하고 짤라야 한다.
438	0	서당개3년이면
439	0	질 수 밖에 없다...
440	0	뭘믿고 강공?
441	0	선동렬
442	0	러프 vs 윌리암스
443	0	강민호
444	0	김한수 검찰에 고발해라
445	0	내일 2차 드래프트 삼성은 1라운에 누구를 픽 해야 하나요?
446	0	어제 오늘 직관가서 오늘은 그래도 큠 대놓고 응원했다ㅋ
447	0	김한수
448	0	김한수 사퇴할때까지 삼성 팬 안합니다.
449	0	팬여러분 야구좀 그만보러 가세요
450	0	김하성
451	0	구자욱 머 잘한다구 왜 3번이지???
452	0	단장또한 용병 스카우트 및 삼성 감독 모집합니다
453	0	이게 프로팀이냐? 오늘 한수 사퇴 칼타이밍~^^
454	0	삼성 투수들 대단하다.
455	0	조동찬
456	0	모기 눈꼽만큼도 양심없는...
457	0	기아가 터너 퇴출 한다는데
458	0	2점이나 뽑은게 신기하다
459	0	오늘 경기후 나같으면 사퇴한다
460	0	잘
461	0	김한수야 니 3년동안 한게 뭐냐
462	0	삼성 문제점
463	0	티켓값 환불하셔야 겠는데요
464	0	삼성라이온즈 해체해라
465	0	3년동안 뭐했나
466	0	분노하라 관중들이여...
467	0	강민호
468	0	프론트부터 감독 코치진까지 바꾸던지 해체하던지
469	0	가서응원하는
470	0	내입이 방정인가?
471	0	점수봐라
472	0	닭이긴거로
473	0	27점 넘기겠네
474	0	삼성외국인스카우트교체 제발좀해라
475	0	지금은 김한수가 나갈때가 아닙니다....
476	0	김한수 이 망할놈아
477	0	이게 실화냐?
478	0	최악의 경기
479	0	일요일경기는 하기싫냐
480	0	9회까지 예상 스코어  키움30득점 이상 예상됨
481	0	야구 잘하는 조건
482	0	개쉬ㅣ히들아
483	0	릴레이글 씁시다2
484	0	이길 생각 없는 무능한 감독
485	0	이런 경기에 필준이 등판시켜라 ㅋㅋㅋ
486	0	릴레이글씁시다 김한수홍준학사퇴하라1
487	0	너건 야구 하지마라
488	0	키음선발전원사이클링히트
489	0	김대우 와 감독
490	0	역겹다 개.같은새기들아
491	0	김한수 당장물러가세요
492	0	내년에 다시 박석민 데리고온나???
493	0	삼성 타코가 ㅂㅅ이라서 득점 제로다
494	0	용병 3명  올해는 아웃이다
495	0	삼성선수들 토토함?
496	0	좋은 시설이 아깝다
497	0	저녁식사나 하러들 가십시다 시간아깝네요
498	0	혹시 김감독에게 키움맞아서 2연승 하길 바라는건 도둑놈 심보 지요..
499	0	??esperanza?? 화풀이는 다른데서 해주세요 ㅠㅠ
500	0	한화랑 할때 잘 하는건 잘하는게 아니라고~~~~
501	0	ㅋㅋㅋ아까 어떤분 3루에서 세잎이라고 적었다가 지웠네 ㅋㅋㅋㅋ
502	0	박해민 몇 개째냐?
503	0	투수가쳐맞으면
504	0	제가 잘못 봤나 봅니다 .. 하하 실수맞내요 ..
505	0	라이블리도 실패자
506	0	좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
507	0	삼성은 돈많이 준다해도가지마라
508	0	직구위주피칭이 이렇게 않좋은겁니다
509	0	이색퀴들 ㅈㅈ들어갔네
510	0	와 진짜 삼성 참진짜 말도안나온다
511	0	뭐 저런걸 대려와서 난리쳤나.
512	0	삼성은 왜 감독이 적극적이지 못하죠??
513	0	우려하는것 그대로 나왔다
514	0	저런놈이 프로감독이라니 ?홍준학이 쳐보고있나
515	0	감독봐라ㅋㅋㅋ 저것도감독이라고
516	0	삼성 외인 스카우터들이 그럼 그렇지 ㅋㅋㅋㅋㅋ
517	0	감독 뭐하는건지?
518	0	라이블리는 결정구가 문제
519	0	라이블러도 맥과이어와 똑같다.. 완봉뒤 연패..
520	0	내년 돈 좀 써서 순위 좀 올립시다..
521	0	오치아이도 김한수하고 같이 퇴진해야할듯
522	0	최악이다
523	0	그냥 라팍 제 2의 두산 홈구장 사용하자
524	0	삼성 역대 최악 감독 김한숨
525	0	양심도없고
526	0	긴급 공지입니다 오늘 김한수 사퇴 기자회견 열린다고 하너요
527	0	남은 경기 대행이든..감독없이 해봅시다...
528	0	무슨말이 필요하겠나.....
529	0	내년 전원선수 연봉 80프로 이상 감소해라
530	0	삼성 선수들아 야구 왜 하나
531	0	무슨생각으로 야구하시나요
532	0	외야 펜스 뒤로 더 밀어라
533	0	융통성제로 스레기 지도자
534	0	요즘 젊은 사람들
535	0	특보
536	0	있자나 우리딸이
537	0	그냥 삼성도 남은 연봉주고 내년을 준비합시다.
538	0	김한숨 진짜 무능한 감독!!
539	0	더이상 추하지 맙시다.. 김한수씨
540	0	올해 진짜 부끄럽다 고마 사퇴해라
541	0	김한수사퇴.권오준은퇴
542	0	이해가 안간다
543	0	대구 야구팬 그만하려구요
544	0	역시 삼성 보약!
545	0	투수교체 한심
546	0	백정현 두산에 있었으면 10승투수 벌써 됬겠죠..
547	0	두산한테 이길려면 10점차 이겨야한다
548	0	김한수 3년동안 두산한테 10승햇나???
549	0	월리엄슨 삼진왕이다
550	0	5강 물건너 갔으니 윌리엄스 웨이버 공시
551	0	사장 직통 할수 있는 통로 만들어 주이소
552	0	권오준 올리는 건
553	0	쓉성 라이온즈
554	0	김한수 욕하지 맙시다. 오늘보니 머리가 안돼는데 어떻하겠습니까
555	0	심판이 투수한테 너무 불리하게 한다
556	0	난 백정현 불펜으로 써야 한다고 하긴 했는데 ..
557	0	강민호 삼성 으로 진짜 이적 이유 ???
558	0	한심아 최지광 2군 보내라
559	0	강민호 진짜!
560	0	꼭 트레이드 시키고픈 2명.
561	0	오승환이 와도 9회까지 끌고갈 불펜투수가 전무해서 큰효과 없다..
562	0	두산에게 이기겠다고 하는건 도둑놈 심보 지요 . 이 멤버와 감독으로..
563	0	역시 두산 제2의 홈구장 라팍
564	0	너네가 프로야
565	0	장필준 이 망할놈 자식아!!!
566	0	이기고있으면서도장필준을 등판시킨다는건...
567	0	최지광과 장필준 나오면
568	0	몇번을 말하냐 한수야
569	0	람보르미니 = 똥차
570	0	원태인과 베팅볼 최지광
571	0	삼성이 두산에게 이긴다는건 거의 불가능이죠..
572	0	지금 삼성 수비는 재앙입니다
573	0	이학주 였으면 아까 최주환 2루 못잡고 빠뜨렸다.
574	0	박계범계속기용해라
575	0	삼성라이온즈 어썸데이때 받은 기념구 팔아요!
576	0	오늘 삼성이 두산 잡고 키움이 이기면 제대로 고춧가루??오케이????
577	0	해민은 수비만 잘하지만
578	0	김한수는 3년 내내 삽질하다 끝나네.
579	0	박똥차는 군대 면제 받더니 배아지가 불러서 1루에 뒤뚱뒤뚱!!
580	0	학주는 2군에계속있어라
581	0	학주는 2군에계속있어라
582	0	단장아 지금 감독 알아봐야 하는거 아닌가??
583	0	김한수 제발 사퇴해주소
584	0	김한숨/김태한 퇴진
585	0	터
586	0	홍준학,김한수사퇴
587	0	장효조감독님
588	0	우승에목말라있던팀
589	0	남은경기 포기하고 백기꽂아
590	0	가을야구
591	0	김감독/김수석 자진사퇴를
592	0	김한숨/김태한 사퇴
593	0	야구 안보니...
594	0	모두 무능한 구단과 감독, 코칭스탭
595	0	이게 야구냐
596	0	인내심을 가집시다
597	0	말로만하지말고 무관중갑시다
598	0	한수 목표 1주에 단 1승이 목표
599	0	감독이
600	0	김한수사퇴해라
601	0	원태인 이 ㄱㅅㅋ 그럴줄알았다
602	0	그제원태인내고
603	0	홍준학 김한수 팀을 개망쳐놨네
604	0	스크 두산 키움한테는 절대 못이김 요실력으로는
605	0	김한수씨 제발 그만하세요?
606	0	두산아~
607	0	이게 야구가? 동네스크린야구장 수준이네
608	0	감독이 누구지?
609	0	안타 달랑 3개
610	0	니들이 이러 고도
611	0	똑~ 똑~ 똑~
612	0	이러니까 니들이 욕먹는거야
613	0	김상헌응원단장 치어리더그리구 응원하는삼성팬들
614	0	단장 감독 모두 교체해라
615	0	이흥련 이지영 다시 데리고 온나
616	0	카리스마 넘치는 감독과 코칭스텝이 절실합니다.
617	0	삼성 프런트야 이대로 해라 내년에.....
618	0	눈 뜨고 못봐줄 삼성 야구
619	0	구단장님 보세요
620	0	투수공은 지저분해야한다
621	0	개망신
622	0	내년 김한수 감독이나 내부 승진으로 감독 되면....
623	0	이제 사퇴해라 한수야 토토 고마해라
624	0	야구 영재도 보내 버리는구나.
625	0	정말짜증난다...
626	0	원태인이는 다르다고 생각했는데 나쁜점만 따라하네요
627	0	잘하는게 없는 한수
628	0	내년에 외야 펜스 높이 올리자
629	0	이왕 이렇게 된거 퍼팩트게임 한번 보자
630	0	김한수는 도데체 이해가 안된다
631	0	신인은 생소함이 무기인데 익숙해지니 바로 털리네요
632	0	점수 다 주고 교체하나
633	0	어제 선발 투입했어야 됐는데 미뤄지면 오늘은
634	0	원패인 왜 안 바꾸냐???
635	0	두산 제2의 홈구장 라팍 사용하자
636	0	프로야구도 콜드게임 하자
637	0	태인아 오늘 임무 두산 타자 배팅볼 던지냐???
638	0	김한수가 젊은 투수한명 또 보내는구나~
