	reviews	label
117	원래 눈물 힘겹게 다 참았는데 결국 마지막에 터져버렸어요;;; 재미있어요!! 	1
118	한국사회는 아직 이해못하는 디즈니의 진보적인 페미니즘 컨텐츠 시도. 이번의 인크레더블2도 기대된다. 	1
119	디즈니와의 합작에서 전작인 라푼젤과 비교한다면 상당히 도전적인 작품입니다. 픽사가 아닌 어느 곳에서 디즈니와의 합작에서 이렇게 도전적일 수 있을지 의문인데.. 생각보다 너무 평점이 낮은 것 같네요.. 	1
120	항상 감동과 사랑을 주신 디즈니제작자분들께 감사드립니다. 부모와 자식간의 갈등과 이해차이를 이렇게나 잘 표현하고 해피엔드로 연출해준 영화는 이영화만한게 없었던것 같습니다. 주인공의 특유 억향이라던지 콘셉아트의 세심한...	1
121	솔직히 감동도 없고 재미도 없고;;카2에 이어서 픽사 작품 중 2번째로 실망한 영화 	0
122	영화보고 울컥했음 애니메이션 보면서 울어서 좀 쪽팔리긴한데 영화 전체가 담는 메시지는 정말 많음 메리다 캐릭터만으로도 강조하는 여성의 능동성 자율성 그리고 사회통념깨뜨리기 책임감 등등 애니메이션에서 바뀌는 여성인식이...	1
123	남 욕하지말고 자막으로 보세요. 재밌기만 하구만... 본지 몇년 지났는데도 또 생각나네요. 낮은 평점에 어이가 없어 나도 평점 남겨봅니다. 영어공부에도 좋을듯. 	1
124	항상 전문성우가 아닌 더빙판은 별로 좋지않았는데, 이번에도 실망감을 안겨주었다. 	0
125	여주 더빙 성우가 아닌데 진짜 너무 심하다안그래도 별로 재미없는 내용인데 목소리 하나도 안 들리고 진짜 성우 아닌 사람들 성우 역할에 쓰지 좀 말아라. 완전 어이없어 	0
126	원본 영어판은 영국식발음이 정말좋아요.더빙판 자체를 싫어하는사람이라서. 본재목은 brave 에요 	1
127	오랜만에 느껴보는 훈훈한 감동. 엄마와 딸이 서로 이해해가는 과정이 재밌었다. 픽사니 디즈니니 선입견을 가지지 않고 보면 훨씬 재미있을 듯. 	1
128	엄마곰이 너무 귀엽다~ㅋㅋ...픽사 에니 치곤 쫌 약하다~하지만 재미있다~ㅋㅋ 	1
129	무식한 사람들이 영화평을 하는게아니라 국내 더빙이 마음에 안든다고 평점 다 깎아버려서 저평가된 비운의 평점.. 애초에 자막 못따라가는 아동들 보라고 더빙하는건데 다큰것들이 굳이 원판안보고 더빙봐놓고 영화 자체 점수를...	1
130	평점 왜 이래..? 이렇게까지 저평가될 이야기는 아니야 곰이 이런 식으로 사용될 줄은 몰랐는데 참신하고 좋았다 ㅠㅠ 디즈니 픽사의 수작들과 비교하면 물론 그보다 가벼운 이야기라고 볼 수 있겠지만 결코 이 영화도 안 ...	1
131	나는 이 영화 내용좋았다고 생각하는데. 성격차로 틀어진 가족이 서로를 이해하게되는계기를 만드는 과정에서십대인 주인공이 너무 철없게 행동했해서 답답했을뿐 못만들어진 영화가 아님 	1
132	자막으로 봤는데 저는 되게 재밋게 봤는데요..ㅜㅠ왤케 낮지?? 	1
133	꼭!! 자막으로 보세요 하늘과 땅차이네요 첨에 원어로 보고 평점이 왜이렇게 낮지ㅠㅠ 싶었는데 더빙판이;;; 심각하네요... 	1
134	재밋는데왜들그러냐.. 	1
135	완전 내 스타일♥♥♥♥ 	1
136	비빔면.. 푸들푸들.. 	0
137	캐릭터는 별로 안끌리지만 재미와 감동은 있습니다. 부모의 소중함도 되새겨보게되네요. 	1
138	보다가 죽을 뻔 한 영화. 나의 문화적 소양에 대하여 자괴감을 느끼게 한 영화.자전거 도둑 이래 이탈리아 영화에 대하여 심각하게 생각하게 만든 영화. 내가 문제인지 영화가 문제인지 헷갈리게 하는 영화... 무엇보다도...	0
139	퍼기랑 케이트 허드슨 노래 끝나고 정말 박수가 저절로 나올뻔! 완전 신나!!! 	1
140	아진짜 마리온꼬띠아르 니콜키드먼 이 배우가아깝다! 다들별로랄때보지말걸 뮤지컬영화를하도좋아해서봤는데 노래도그지야 	0
141	이렇게 혹평만 받을 영화는 아닌 듯. 막말로 영화가 뭘 말하는 지 모르겠다. 혹은 그냥 카사노바 이야기이다라고 치부해 버리면, 지금껏 호평 받은 뮤지컬이나 영화 중에도 그냥 불륜이라고 해버릴 작품도 많음. 나는 이 ...	1
142	귀도의 멘붕에 완전 감정이입ㅜ 그의바람끼는.. 뭐랄까 바람끼이기보단 감독으로 살아내고자하는 처절한 방황으로보였다..?, 여배우들의 뮤지컬도좋았고.. 근데사실?뮤지컬은 조금약하단느낌도있었다.. 	1
143	퍼기의 be italian 퍼포먼스는 잊을수없는 명장면... 	1
144	매우 감각적이고 신선한 영화.여기에 악평이 많은걸 보면서 취향의 다원화가 매우 심하다는걸 느낌.귀도(주인공 감독)의 내면을 이해하신다면 매우 매력적으로 느껴지실 거에요 	1
145	왜 봤는지 모르겠음 화려함으로 눈길을 끌려고 하지만 흡입력 제로.. 	0
146	10년전 영화인데 우연히 봤네요..각 인물들의 감정과 괴로움을 뮤지컬 쇼로 표현하고, 영화적요소를 살려 감각적인 앵글에 담아냈어요. 별로라 하시는분들은 주인공의 감정변화속도가 조금은 스피디하지않아서..?저는 재미있게...	1
147	처음봤을땐 지루했던거 같은데 시간이 흐르고 다시 보니까 재밌네요. 	1
148	정말 재미있네요. 좋게 봤습니다. 	1
149	최악. 원래 이런거 안쓰는데 최악 평점 쓰러 처음 왔다. 도중에 그만봄 	0
150	배우들의 무대만 봐도 제값하는데 	1
151	마리옹 꼬띠아르 Take it all 개쩜 10점 	1
152	어릴때 봤는데.. 시카고 만큼 강렬하진 않았지만 오일파스타 처럼 내내 끌리는 맛이 있는 영화 무엇보다 연기들이 진짜 대단하고.. 	1
153	평점이 왜 낮은건가요. 	1
154	음악이즐거워서 잘봤어요 	1
155	너무 실망스러워 할말도 없다. 	0
156	ㅡㅡ재미때가리읍다 ㅜㅜ 	0
157	재미도 없고 감동도 없고....너무 별로였음 	0
158	정말 시간아깝고돈아까운영화 	0
159	정말 성의없는 영화. 옛다. 별 1개는 캐스팅비 ㅌㅌ 	0
160	돈이아까운영화,ㅎㅎㅎ흑 	0
161	이 영화 네이버 알바가 점수 많이 준 영화 : 나인, 파라노말 액티비티, 식객 	0
162	너무재미없어서,첨으로 극장에서 나올뻔했음 	0
163	잊을 수 없다.. 영화가 끝난 뒤 여기저기서 터져나오는 욕설들.. 	0
164	킬링타임용가치도 없군 	0
165	OO전형적인 용두사미 영화 하이라이트라 생각했는데 끝나버림 	0
166	다시 보니 재밋다 창작의고통인가 ㅋㅋㅋ 	1
167	마리옹 꼬띠아르!!! 	1
168	보다 그만 둠. 	0
169	이걸 영화라고....정말 시카고 만든 감독이야?ㅡㅡ; 	0
170	..ㅡㅡ실망 	0
171	그때 나한테 꼭 필요했던 메세지였는데 고마운마음에 10점 	1
172	지루할뻔했지만, 배우들의 노래와 연기에 놀랐음.. 	1
173	엄청 기대하고 드뎌 봤다. 영화 30분후 뭔가 이상해서 여기왔는데 역시나 OOO기임 	0
174	니콜 키드먼 때문에 참고 보았다.수면제로 적절한 영화 	0
175	제 생각보담 평점이 높아서... 	0
176	노래도 별로... 내용도 별로.. 살다살다 생전 처음 보다가 자버린 영화 ㅡㅡ;;;; 	0
177	영화보다 잔적 처음이네 ㅡㅡ 	0
178	시간이 아까운 영화. 감독은 뭘 말하려고 한걸까.... 	0
179	음악이 좀 꽂히지 않지만 영화스타일이나 여배우들이 좋다~와닿는 부분도 많았고 	1
180	별하나도 아까움 진짜 돈아까움.. 차라리 물랑루즈 200번보는게 더재밌음 	0
181	진짜 재미없어요-_ㅠ 	0
182	나는 별 하나도 주고 싶지 않다.. 세상에.. 이걸 재밌다고.. 우와.. 진짜 졸림.. 	0
183	돈이 아까워요 보다가 나왔습니다. 배우가 아까워요. 	0
184	전부 알바네...뒤로 넘겨봤더니 댓글이 다 똑같아 ㅋㅋㅋ 	0
185	알바들 꺼지삼 완전구려 ㅡㅡ; 	0
186	알바 쩔어.......ㅡㅡ... 	0
187	평점왜이래ㅡㅡ쓰레기영화다진짜보다중간에나온적은처음 	0
188	주인공들 다 멋지고 내용도 만족. 다른 뮤지컬영화와 달라서 좋았어요. 또보러갈생각 	1
189	루이자 완전 여신 ㅋㅋㅋㅋㅋㅋㅋ 	1
190	쟁쟁한 배우들 이름과 스킬컷 사진만으로도 돈이 안아까울듯 보여요 내심 기대 	1
191	배우들만봐도..ㅎ;; 세계적 관심을 끌수뿐이없음 ㅎㅎ 	1
192	모지.. 이 화려한 배우들과 신나는 영화는.. 완전 쩌네~ ㄷㄷ 	1
193	완벽한 배우들과 음악! 화려함의 정점 	1
194	쟁쟁한 배우들 이름과 스킬컷 사진만으로도 돈이 안아까울듯 보여요 내심 기대 	1
195	나인의 사운드트랙은 듣고 들어도 좋은것만으로도 충분한 가치를 드림 배우들역시 	1
196	배우들의 몸짓 그 상황에 어울리는 표정 표현력 아 다 맘에들어 ㅠㅠ 	1
197	나인의 사운드트랙은 듣고 들어도 좋은것만으로도 충분한 가치를 드림 배우들역시 	1
198	영화 보는 내내 심장이 쿵쾅쿵쾅 여배우들 매력이 물씬~ ㅋ 	1
199	너무 배우들을 앞세우긴 하지만 이런배우들 언제또 뭉쳐질지 모릅니다. ^^;; 	1
200	모지.. 이 화려한 배우들과 신나는 영화는.. 완전 쩌네~ ㄷㄷ 	1
201	새해를 맞이하여 화려한 배우들과 신나는 비트에 빠지는걸 추천~ㅎㅎ 	1
202	흔신을 다하는배우들의 열정에 반해버림~ 뮤지컬 영화에 이렇게 볼게많은줄은 	1
203	빠져들수뿐이 없네. 배우들도 그렇고 다시봐도 재미있을영화~ 	1
204	여배우들을 한 영화에서 볼 수 있다는 것만으로도 충분히 만족스럽네요 	1
205	지루함은 잠시 있을정도로 초특급 여배우의 퍼포먼스들이 가슴을 설레게 	1
206	여배우들의 경쾌한 리듬과 춤을 통한 화려함~ 그레이트~~!! 	1
207	뮤지컬장르 영화 볼만하네요^^ 여배우들의 개개인 관능미가 끝내주네욯ㅎ; 	1
208	나의 7명의 여신들께서~~춤을 춰주시네~~ 멋진 춤과 노래~~ 굿이용~ 	1
209	말뿐이 아닌.. 최고의 연기를 보여주는듯 	1
210	진짜 저배우들과 함꼐하는 뮤지컬도 하면 좋을텐데 ㅎㅎ 	1
211	배우들의 춤과 노래에 사로잡혀 버렸넹-ㅁ- 	1
212	흔신을 다하는배우들의 열정에 반해버림~ 뮤지컬 영화에 이렇게 볼게많은줄은 	1
213	아 미치겟다 여배우들 몸놀림이 예사롭지가.. 	1
214	이배우들이 한곳에 모였다는건 나인이 그만큼 대작이란걸 말해주는듯 	1
215	여배우들을 한 영화에서 볼 수 있다는 것만으로도 충분히 만족스럽네요 	1
216	저런 배우들을 한영화에서 본다는거 자체가 돈이 안아까웠음 .. 의상또한 볼거리 	1
217	완벽한 배우들과 음악! 화려함의 정점 	1
218	귀도 나쁜새끼. 저배우들 다 독식하냐ㅠ 	1
219	영화 보는 내내 심장이 쿵쾅쿵쾅 여배우들 매력이 물씬~ ㅋ 	1
220	나의 7명의 여신들께서~~춤을 춰주시네~~ 멋진 춤과 노래~~ 굿이용 	1
221	배우들이 다 노래직접 부르는거죠? 정말 대단한 실력들 가지고있네; 	1
222	즐길수있는 영화. 너무나 매력적인 배우들의 환상적인쇼. 	1
223	인도에서 여행할 때와 같이 즐거움과 가슴 먹먹함을 동시에 안겨준 영화.. ^^식탐대마왕 선생님이 이 영화의 감독이며, 스탠리가 실제로는 식탐대마왕의 친아들이라는 것이 또다른 재미~ 	1
224	옛날 생각나게하네요... 점심 굶던 저에게 일부러 선생님 도시락 심부름 시키시던 선생님이 생각납니다. 도시락 가지러 선생님댁에 가면 사모님이 항상 따뜻한 밥을 먹이고 보내셨는데. 	1
225	좋다 ㅡ같이나눠먹으려고 도시락을 사수하려는 훈훈한친구들과 선생님과의 눈치싸움 재밌었다~~ 도시락안가져온다고학교나오지말라는거랑스탠리같은애들이 인도에많다는사실에ㅠ 별점9점줌 	1
226	우리나라에서 초등학교 4학년이 도시락 못싸오고 물로 배를 채운다면 거지라고 왕따나 당하겠지... 진짜 인도라서 가능한 영화. 그래서 공감이 가지 않을수도 있지만 나는 좋았다. 가혹한 환경속에서도 편견 없는 진실과 우...	1
227	예전에 세얼간이로 인도영화 처음 만났을 때는 사이에 뮤지컬처럼 음악나오는게 어색했는데 이젠 그게 매력인듯. 노래도 좋고 내용도 좋고 재미도 있고 감동도 있고!아쉬운 점은, 그 식탐대마왕 선생이 도시락 안싸오는 이...	1
228	스탠리의 도시락.. 아이가 밥을 못 먹는데 정말 너무 마음이 아프네요..밥을 나눠주는 스탠리의 친구들과 그들의 우정에 눈시울이 붉어졌어요.ㅠㅠ감동감동.. 	1
229	애가 안쓰럽고 기특해서 눈물이 나오더라 	1
230	스탠리처럼 노동을 착취당하는 미성년자가 5천만명이 넘는다고 마지막에 나올땐 웬지 먹먹했다. 사실, 스탠리가 악덕삼촌집에서 벗어나는 것도, 그렇다고 춤으로 성공하는 것도 아닌. 그저 그렇게 현실적으로 끝이 나는 게 훨...	1
231	도시락 뺐어먹는 선생님이 영화 감독이군요. ^^ 	1
232	와...진짜 아이들의 순수함과 우정이 돋보이고 조금 어두운 소재를 항상 재미로 풀어낸 최고의영화다. 	1
233	먹먹함에 계속 눈물은 나면서도 피식피식 웃게되는 스탠리의 해맑음♥ 	1
234	남교사가 스탠리를 모욕할 때, 뚫어지게 노려보던 아이들의 눈동자가 마음 한 켠에 남는다. 가난을 향한 멸시에 함께 분노해주고 도시락을 나누는 것. 수많은 스탠리가 존재함을 알리고 함께 웃을 수 있는 방법까지 제시해주...	1
235	저는 8살이예요. 영화를 보는동안슬픔도 느끼고 기쁨도 느꼈어요.스텐리가 웃으면 나도 웃고 스텐리가 슬프면 나도 슬펐졌어요.스텐리가앞으로맛있는 도시락을 계속 가지고 왔으면 좋겠고 부모님이 안계시지만항...	1
236	스탠리와친구들 너무사랑스럽다~♥♥힐링이제대로되었다는 	1
237	훈훈한 이야기~~ 아이들의 입장에서 공감하면서 영화를 보았어요.인도영화는 암울할수도 있는 내용임에도 밝게 풀어나가는 부분이 좋아요 	1
