	title	review	label	rating
119	너무 재밌었어요!	간만에 본 농구경기 너무 재밌게 잘봤어요^^응원도 열심히하고 신나게 농구경기 보고 왓네요!담 경기도 보러갈거에요^^	1	10
120	까삐까삐	"1점차 패배..

하지만 직관은 역시나 강추!"	1	10
121	6강 플레이오프	재밌네요!	1	10
122	전주kcc vs 인천 전자랜드 후기	A석에 앉아서 봤는데 뷰도 좋고 즐거웠지만 1점차로 아쉽게 졌ㄴㅔ요ㅜ	1	8
123	추무능	물러나라	0	2
124	역시는 역시이군!!	"스펙터클 한 경기였습니다.

졌어도 잼난 경기 강추!!"	1	10
125	관람	멋진 대역전 경기여습니다	1	10
126	전주kcc	현장 분위기가 너무 좋았습니다	1	10
127	아이들이 농구장 또 가자고 하네요	"초등학생 아들들이랑 처음으로 농구장 나들이를 다녀왔습니다.
박진감 넘치는 경기에 열심히 응원도 하고..
아이들이 너무 재미있었다고 이번 주말에 또 가자고 하네요..^^"	1	10
128	잘 보고 왔습니다	"마지막 남은 S 구역 자리를 예매해서 다녀왔습니다.
가까이 앉아서 봐서 더 재미있는 경기를 즐겼습니다."	1	10
129	너무 너무 재미있어요	"3월 3일 조카들과 아들 데리고 전주실내체육관 방문했는데
제가 생각했던 것 보다 전주 kcc 너무 스릴 넘치고 재미있었어요~~
중간 중간에 응원도 재미있구요~~
저희 아들이 너무 좋아해요~~~"	1	10
130	꿀잼	중요한 경기는 아니였던것같지만 재밌었습니다	1	10
131	봄나들이직관	보나들이직관 구웃	1	10
132	예매하고 가니 편하네요	빨리 들어갈 수 있어서 좋아요	1	10
133	좋아요	경기장과 관람석이 가까워서 보는데 좋았습니다.	0	6
134	즐거웠습니다	"오랜만의 전주 직관경기네요

박빙의 경기에서 마지막에 집중력을 발휘해서

전주kcc가 승리했습니다"	1	10
135	화끈한 경기	비록 홈팀이 졌지만 엄정 재미있고 흥미 진진했습니다.	1	10
136	꿩 먹고 알 먹고, 도랑 치고 가재 잡고!!!	"남원의 대한학교 교사입니다.
방학중 모꼬지 활동으로 중학교 2학년 친구들과 함께 전주 KCC와 부산 KT의 경기를 보러 갔죠.
결론부터 말하자면, 대만족입니다.
우선 농구경기를 경기장에 와서 직관한 아이들이 대부분이라 아이들의 만족도가 아주 높았습니다.
평소 농구에 관심이 있는 아이들이 아니었는데도 말이지요.
경기는 조금 시시하게(?) 승부가 갈렸지만, 현장의 분위기에 취하는 데에는 지장이 없었습니다.
R석을 예약하고 갔는데,
아이들의 열성적이고 간절한(?) 응원으로 작전타임에 있었던 치어리더 댄스타임에 간식을 두 번이나 받는 행운도 누렸습니다. 그때 먹은 파파존스 피자와 배스킨라빈스 컵아이스크림의 감동이 아직도 아이들을 휘감고 있는 것 같습니다.
30분 전에 갔는데도 주차할 데가 마땅치 않아 난감했던 점을 빼면 대만족입니다!"	1	10
137	전주  KCC VS 원주 DB 프로농구	"지난 주말에 전주 KCC 홈경기 오랜만에
직관 경기 관람 너무 재미 있었음
4Q 막판 1점차이 KCC 공격
이제 이겼구나 생각 했는데
아쉽게
그만
그래도 우리 선수들
너무 열심히 경기 해서
좋았음
전주 KCC 화이팅 입니다.
다시 또 직관 가기로 결정함

감사합니다.

전주 KCC 화이팅 !!!!!!!!!!!!!!!!!"	1	10
138	티켓 예매 및 앱티켓 사용 편리	어렵게 좋은 좌석 예매하였지만 앱티켓으로 편리하게 좋은 경기 관람 잘 했습니다.	1	10
139	경기관람 후기 작성	앱티켓으로 편리하고 좋은 좌석과 좋은 경기내용으로  행복한 주말이었습니다.	1	10
140	재밌었어요!	"기분좋게 이겨서 더 좋았어요! 
현장감 최고&#128077;&#127995;"	1	10
141	재밌었어요	져서 아쉽지만 경기는 재밌었습니다.	1	8
142	예매석의 자리가 애매	전주 실내 체육관은 다른 체육관에 비해 좌석수가 적어 예매 당일에도 클릭이 늦었는지 원하는 좌석에 예매도 어려웠는데 그나마 남은 자리로 예매가 되었던 A석은 앞자리에 광고판이 있어서 관람이 좋지는 못했던것 같다. 더구나 초등학교 딸아이를 데리고 갔었는데 앉은키가 작은 관계로 일어나서 관람을 하다보니 뒷사람들의 눈치도 보이고 해서 편하지는 못함	1	8
143	재밌었어요	예매하니까 10프로 할인해주고(수수료는 붙지만) 저렴하게 잘 관람했어용!!	1	10
144	주차가 불편했지만 이겨서 좋았습니다	좌석도 불편하고 주차는 두시간전에 도착해도 못했지만 이겨서 좋았습니다.	0	4
145	즐거운 시간 보내고 왔습니다.	"우리팀이 이겨서 더욱 즐거운 시간을 보내고 왔습니다.
모바일티켓 참 편리하고 좋아요."	1	10
146	잼나게 봄	잘 봤네요	1	10
147	별로	s석에 앉았는데 카메라때문에 시야가 방해&#46124;어요...	0	4
148	관람후기	경기가 져서 아쉬웠지만 흥미로운 관람이었습니다~~	1	8
149	최고에요	"매번 보는 경기이지만 항상 재미있게 관람합니다
모두들 많이 보러 오세요"	1	10
150	찻 농구 관람~	"첫 농구 관람이었는데 정말 재밌고 스릴넘치구 2017년마지막이 좋은 추억 담고 갑니다~
"	1	10
151	박빙승부 꿀잼	"이정현 에밋 송교창 굿

김민구 젤 좋아"	1	10
152	개꿀잼 명승부	개꿀잼 명승부였습니다.	1	10
153	마음 졸이는 경기	"크리스마스라 가족들과 함께 경기를 관람하였습니다.
초등생 2명 조카들이 있었는데 모두 경기를 즐겁게 보았습니다.
군산에서 경기가 자주 없는데 열려서 덕분에 박진감 넘치는 경기를 보았네요
크리스마스라 더 선물을 준비하여서 나눠주셨고
KCC의 1점차 승리를 연장 끝에 보아서 더 좋았네요.
담에 또 볼게요"	1	8
154	재밌었어요	"친구따라 본건데

긴장감도 있고 생각보다 재밌네요 ㅋㅋ

경기장 안에 열기가 대단합니다"	1	10
155	꿀잼	이었다고 하네요 부모님 예매해드린거라서..ㅎㅎ	1	8
156	2017년 군산에서의 첫 경기	"올해 군산에서의 첫 경기를 인터파크에서 예매해서 보러 갔어요!
관중들이 엄청 많았어요. 모바일 티켓으로 구입해서 매표하느라 줄 서지 않아서 좋았어요.
인터파크 모바일 티켓 너무 좋아요. 자주 이용해야겠어요.
경기는 막상막하였는데 연장까지 가서 kcc가 이겼네요....
다음 30일 삼성전도 인터파크에서 예매했네요^^"	1	10
157	즐거운 관람 이었습니다.	"농구경기는 재밌게 봤는데요...
예매 할때 홈팀하고 원정팀 구역을 확실하게 나누어서 티켓팅 할 수 있었으면 좋겠습니다.
저는 홈팀 응원하려고 앉은 자리 였는데 바로 뒷자리 여성분이 원정팀 응원을 너무
심하게 해서 너무 거슬렸습니다. 아니 거슬리는 정도가 아니라 나중에는 한쪽귀를
막을 수 밖에 없었습니다. 괴성을 너무 질러서ㅠㅠ

"	1	10
158	심장 쪼이는 연장전	"매번 군산에서 전주까지 가는 수고스러움을 뒤로 하고 1년여만에 군산에서 경기를 관람하게 되었다.
마음 같아선 KCC이지스가 쉽게 이겨주길 바랐지만 오세근과 사이먼, 피터슨 등이 있는 KGC는 그리 만만한 팀이 아니다. 다행히 연장1차전에서 이겨줘서 경기장을 찾은 군산 팬들의 속을 시원하게 해줘서 너무 고마웠다. 울 선수들도 남은 경기 끝까지 열정을 불태우며 승리하기를 바라며, 기왕이면 군산에서 하는 경기는 모두 이겨줬으면 하는 바램이다.
전태풍 선수는 언제쯤 볼 수 있으려나! - 빠른 쾌유를 빈다."	1	10
159	재밌었습니다.	오랫만에 재밌는 경기 봐서 좋았습니다.	1	8
160	처음 가본 농구장	처음 가봤는데 거리도 많이 가깝고 경기도 이겨서 재밌었어요 다시 가고 싶은 재미가 있네요ㅋㅋ	1	8
161	-	...	1	10
162	즐거우 하루	"사전 예약으로 관람하기 좋은 위치에서
경기하는 선수들의 진한 땀냄새를 맡으며 응원도 열심히해 응원한팀도 이기고
아이들은 즐겁게 응원하고 덤으로 치어리더에게 통닭도 선물 받고
나는 추첨을 통해 맥주 1BOX 받고
스트레스 풀고 기분까지 UP 되고 즐거운 하루 였습니다.

사전 예약으로 좋은 자리에서 즐겁게 응원 하세요."	1	10
163	좋았어요~~	"간편하게 스포츠 예매가 가능해서 좋았습니다~
인터파크앱 깔면 티켓 발권 없이 바로입장이 가능하대요~
다음에 또 이용하고 싶어요^^"	1	8
164	티켓예매^^	"티켓미리예매해서 농구보고왔어요^ ^
매표소에서 티켓으로 바꾸고 관람하러 들어갔네요^^

오랜만에 농구장가서 스트레스풀고 왔답니다
담에또 미리 예매해서갈꺼예요^^"	1	8
165	추천합니다	"예매가 간편하고

결제도 편리해서 관람 잘하고 왔습니다~~"	1	10
166	여친과 농구 데이트	"여자친구와 농구 데이트를 했습니다.
농구는 축구 야구에 비해 선수들과의 거리가 훨~~~씬 가깝고 경기도 빠르게 진행돼서 여자친구도 재밌게 봅니다. 규칙도 간단하고요.
일년엔 한 두번정도 보는데 항상 좋네요.
다만.. 왜 맨날 저희가 가면 지는지 ... 모르겠네요...
암튼.. 농구 데이트 강추"	1	10
167	재밌어요	아들과 같이 농구보러 갔었는데 아들이 너무 좋아합니다. 스릴 넘치고 재밌었어요~~	1	8
168	관람후기	"처음으로 부모님 모시고 경기관람 하러 간건데 시종일관 끌려다니다가 시합에 져서 아쉬웠었어요. 
그래도 작은 이벤트에도 당첨되고 나쁘지는 않네요."	0	6
169	굿굿	이겨서 더 조아용	1	10
170	정말 쫄깃, 쫄깃	"응원했던 케이시시가 마지막 스릴 넘치는 역전승을 아들과 같이 지켜봤죠.
정말 정말 행복했습니다."	1	10
171	재밌었어요~~	"
마지막에 극적으로 이겨서 완전 재밌었던 경기!!!"	1	10
172	뜨거운 열기는 현장에서...	"온 가족이 처음으로 농구 경기 관람을 계획한 가운데 - 야구와 축구 경기는 자주 다님-
인터파크 티켓 사이트를 통해 전주 KCC와 안양 KGC 경기 예매 후 사랑하는 아내와 두 아들 녀석과 
함께 처음부터 끝까지 흥미진진하게 경기 관람을 했는데,
두 아들 녀석이 이제는 농구 경기를 자주 보러 오자고 하네요....
항상 기쁘고 즐거운일만 가득하기를 바랍니다."	1	10
173	개막전 승리	"전주 홈 개막전 승리로 장식한 경기였어요.
간만에 농구 볼수 있어서 좋았고..
로드의 통쾌한 덩크 볼수 있어서..
대박이었던 경기였네요.. ^^"	1	10
174	예매는 인터파크..	"농구의 계절이 돌아 왔네요,,
저는 안양kgc 시즌권을 인터파크티켓에서 구입하여 올 한해 편안하게  안영 홈경기를 관전할 수 있게 되었습니다.
작년까지 안양에서 선수 생활을 했던 이정현 선수가 전주로 팀을 옮겨 첫 홈경기라 전주 티켓을 부랴부랴 구매하여 농구도 관람하고 2박3일간의 전주 여행은 덤,,,

인터파크 티켓..  가끔은 콘서트 관람으로 힐링을 하게 되는.. 참 고마운 친구네요.."	1	10
175	역쉬 예매는 인터파크 티켓	"농구의 계절이 돌아 왔네요,,
저는 안양kgc 시즌권을 인터파크티켓에서 구입하여 올 한해 편안하게  안영 홈경기를 관전할 수 있게 되었습니다.
작년까지 안양에서 선수 생활을 했던 이정현 선수가 전주로 팀을 옮겨 첫 홈경기라 전주 티켓을 부랴부랴 구매하여 농구도 관람하고 2박3일간의 전주 여행은 덤,,,

인터파크 티켓..  가끔은 콘서트 관람으로 힐링을 하게 되는.. 참 고마운 친구네요.."	1	10
176	잘 봤습니다	현장보다는 단 얼마라도 저렴하게 구입했습니다. 다음에 또 이용할께요	1	10
177	Kcc화이팅	Kcc화이팅 직관또갈깨요!	1	10
178	재밋어요	정말 재밋었어요~~	1	8
179	역시kcc	개막 후 2연패중이라 오늘도 지면어쩌나 걱정을 많이했는데 우려와는 달리 너무나도 멋진 플레이를 보여주셔서 너무나 감사하고 이번경기로써 진정한 kcc의 모습을 찾은 거 같아 너무 기뻤습니다 88-101이라는 점수로 이겨서 더 행복하고 로드의 세리머니ㅋㅋㅋㅋㅋㅋ 너무 귀여웠어요 경기 잘봤습니당	1	10
