	labels	reviews
31	1	타격감 한창 바닥치다가 지난주 일요일부터 올라오기 시작했고, 어제도 켈리 볼이 좋았음에도 공 잘보면서 커트도 잘하고 좋았습니다.  그런데 주심 놈이 볼을 스트주고, 노스윙을 헛스윙 판정내면서 카운트 몰리고 볼넷이 스트로 둔갑하면서 망한거지 
32	1	변상권. 박준태. 김혜성. 김하성. 이정후. 요즘 타선을 이끄는 선수들이죠   준태 선수는 나이는 좀 있지만 ㅎ 
33	1	독하게해라 올시즌 마지막 경기여도 가을야구에 만날확률  높은데  짓밟을때 확실히 짓밟아야  다음에 쫄아서 못덤빈다... 
34	1	타격 스트롱이여~~ 
35	1	어제의 답답함이 싹 씻겨 내려가네요! 이렇게 잘 할거면서 어젠 왜 그랬던거야~~~^^ 
36	1	
37	1	제가 속으로 빅이닝 하자고 주문을 걸었는데 맞아가네요..ㅎㅎ 좋아요~ 계속 잘합시다..^^ 화이팅.!! 
38	1	어젠 노아웃 2루 3루도 득점 못한거들이  징하다 여기서득점을 하던말던  한두점이면 오늘 지킬자신있나보지??? 
39	1	윌슨이 잘 던진건가.. 
40	1	매번 외국인선발들에 고전하는거 같아요 가을야구해서도 큰 문제일거같은데 오늘 공략 제대로 했으면 좋겠어요 ㅠㅠ 
41	1	당분간 좀  1루수 김웅빈 2루수 김혜성 3루수 전병우 ss 김하성 DH 러셀이나 서건창 컨디션 봐서 기용하고 러셀 공격 좋아지면 수비 살아나것지  포수는 제발 이지영으로 참치는 대타 대기  이 빙다지 핫바지 돌혁아 
42	1	이장석나가고부터ㅋㅋㅋㅋㅋㅋㅋㅋ허민이개쓰레기같은새끼가 내부정치하느라 장정석감독처내고 수석코치경험도없는 손혁감독자리앉혀놓고 샌즈돈아낄려고 싸게후려칠려다 놓치고 계약금아낄려고 송명기거르고 윤정현ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 윤정현뽑은이유 보여줄려고계속기용시키고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이장석이다시자리잡고 뒤에서지시안하는이상 계속이런흐름이다가 팬들다떠나겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
43	1	정말 뭐하는 짓인지ㅋ  하루도  수비 그냥 두는 날이 없네ㅋ 수비코치도 초임이고  겨우내 연습도 제대로 안 한거 같은데 무슨 생각으로 이렇게 뻘 짓을 하는지 약점을 극대화 하고 있으니 실책 줄일 방안을 좀 생각해보라구??? 돌혁아  확 그냥 조패버리고 싶다 
44	1	이런 기사가 딱 뜨네요.  제발 그의 믿음대로 야구가 되길..ㅠㅜ  오늘은 승리하길 바랍니다!! 
45	1	선수들 매일 실책하는데 도와주지는 못할망정  매일 포지션 바꾸는 명장병 감독!!!  될수 있으면 감독 뭐라 안할라 하는데 도저히 답이 없네요.  게임에서 야구하는지 매일 포지션 변경..ㅉㅉ  선수들은 당신의 장기말이 아닙니다 
46	1	왜 포수도 한번시켜보지  ㅎㅎㅎ 
47	1	진다면‥ 왠지 연패 늪으로 이어지면서  하위권으로 추락할 수 있음  제발‥ 정신차렸으면 
48	1	부상 선수도 많고 지친 선수도 많고  나중에 경기 많이 하더라도 차라리 오늘 우취되면 좋겠네요.  특히 이정후 선수의 밸런스 붕괴가 우려됩니다.  이 때 정상 컨디션의 박뱅이 있었다면..ㅠㅜ  암튼 오늘은 좀 쉬어갔으면 하는 바램입니다. 
49	1	오늘 장정석 감독님이 게시판에 쓰신 글을 다시 찾아 읽었습니다. 읽는 내내 하염없이 눈물만 흘렀습니다. 3년간 온갖 사건사고 속에서도 묵묵히 히어로즈의 승리를 위해 최선을 다해주신 감독님을 말도 안되는 이유로 내치고, 우승이라는 한단계만 남겨 놓은 전력을 가진 팀에 히어로즈를 버리고 떠난 수석코치 경험 조차 없는 사람과 감독 계약을 하다니 정말 화가 났었습니다. 장정석 감독님의 히어로즈는 질 때도 있었지만 그래도 졌지만 잘 싸웠다 이런 느낌이 있었는데 올해 누군가의(감독이라 지칭하기도 싫으네요) 히어로즈는 대체 왜 저렇게 운영을 하는지 정말 이해가 안될 때가 너무나 많습니다. 사심으로 실력도 안되는 선수를 선발로 내보내는 경우도 많고, 말도 안되는 수비와 타순 변동으로 인해 적응도 안되고 그로 인해 경기력 저하로 오는 스트레스는 오로지 팬들의 몫인가요? 어떻게 해야 팬들의 목소리가 팬들의 희망사항이 조금이나마 닿을까요? 정말 히어로즈 경기를 시간 가는 줄 모르고 보면서 울고 웃었던 때가 그립네요   
50	1	삼진왕 불명예는 있긴 합니다만 건강한 모습 빨리 보고 싶네요 배재환 ㄱㅅㄲ 
51	1	
52	1	1 ~ 2점이 최선인가요??? 브리검 완봉 확률있을까요?? 대체 언제까지 당해야 합니까??? 정상봉님..... 선출이 아니라서 애들이 말을 안 듣는건가요?? 박동원은 상대투수가 10대 던지면 8개가 변화구인데 직구 노리고 있는 건 무슨 생각인가요?? 팬들도 지금 순위에 납득을 못 하는데 lg한테 지니.... 오늘도 쉽지 않을거란 생각을 하니 더 힘드네요!! 초반에 1점씩 차근차근 점수 뽑고(팀배팅이 동반) 용병 투수들 투구수 늘려가며 뒤에서 크게 가는거 아닌가요?? 처음부터 고개 다 돌아가서 크게 치고 초구에 쳐서 죽어버리고 팀배팅 실종에 불펜투수들 다 갈리고... 선발투수들 7이닝을 시원하게 던져주는 게 하늘에 별따기고..... 언제까지 이러실래요?? 못 하겠으면 자리만 차리하고 계시지 마시고 제가 가겠습니다 팬 분들 생각하면 정말 가슴이 아픕니다 경기력에 방해되는거나 소통하지 마시고 팬들이 궁금하는 것이나 소통하셔요!! 정말 운영이 아쉽습니다 눈에 보이는 프로모션도 없고 선수들 유니폼도 한결같고 마케팅..... 오히려 코로나라서 다행입니다 일개의 월급쟁이라도 저는 이렇게 하지 않을 것 같습니다  
53	1	프런트 분들 여기서 게시글 관리할 정신은 있으신가 보네요...^^  
54	1	﻿4,5위팀하고도 차이가 얼마 나지 않습니다... 오늘은 꼭 안정적으로 이겨서 꼭 순위 올려주시길....!  
55	1	그래도 명색히 프로 감독이고 울 팀 수장인데‥  1. 경기 운영력 (용병술/작전구사/대타성공율/투수교체율‥ 등등) 2. 선수육성 3. 데이타 활용 4. 팀 장악력 5. 위기극복능력 6. 노력형  도대체  뭘까요?? 
56	1	7월 하순 KBO리그 무대에 데뷔한 러셀은 이날까지 38경기에서 8실책을 기록 중이다. 게다가 실책 하나하나가 치명적이다. 러셀이 기록한 8실책 중 6개가 실점을 불러왔다. 러셀의 실책으로 인해 비자책 실점만 7점이나 된다    
57	1	일단 수비안정화가 제일 중요한거같고 러셀이 유격수에있을땐 더 불안하니 차라리 2루가 나은듯 그리고 김혜성 선수는 요즘 타격감이 좋지않아 쉬는게 좋을거같아요.... 
58	1	2위 엘쥐..  3위 키움..  아무리 주전이 많이 부상이더라도 납득할수 없는 순위표입니다..  오늘은 반드시 이겨서 2등 찾아오길 응원하겠습니다..!!! 
59	1	뭘해도 우승은 힘들것같습니다  올해가 우승적기라고 그리 말했건만 감독이 그걸 망쳐버리고 있네요 단기전은 감독 역량이 큰 비중을 차지하는지라 지금처럼 한다면 우승은 안녕이네요  팬분들 중 우승 보고 싶지않은 사람 없을겁니다  그래도 또 티비앞에서 오늘은 이겨라 응원하고 있는 제 자신이 좀 미친것 같습니다  진심 요즘 우울하네요   
60	1	어제 경기 보다가 너무 속터져서 티비를 꺼서  끝까지 보진 못했지만 손혁 감독의 문제가 여지없이 또!! 드러났네요  1. 박준태 번트 : 타격감 올라오고 있고 어제 경기 유일한 득점을 내준 선수인데 또 번트 지시.  그렇게 번트가 하고 싶으면 그냥 손혁 혼자 경기 끝나고 하지 뭘 자꾸 번트를 하고 싶어서 난리부르스인지.  작년 재작년엔 번트 시도가 적어서 가뜩이나 번트 못대는 선수들한테 번트지시 하면 번트 성공이 됩니까? 그렇기에 번트 시도 대비 성공률이 리그 최악아닌지요?  스캠에서 번트 연습이라도 했는지 의문이 들 정도의 성공률이던데.  스몰볼 좀 그만합시다.   2. 돈주고 FA 잡은 이지영은 냅둬서 국 끓여드시게?  삼각 틀드 이후 최고의 수혜자는 키움이라고 할 정도로, 박동원/이지영 투포수 체제는 혁신적이었습니다 전임 감독 그림자 지우기인건지 돈주고 (그것도 오주원 FA금액 깎고 장영석 팔아서) 잡은 이지영 선수는 절대 끝까지 내질 않더라고요 투포수의 장점이 뭡니까? 포수 체력 안배해주고, 투수들과의 호흡도 조절하는거 아닙니까? 체력 안배가 되면서 수비와 공격 주루 모두 안정감이 들고 투수들 역시 최상의 컨디션인 포수와 호흡 맞추면서 환상의 배터리가 되는거 아닌지요? 8월말 삼성전에서 이지영 주루사에 대한 인터뷰 답변을 보면  '경기에 띄엄띄엄 나가서 나갈 때 마다 더 열심히 하려고 한다' 며 ' 그러다 보니 생각이 앞선 부분이 있었던 것 같다. 오늘은 미스를 많이 했다.' 라고 자책한 부분이 나옵니다.   여기에서의 포인트는 경기 출장에 대한 부분입니다.  이지영 선수 산 이후로 제대로 써보지도 못하고 있고  어쩌다 한 번 나오는 경기, 감독 눈에 들어서 잘 해보려다가 의욕과다로 어이없는 주루가 나오는 것 아닙니까?  선수들이 걱정없이, 최선의 기량을 발휘할 수 있도록 해야하는게 감독의 책무 아닌가요?  동시에, 박동원 선수의 출장이 많아지면서 체력이 떨어지고 타격 싸이클 역시 침체되어 있습니다  그리고 이지영 선수의 경우 이승호 선수나 다른 어린 투수들에게 좋은 귀감을 보여주고 경기 중에도 많은 대화를 이어나가는걸 볼 수 있는데요.  박동원 선수가 박준태나 전병우, 변상권 선수와 같은 타자들에게 좋은 영향을 준다면 이지영 선수는 팀의 분위기 메이커로, 큰 형으로, 그리고 투수들에게 좋은 조언을 해주는 선배라고 생각이 드네요  그런데 이런 선수를 왜 기용하지 않는건지 모르겠습니다. 저는 이지영 선수를 3할이 가능한 포수라고 생각하는데..    3. 수비 포지션  러셀 온 뒤로 내야진이 포화가 되며 계속 지랄병을 낳고 있는데요.  어제 경기에서 김혜성-러셀 키스톤에 대해 걱정이 되었습니다.   키스톤의 호흡을 자주 맞춰봐야 실책도 적고 완벽한 플레이가 나올 수 있는데요.  제가 생각하기에 이번 시즌 최상의 키스톤은 유격 러셀 2루 김혜성 이라고 생각하는데.  이 둘의 조합을 좀처럼 볼 수가 없고, 선수들 역시 경기 하며 호흡을 많이 맞추지 못하다보니 아무래도 수비의 합이 맞지 않는 것 같습니다.   팬들이 러셀 선수 온 뒤로 주구장창 한결같이 손이 아프고 입술이 부르트게 말하는게 수비 포지션을 정하고 꾸준하게 쓰라는 것 아닙니까? 이러다가 가을 야구 가서도 매 경기마다 바뀌게 생겼네요.  지금이라도.. 늦었다고 생각할 때가 정말 늦은거니 빨리!! 포지션 확립하고 경기 진행 했으면 싶습니다.    4. 타격감 올라오는 선수를 왜 라인업에서 제외하는지? 제가 저번에 썼던 글에도 서건창 아니면 김웅빈을 라인업에서 제외할 지 궁금하다고 했는데 이번에 여지없이 김웅빈 선수를 라인업에서 제외했더라고요  김웅빈 좀 빼라 왜쓰냐 손웅빈이냐 미친거냐  라고 말할 때는 진짜 미친놈처럼 김웅빈만 주구장창 박고 쓰더니  이제 볼넷으로 나가고 타격감 좀 살아나고 옵스 떡상하고 있는데 갑자기 라인업에서 제외하네요?  이쯤되면 다른팀 스파이입니까?  러셀 선수 물론 지금 여지없는 똑딱머신이지만 처음 한국 와서 경기 시작할 때 좋은 모습 보여줬습니다. 그러더니 갑자기 체력안배해야된다고 라인업에서 빼고 지타로 출장하고 타격감 사망 수비도 사망 그냥 모두 사망   수비 물 오르고 있던 김혜성 갑자기 라인업에서 빼고 좌익으로 빼서 타격 사망  쓸놈을 안쓰고 안쓸놈만 박아두는데  타격은 싸이클이기 때문에 떨어지기 전에 단물 쪽쪽 빨아먹어야 합니다 단물 빠지면 감 잡게 2군으로 내리든 해야하고요.  잘하는 놈은 제대로 빨아먹고, 못하는 놈은 쿨타임 채우게 해야되는게 기본 아닙니까?   그냥 히어로즈 구단은 연봉 3000에 저 데려다가 써주세요 어차피 돈 없는 구단..  경기 말아먹는 감독에게 연봉 2억씩 주느니 가성비 좋게 제가 3000만원으로 딜 하겠습니다. 구단에서도 솔직히 개꿀아닙니까?       
61	1	헉 감독님!! 우승할 맘 또는 포시 가고 싶으면 제발 말좀 들으이소. 1. 수비 고정하소: 선수도 헷갈려 매일 에러 남발이오. 2. 참치 빼고 이지영을 주전 포수로 앉히소: 변화구 약점 세상이 다 알고, 상대타자 무서워 승부 못하는 볼배합은 투수 죽이는 일이오. 기분파인 참치보다 냉정하고 타격좋은 이지영을 추천하오. 3. 최상의 컨디션 유지하는 선수로 오더를 만드소: 진짜 넋나간 친구는 며칠간 쉬게하소. 체력안배는 장기전에 필수요. 4. 장난감 총 치우소: 절박한 상황에서 애들 총싸움도 아니고...차라리 홈런 친 선수에게 장갑이라도 선물하소. 5. 투수교체 진중하시오: 항상 타이밍 놓치고, 상대타자 분석 안하고 올리니 얻어 터지기 일쑤요. 6. 구단은 팬심 무시하지 마소: 모두 팀의 승리를 위한 진언이오. 명심하소.      
