	review	label
50	이명박이 서울 시장이였으면 개때 같이달려들어 욕 했을껄 박원숭이 책임이다	0
51	그냥 떨어지고 갈아엎자ㅎㅎ	0
52	러시아의 꿈은 접는게 건강상 좋다	0
53	잔디 때문에 가슴이 메어지는것같다	0
54	그러면 여기에댓글다신분들 그렇게잘하시면서 왜 국대로 안뽑히셨어요? 잔디탓이건 감독탓이건  지면 더응원하면되는거지	0
55	아시아는 수준에비해 월드컵 티켓이너무많다 1.5개도 과분한데	0
56	잔디가 잘못했네;;;	0
57	우리 지금 이길수있는 나라 10개는 있죠?	0
58	이란이시리아한테져주는거아니면절매안진다ㅋㅋㅋ이건장담함	0
59	이젠 월드컵에 관심도 없어졌는데.......	0
60	이동국은 40나이대가되었는데 왜 나오는거지 그렇게 인재가없나	0
61	신태용 나 떨고 있니?	0
62	중거리슛은 엿바꿔드셨지 ㅋㅋ	0
63	상암에서 콘서트하니까 잔디가 저모양 아님?	0
64	세삼스럽게 왜그래....	0
65	나한테 맡기면 한국가서 꽁짜로 잔디밭만들어줄텐데 !!	0
66	요번에 월드컵 못가면 진짜 창피하게 생각해야하고 국민에게 진심으로진심으류미안해야한다	0
67	카타르하고 중국한테 진게 컷다	0
68	이나라는 제대로돌아가는게  이스포츠밖에 없어 ㅋㅋㅋ	0
69	아즈문도 없고 1.5군 이란 10명한테 유효슈팅 0	0
70	러시아 가면 뭘하나?? 세경기 연속 지거나 비기고 그룹 스테이지 에서 탈락이 뻔한걸. 백승호와 이강인이 활약하는 2022 을 기대함.	0
71	한국이 제일 좋아하는 수는 경우의 수라서 일부러 연출하는 겁니다. 여러분들	0
72	확실히 기성용의 빈자리가 크긴한듯	0
73	일본과 이란은 세계적인 수준으 로 성장했지만 한국축구는 오히려 동네축구로 전락했네요.  일본축구를 유심히 보세요 한국축구와 어찌 다른지.....	0
74	월드컵 한번쯤 못나갈떄도됬지..	0
75	지는게 겁나서 교체도 못하고..유효 슛팅 0개  경기장 탓는 하는  감독.선수들. 퇴장당한 이란 1.5군 상대로 어제 경기력이 한국의 수준이다	0
76	망했어 우즈벡한테도 지겠지 ㅋ잔디탓  관중탓??	0
77	코치부터ㅋㅋ ..선수까지맘에드는맴버손흥민정도빼곤다쓔레기다 와.. 진짜이런실력으로월드컵가면나라망신	0
78	잔디,감독 문제가 아니인듯....일단 선수층이 유럽쪽에 비해 넓지 않다...그리고 02때나 옛날선수에 비해 적극성이떨어지는듯...뭔가 옛날 영상보면 지금보다 훨씬 많이 뛰고 댕기는데...	0
79	제발좀 이기자 우즈백전, 부탁한다..	0
80	내가 30대 중반인데 내가 태어난 이후로 처음으로 월드컵 본선에도 못가는 불상사는 안봤으면 좋겠다	0
81	개인기하고 창의 있는 응용패스 없이는 절대 승리할 수 없다 이거지	0
82	야 이정도면 일부러 이러는거 아니냐?? 무슨 유럽팀하고 붙은 것도 아니고... 2경기연속 유효슈팅 0개가 말이되냐????? 노답이다 노답	0
83	잔디탓 관중탓 인종탓 삼위일체오졋따	0
84	저딴실력으로무슨우즈벡을이기냐	0
85	축구해야하는데 경우의수 구하고 수학시간이네 ... 이럴꺼면 도박으로 이승우 백승호 장결희 끌어다 쓰지 ...	0
86	미래에서왔습니다 한국은 우즈벡상대로 엄청난 경기력으로 3:0으로 이깁니다 손흥민 이동국 황희찬 득점	0
87	월드컵을 못나가는 한이 있더라도 축협 고위관계자 꼰대들은 기득권 죽어도 포기못하지~	0
88	이젠 월드컵에 점점 관심이 없어져 간다..... 중3 때 2006 독일월드컵엔 왜 관심이 쏠렸었을까..... 차라리 로드FC가 1988배 낫다고 해야 하나	0
89	조기소집 안 했으면 패했을거다...	0
90	잔디가 안좋아서 제실력 다 발휘못한거 사실이고, 잔디 좋았다해도 못했을게 뻔히 보였던게 사실이고	0
91	오즈벡전 지고 시리아가 이겨서 플오프 나가길 기대합니다 그리고 축협 개털리길 바랍니다!!!한국은 스포츠에서 영웅이 나오길 바라다가 이모야 됐지  엘리트 축구론 세대 마다 실력차이 넘크지 영웅 감독 선수 바라지 말고 이번 완전 망하고 새롭게 팀 제도 개선 좀 해보자	0
92	오히려 지지 않은 게 더 신기할 상황의 경기였지. 되려 이길 수 있게 밥상이 차려져 있음에도 밥상이 어디있냐는 식의 경기 운영을 할 꺼면 애시당초 왜 했는지가 의문이다.	0
93	월드컵 나가지마 그냥 나라 망신 시키지말고	0
94	"ㅋㅋㅋㅋ에휴 그냥 나가지말어  지켜보는 사람들 가슴조마조마하게 만들지마 이제 지긋지긋하니까미래란없다 니들 축구 ""안""한다고 욕안해""못""하니까 욕하지"	0
95	그냥 나가지마 감독탓도 아니고 선수들  실력,의지,투혼 다 모자란거야  나가봤자 나라망신여	0
96	그래 너희 말대로 잔디 때문이면 꼭!월드컵나가서 러시아 새잔디에서 1승이라도 하나 보자 우주벡은 우리 잔디보다 좋겠지? 얼마나 잘하나보자 응원을 해줘도 불평불만이고 너희들 능력치가 부족하다고 생각 안하고	0
97	결국 신태용도 김신욱으로 뻥축구	0
98	잔디탓 하지 말라. 한국만 그 형편없는 잔디 위에서 뛰었나?	0
99	축협과 관중뿐 아니라 선수도 이제 정치질 꽤 늘었네,외국인 감독은 문제가 터질만하면 투입되는 쿨러같은 개념.	0
100	대한민국이 저 경기에서 이란을 이길 수 있을 확률이 높았던 이유./1. 상대팀이 1명이 퇴장당한 상태, 2. 더군다나 중국이 우즈벡을 잡으면서 4위로 내려앉게 해 줌, 3. 거기서 선수교체 타이밍을 조금 더 빨리했다면 경기 판도가 확실히 바뀌었을 확률이 높았음/허나..1. 1명이 퇴장당했음에도 되려 역습에 당황하기 급급했고, 2. 중국이 우즈벡을 잡아준 것 제외하면 유효슈팅은 실종된 지 오래고, 3. 경기 종료 10~20분 남겨놓은 상태에서 막판 몰아 교체를 해 먹어서 욕이란 욕은 다 처 먹었지. 이럴꺼면 차라리 슈틸리게 계속 놔두기 그랬냐?	0
101	뭐? 우리쪽이 더절실해서 잔디영향에 더 예민했다고? 장난치나...그럼 이란은 절실하지않고 설렁설렁해서 잔디영향안받았나? 것참 요상한해설이네...	0
102	개개인 운동신경 역량이 부족한거라니까 감독탓 경기장탓 하지말자	0
103	韓国サッカー本大会出場おめでとう	0
104	한국이 축구를 못하니까 축구경기가 저모양인거지 뭘 따지고 뭘분석하는데??분석하고 얘기하면 축구가 잘해지나???한국축구는 못하는데 ㅋㅋㅋ	0
105	한국축구 왜 이러나 붉은악마 다 필요없다안방에서 이기지 못하고 왼 잔디잘못핑계를 대고있냐 실력이 부족한걸 탓해라	0
106	이번에는 월드컵나가지마라!!~~~~월드컵에 못나가면 축협과 선수들 싹~~~물갈이해라.!!!!!!	0
107	7천만원중에 반은 누구의 배로 갔을꺼다!ㅋㅋ  걍 탈락해라ㅋㅋ! 역시 우리나라는 뭐든지 해보고 문제점 있으면 핑계 삼고!ㅋ ㅋㅋ 사전에 방지 할 생각은 죽겨도!안하네ㅋㅋ	0
108	그냥 우리나라 개못함	0
109	요즘은 스포츠나  기업이나  애새끼들 정신력이 진짜 너무 하향평준화 되어있다  적극성이 떨어짐	0
110	국내 프로축구에 관심을 얼마나 가져줬다고 국가전에서 성적 않나오면 허구언날 선수탓 감독탓만 하는지...	0
111	월드컵 한번 못나가봐야 정신차리지	0
112	잔디나 선수들이나 형편없내요	0
113	잔디탓은 프로들이 맥그래거가지고 글러브 탓하는거랑 뭐가당러	0
114	다 좋은데 제발 빨간색 좀 안 입으면 안되냐?? 왜 그렇게 빨간색에 집착하는거지? 진짜 관객들도 다 빨강색이고 중국인줄...	0
115	7천만원 어디로 갔는지 잡고 징역쳐넣어라 재산 몰 수하고	0
116	탈락해도 할말없음 솔직히 이상태로 월드컵나가도 16강은커녕 개쪽만안당해도 다행이지 3년전 엿던지던사람들 기억조차 안나나봄	0
117	그냥 속 시원하게 나가지마라 김남일 말대로 빠따로 쳐 때려야지 정신 차릴까말까다 편한갑네 신태용 감독 희생양 되겠네 ㅉㅉ	0
118	아니...교체선수 이동국을10분도 못뛰게 88분쯤에 교체 이건...어떡할거...	0
119	이번 월드컵 걍 때려쳐라 세대교체 바로 들어가자 U-20맴버를 좀 더 보완해서 이강인 추가하고 그들에게 손발을 맞추고 다양한 기회를 제공해라 그럼 최소한 지금의 대표보단 더 좋은 경기력을 보여 줄것이다	0
120	잔디가 좋았다면 이란이 이겼을것이다.스포츠는 경기에 나서면 선수들은 이기려고 할것이다.신태용 손흥민은 잔디변명하구 주장완장찬 김영권은 관중소리땜에 프레이 잘안되었단다.변명도 가지 각색이다.짜슥들 겸허함을 모르는구만. 그래선 우즈베키스탄 원정 뻔하다.겸허함을배우라.	0
121	신태용이 다 망친다	0
122	기성용이 했던 말이 생각납니다. 예전에 선수들이 모이면 축구경기 이야기만 했었는데 요즘은 연봉 이야기, 어디가 많이 준다. 이런 말만 한다고.. 돈이 정신을 지배하고 있는데 어떻게 좋은 경기를 하겠습니까..선배들이 떠나고 희망이 보이질 않네요.	0
123	다른팀은 뭐냐? 신이냐? 탓하지마라ㅡㅡ	0
124	떨어져라 그 형편없는 실력으로 올라가면 못올라간 유럽팀한테 미안하지도 않냐;;	0
125	제발 탈락해라. 우리나라 야구, 축구 모두 정신차려야 한다	0
126	조건은동일이란가서모래운동장에서도 승패는나는법!언제부터좋은잔디위에서뛰었나?	0
127	신태용 욕안했으면한다  전감독이 다망쳐놓은거  최대한다시살리려고 1달만에 선수꾸리고 전술짜고 선수컨디션체크하고  고생하는데 욕하지좀말자	0
128	해외선수들 핑계하지마라 에휴  잔디도꾸졌지만 잔디소리하고 팬들 응원소리탓하는 국대 인성이 아주그냥 실력은호날두메시에 포그바 음바페 등등 슈퍼급선수실력인줄아나보닼ㅋㅋ 니들이 뭐라하든간에 국민들은 한국메시, 프리날두 그렇게대단히 보이진않는다 실력이나 쌓자 아님 k리그 최고 선수들로 팀짜서 좀딸리는 선수들만 해외파선수들로 좀메꾸든지	0
129	이승우 소환해	0
130	비기면 무조건 3위아닌가??시리아가 이란을 이길지라도...골득실차가 아닌 승자승 원칙인데.....	0
131	이젠 하다하다 잔디탓을 하네... 이란은 유럽잔디에서 겜했냐... 네이마르는 흙바닥에서 연습해서 세계최고 선수가 되고.. 우사인 볼트느 흙바닥에서 뜀박질해서 세계제패하고...  우즈벡한테 져라...	0
132	한일월드컵 투지 정신력  다어디갔나완전 시골 통벌축구하고 있다감독도 기술력 선수기용 부족있지만 선수들에  의욕 투지정신력 팀웍 어디하나제대로된 경기력을보여주지 못했다이실력으로 본선에 나간들 망신만당하고돌아올것이 불.보듯뻔하다 축구협회에전체적인 물갈이가필요하다의욕	0
133	근데 재밌는게 레스터처럼 라니에리인가뭔가하는감독나가고 경기력바꼈는데 설마 한국도 레스터처럼 경기럭바뀌면 아마도 애새끼들 태업드립 나오겠지 난 한국이 레스터처럼 경기력바뀌고 월드컵나갔으면 좋겠다 화이팅💜	0
134	이제좀 욕하지말고 응원좀해주자 신태용감독도 부담속에서 경기하고 부임한지얼마 되지도않앗고 지적할건하는거 알겟는데 너무 일방적으로 까기만하잖아 ,, 진짜 문제긴문제다 잘하면 똥꼬오지게빨고 못하면 진짜 죽일기세로 달려들고 응원좀해주자이제는	0
