	title	review	label	rating
10	아쉬웠지만..	처음 vip좌석에서 응원을했지만 역전패...	1	10
11	응원하기 좋은 자리입니다.	"응원하기에 좋은 자리입니다.
치어리더 사진 찍기엔 안좋아요."	1	8
12	오랜만의 직관-♡	"우천으로 지연, 중단, 또 중단으로 너무 힘들었지만 
오랜만의 야구장 나들이라 너무 좋았어요
"	1	8
13	야구는 사랑하지 않을 수가 없어	"야구의 매력을 보자. 첫째, 구기 종목 대부분은 공을 통해서 점수가 난다. 거의 유일하게 공 아닌 사람이 홈에 들어와야 점수가 나는 종목이 야구다. 말하자면, 인간적이다. 둘째 다른 종목은 시간제한이 있다. 그러나 야구는 시간 스물일곱 아웃카운트를 잡기 전까지 타임아웃이 없는 시합의 재미가 있다. 끝날 때까지 끝난 게 아니다. 마지막으로 야구에는 순환의 운동성이 있다. 미국 문학&#183;스포츠 학자인 앨런 거트만이 말했다. ""다른 스포츠의 직선과 대비해 1회부터 9회까지 순환적이며, 공을 때린 뒤에는 루에서 루를 달리며 한 바퀴 원을 그리는데 직선과 원은 역사와 신화의 가장 오래된 상징이다."" 이러니, 야구를 사랑하지 않을 수가 없어.(영화 ‘머니볼’의 대사) 야구는 뭐니뭐니해도 야구장에서 보는 맛이 정수다. 코로나19를 넘어선 야구가 8월 7일에 있었다."	1	10
14	세상에서 가장 아름다운 곡선을 만나다	코로나19로 야구경기 직접 관람이 어려워진 시기, 관중석 10%라도 풀려서 부리나케 예약하여 야구장으로 향했습니다. 올해 처음 직접 만난 야구장이 어찌나 반갑던지요. 눈앞에 푸르게 푸르게 펼쳐진 야구장이 오랫동안 만나지 못한 친구를 만난 듯, 좋았습니다. 특히, 올해 첫 직관일, 응원하던 팀의 역전 만루홈런을 만났습니다. 세상에서 가장 아름다운 곡선이었습니다. 푸른 잔디위에서 방망이로 쏘아올린 하얀 공이 담장을 넘어 중력에 의해 관중석에 떨어진 순간, 함께 간 사랑하는 사람과 얼싸안고 최고의 희열을 맛봤습니다. 세상에서 가장 아름다운 곡선을 만났던 날, 야구가 있어서 다행이라고 생각했습니다. 좋은 경기를 선사해준 롯데 자이언츠와 두산 베어스 선수들과 스태프들, 특히 코로나19로 운영과 관리에 만전을 기해주신 경기장에서 일하는 노동자들께 깊은 감사를 드립니다. :)	1	10
15	너무 재밌었어요	다만 사람들간의간격 / 음식을 반입을 못하니 그 흥이 반감이 되었습니다.	0	6
16	비와서...	"딱 6회초에서 비와서 끝났어요.

정말 오랜만에 직관이였는데. 아쉽습니다.

그래도 자이언츠가 지지않아서 좋았습니다.

자이언츠 호이팅
"	1	8
17	2/3 관람한 후기	"좋았던 점 : 그래도 관중이 조금밖에 없는 요즘이라 쾌적하게 볼 수 있었던 점

아쉬웠던 점 : 비로 인해 강우콜드 선언된 점
                   관람하면서는 음식 섭취를 할 수 없었던 점
                   판정이 일관적이지 못하고 욕을 참지 못하는 심판이 구심이었다는 점"	0	6
18	비가 많이와서 아쉬웠지만 야구를 오랜만에 봤다는거에 기쁩니다.	야구 경기 재미있게 잘보았습니다ㅜㅜ 우천콜드게임이라 아쉬웠지만 재미있었어요.	1	10
19	이건 정말 최악인듯	"계속 되는 비때문에 예약안할려다 구매해서 관람하였습니다.

조금씩 부슬부슬 비가 내렸다 말다.... 결국 6회에 비가 내리는 바람에 경기 중단이 되었네요

강우콜드 게임

5회까지만 취소가 인정되기에, 운도 없이 6회에 비로인해 중단..

멀리서 왔고, 비까지, 거기다 환불도 못받고... 이런..ㅜ,ㅜ"	0	4
20	오늘도 롯데가 승리한다	무승부지만 ㅋㅋ	1	10
21	팬데믹일때 야구장 직관이라니 ..	"야구장별로 10%만 입장이 가능하다고 해서
진짜 빠르게 예매해서 다녀왔습니다.
사람이 우선 별로없어서 널널하게 앉아서 관람이 가능했고,
다들 자리 이탈없이 관람을 잘해서 즐거운 야구관람했습니다."	1	10
22	두산 퐈이팅~~~~	"요즘 장마라서 고민하다 예매했는데 그래서 아이와 함께 일단 출발~~~
아이와 신나게 마스크하고 박수치며 응원도 하고  우리팀 홈런도 하고 
신난다 신나다..... 흠 그런데 비가 너무 많이 내려서 결국 6회까지만
경기진행후 무승부로 ..... 집으로 돌아와서 아쉬웠지만
그래도 야구장 갈수 있어 행복했다고 하는 아이....아이와 함께 즐거웠습니다."	1	8
23	사람이 많지 않아서 좋았습니다.	"잠실 야구장에 거의 8년만에 갔는데 

코로나 영향으로 사람이 많지 않아서 좋았습니다. 

당분간 계속 사람 제한적으로 관람할 수 있으면 좋을 것 같아요."	1	8
24	드라마 같은 경기	"8치올!

8월에 치고 올라 간다 :)"	1	10
25	짜릿한 승부 !	날씨는 비가 안와서 좋았네요. 7회까지 완전 지는 분위기에 그냥 집에 가려다가 갑자기 터지는 롯데 타선으로 고함은 크게 지르지 못했지만, 스트레스 완전 해소 했네요	1	10
26	강우콜드라서 아쉽네요	나름 팽팽한 투수전 양상이었는데..우천중단에 이은 강우콜드로 아쉬웠습니다만...다음기회를 기약하겠습니다.	1	10
27	ㅋㅋㅋ	ㅋㅋㅋ	1	8
28	편해요	모바일 티켓으로 입장도 편해여	1	8
29	우천 중단 ㅠㅠ	"게시판 운영 규정에 어긋난다고 판단되는 게시글은 사전 통보없이 블라인드 처리될 수 있습니다.
특히 티켓 매매 및 양도의 글은 발견 즉시 임의 삭제되며 전화번호, 이메일 등의 개인정보는 악용될 우려가 있으므로 게시를 삼가 주시기 바랍니다.
사전 경고에도&#160;"	1	10
30	입장이 너무 오래 걸려요	"게시판 운영 규정에 어긋난다고 판단되는 게시글은 사전 통보없이 블라인드 처리될 수 있습니다.
특히 티켓 매매 및 양도의 글은 발견 즉시 임의 삭제되며 전화번호, 이메일 등의 개인정보는 악용될 우려가 있으므로 게시를 삼가 주시기 바랍니다.
사전 경고에도&#160;"	1	10
31	입장이 너무 오래 걸려요	"게시판 운영 규정에 어긋난다고 판단되는 게시글은 사전 통보없이 블라인드 처리될 수 있습니다.
특히 티켓 매매 및 양도의 글은 발견 즉시 임의 삭제되며 전화번호, 이메일 등의 개인정보는 악용될 우려가 있으므로 게시를 삼가 주시기 바랍니다.
사전 경고에도&#160;"	1	10
32	한숨만	나오는 경기력	1	10
33	두산제발	집중좀하자	1	10
34	올해 첫 직관	"응원을 못해서 아쉬웠지만
팀도 이기고 비도 별로 안와서 좋았습니다!"	1	10
35	강우콜드ㅠㅠ	"첫 직관이었는데 강우콜드 무승부 돼서 너무 아쉬웠읍니다
"	0	4
36	경기 잘 관람했습니다~	비가 와서 강우콜드로 무승부로 경기가 끝났지만 오랜만에 야구장 가서 응원하는 선수 볼 수 있어서 좋았습니다~	1	8
37	아쉬운무승부	6회까지한것도기적이였음...	0	6
38	우천 중단되었지만 장마속에서 야구관전 묘미 만끽	"코로나 시국에서 모처럼 야구 관전을 했습니다.

많은 제약은 있었지만 좋아하는 야구 관전해서

기분이 좋았습니다.

앞으로도 기회가 되면 계속 관람하겠습니다."	1	10
39	좀 바꾸세요	비온다고 해서 예매 취소하려 했는데 2시 지나서 75000윈 날렸습니다. 티켓 안쓰면 환불 받는 그런 건 없나요? ㅈ같습니다.	0	2
40	무승부지만 좋은 경기였습니다.	양팀 모두 수비가 좋았습니다. 비가 와서 무승부가 된 점은 아쉽네요.	1	8
41	지금까지 본 최고의 경기	지금까지 본 최고의 경기입니다. 양팀 모두 수고하셨습니다.	1	10
42	오랜만에 직관이라 너무 설렜어요~	비가 와서 우취 될까봐 조마조마했는데 우취되지 않아서 좋았다고 해야할지 선수들 비 맞고 경기해서 안좋았다고 해야할지 그래도 오랜만에 현장의 기분을 느낄 수 있어서 개인적으로는 좋았습니다	1	10
43	잘 봤어요.	"역전 만루 홈런 좋았습니다.

코로나로 현장 스텝들이 고생이 많으셨는데 항상 감사합니다.

"	1	10
44	아쉬운 경기였습니다.	"오래간만에 가족과 함께 잠실 야구경기장 관람을 했습니다.
경기중 비가 오락가락하다가 결국 6회에 비가 많이 와서 강우콜드게임으로 무승부로 끝이 났네요.
경기를 반만 본 느낌이라 아주 아쉬웠습니다."	0	6
45	생애 최초 강우콜드게임	"정말 오랜만에 잠실야구장에 갔다. 장마를 뚫고 10% 입장만 가능한 한 여름밤의 잠실야구장

발열체크와 QR코드 확인한다고 20분이상 줄을 서서 기다리며 들어갔다.

3회에 겨우 들어갔는데 이게 왠일..

6회 빗줄기가 굵어지며 1시간 동안 경기 중단하고 

결국 강우콜드게임..

비내리는 잠실야구장은 참 오랜만이다.. 그러나 끝까지 경기를 보지 못해 아쉽다."	1	8
46	비비비비비!	비만 안왔으면.......ㅋ	0	6
47	잼있었어요!!!	재미난 경기였어요!!!	1	10
48	휴가	"휴가는 역시 야구로 마무리
아이들과 휴가를 야구로 마무리 ... 굿"	1	10
49	재밌게 관람했어요	안전한 곳에서 야외활동을 하니까 좋았어요.	1	8
50	재밌게 괸람했어요	야외활동이 어려워 답답한 때에 안전하게 관람 잘 했습니다.	1	10
51	좋아요	좋아요	0	6
52	변비 타선을 뚫어 주는 역전 만루홈런!	"초반에 만루 기회가 2번이나 올 정도로 롯데 타선은 출루는 많았으나 득점을 못 내는 변비 타선으로 상당한 짜증을 주었으나, 전준우의 역전 만루 홈런이 터지며 그 짜증을 다 날려버렸다. 

전준우 화이팅!!"	1	8
53	제인생에서 잊지못할 하루를 만들어주셔서 감사합니다	정밀정마류ㅠ최고입니다..	1	10
54	최고의 경기 직관하다!!	"약속의 8회!!  대역전 드라마의 연출!
역대급 최고의 직관한 행운에 감사합니다
"	1	10
55	오렌지석 좌석 소감.	"오렌지석으로 치어리더 잘안보이는 좌석입니다.
선수 경기는 블루석 처럼 잘보이네요."	0	6
56	이이들과의 신나는 하루	"야구를 좋아하는 아이 둘을 데리고 가서 즐겁게 관람했습니다

코로나 19로 올해 첫번째 직관이어서 그런지 너무 좋았네요

삼성 화이팅입니다"	1	10
57	올해 첫 야구관람	"기다리고 기다리던 현장야구 관람이여서 설래는 맘으로 엄마와 함께 갔습니다.
비가 오락가락해서 좀 그렇긴했지만 그래두 드디어 보게되어서 좋았습니다.ㅋ

조만간 다시 또 예매해서 보러갈계획입니다."	1	8
58	올해 첫 야구관람	"기다리고 기다리던 현장야구 관람이여서 설래는 맘으로 엄마와 함께 갔습니다.
비가 오락가락해서 좀 그렇긴했지만 그래두 드디어 보게되어서 좋았습니다.ㅋ

조만간 다시 또 예매해서 보러갈계획입니다."	1	8
59	코로나 시대의 직관	"직관을 망설였지만.. 

운영하시는 여러분들의 노고덕에 편안한 시간 보내고 왔습니다."	1	8
60	비 개인 저녁 낭만적인 나들이네요.	"
간만에 비 개인 저녁 아들녀석과 오붓하게 관람하였네요.
평일 야간경기 관람은 두번 째인데 바람도 솔솔 불고 천연잔디 위에 비치는 조명도 멋스럽고
코로나19에 책임감 있게 대응하는 스탭들도 열정적이었네요.

다만 응원하는 더 많은 안타 속에서도 분패한 것과
고척돔 같은 경우 내부에서 간단한 스낵과 음료를 팔았는데
잠실구장은 스탭에게 여쭤볼 때도 판매를 한다고 했는데 편의점이 휴업을 해서
외부 매장을 이용해야 되기에 좀 불편했었네요.

빨리 코로나19 극복하여 전 좌석에 관중이 들기를 기원하며,
우울한 상황에 기쁨을 주는 한국야구가 더욱 건전하게 발전하기를 바랍니다.."	1	8
61	조용한 구장	구장이 조용해서 적응이 안되지만 그래도 볼수 있어서 좋았음!	0	6
62	삼성 화이팅	"좌석 띄워앉기로 안전하게 볼 수 있음
시야 좋음
다행히 비도 안 오고 날씨가 선선해서 잘 봤음
삼성이 이기기만 하면 됨"	1	8
63	오우 재미있게 봤습니다!!!!	"이번 경기도 너무 너무 재미있게 봤습니다.

삼성이 패해서 많이 아쉽지만 그래도 잠실구장 

가성비는 최고네요~!"	1	10
64	첫 승!!	제가 삼성 직관 간중에 처음 이겼네요 ㅋㅋㅋㅋㅋ	1	8
65	휴가에어디를가노?	"예년과다른올여름휴가
코로나여파로
어디론가도맘대롱못가는현실
그나마쪼금이라도허용된
야구장으로향한발길
코로나속야구장첫직관
작년과는너무나도다른풍경에낮설기만하네.
어서빨리코로나라는놈쫒아내고
작년처럼
마음껏소리지르고
환호하는야구장이빨리돌아오길
손꼽아기다려봅니다
두산 화이팅!
두팬화이팅!
코로나아웃!!"	0	6
66	휴가에어디를가노?	"예년과다른올여름휴가
코로나여파로
어디론가도맘대롱못가는현실
그나마쪼금이라도허용된
야구장으로향한발길
코로나속야구장첫직관
작년과는너무나도다른풍경에낮설기만하네.
어서빨리코로나라는놈쫒아내고
작년처럼
마음껏소리지르고
환호하는야구장이빨리돌아오길
손꼽아기다려봅니다
두산 화이팅!
두팬화이팅!
코로나아웃!!"	0	6
67	관객우선의 마인드 부족	"비가 와서 경기가 열릴까 하는 우려속에 예매를 하고 잠실야구장으로 감. 
1. 인터파크에서 예매시 마지막에 티켓수령방식 선택메뉴에서 모바일티켓을 선택했더니 ""현장수령""만 가능하다는 메시지가 떠서 현장수령을 선택했으나 잠실야구장 매표소에서는 모바일티켓앱을 설치하고 모바일티켓을 이용하여 입장하라고 함. 쓸데없이 매표소에서 한참 기다렸는데 왜 예매당시에 명확한 안내를 하지 않았는지 기분 나쁨.
2. 18시 40분경 입장함. 체온재고 QR코드를 이용한 본인확인 절차때문에 입장이 지연되는 것 같은데 입장을 위해 긴 줄이 생기는 것을 안다면 입장하는 곳을 늘려서 대기시간을 줄일 수 있을텐데 왜 그리 융통성이 없는지 안타까움.
3. 입장하고 나서 보니 비때문에 운동장 정리가 늦어져서 경기시작이 지연되고 있는 상황이었음. 예상 플레이볼 시간을 전광판에 공지하는 것이 그리 어려운 일인지... 더운데 관중석에 앉아 막연히 기다려야만 하는 상황이 짜증남.
4. 1회 마치고 다시 비가 내려서 경기중단. 그러나 그 비는 짧은 시간에 그쳤고 경기가 재개될 수 있는 상황이었음. 흙이 드러나 있는 부분을 덮은 방수천 회수에 너무 긴 시간이 소요됨. 몇 명의 인원이 투입되고 각자가 어느 위치에서 방수천을 붙잡고 어느 방향으로 움직이면 효과적으로 접어서 회수할 수 있는지 정도는 평소 연습을 통해 숙지할 수 있는 부분이라고 생각되는데 경기쟈개가 달갑지 않은 것인지, 또는 돈도 더 못 받는데 힘들게 방수천 걷는 일이 싫었던 것인지... 경기장 관리요원들의 성의나 일사분란함이 전혀 보이지 않아서 또 짜증남.
위 일들이 KBO소관인지 개별 구단 소관인지는 모르겠으나 경기장을 찾은 팬들을 위한 서비스정신이 너무 결여되어 있다는 생각을 떨칠 수가 없음. 이런 마인드 때문에 야구단 운영이 적자일 수밖애 없지 않나 싶음.
경기 외적으로 전반적으로 불쾌한 경험이었음."	0	2
68	현장이 확실히 좋지만	"날씨가 요새 어렵네요~
구장이 내부가 너무 낡아 조금만 개선됬음 좋겠어요."	1	8
69	비가 많이와서 비겼지만 재미있었습니다.	"경기 시작 사간을 훌쩍 넘긴 7시30분에 경기를 시작했다.
육성 응원을 할 수 없어 박수로만 응원해야했지만 열심히 응원해서 동점도 만들고 역전도 했는데
동점을 내줘 아쉬웠다.
9회 시작전에 화장실에 다녀와보니 비가 다시 많이와서 또 경기가 중단되었다.
이대로 끝나면 비기는 경기가 되기에 그러지 않기를 바랐는데...

결국 경기는 강우로 중단되고 2:2로 마무리되었다.

그래도 오랫만에 응원이고 재미있었다.

다음은 어디지...^^"	1	10
70	좋은경기 관람~!	"편하게 예매해서 가족들과 즐거운 시간 보냈습니다.
비가 와서 중간에 경기가 중단되기는 했지만 좋은 추억 만들고 왔어요.
예매도 편하고 모바일 티켓 사용도 편리하여 좋았습니다~!"	1	10
71	오우 재미있게 봤습니다	"우천 때문에 지연이 조금 됐지만...

그래도 정말 재미있게 경기를 봤던거 같아요 

특히 모바일티켓으로 구매 하시면 줄 안서고 바로 입장 가능 하니~ 

모바일티켓으로 구매하는걸 추천 드립니다"	1	10
72	어차피 꽝	.........	1	8
73	기다림	계속 기다리고 기다리고 경기는 엉망이고	0	4
74	즐거운 관람 이었습니다.	잠실야구장에서 두산베어스 선수들을 많이 보았습니다.네이비석도 야구선수.야구경기.치어리더 응원 잘보이네요.참 한가지 아쉬운점은 유리 보호 칸막이가 시야를 방해하는 자리였다는 겁니다.	0	6
75	삼성 화이팅	"삼성 화이팅!!!
"	1	10
76	여름밤 야구 굿	탁 트인 잠실야구장에서 오랜만에 야구 봤어요	1	10
77	잘 관람했어요	"국지성 폭우라 시작 시간 전까지 취소가  되지 않을까 
계속 날씨 검색하며 기다리다 다행히 관람을 할 수 있었어요
코로나로 인해 띄어진 좌석에서 마스크쓰고 소리도 지르지 못하고
관람을 했지만 오랜만에 야구장 나들이라 좋았어요
두산이 이겼으면 더 좋았겠지만 
야구장에 가서 관람할수 있었서 좋았습니다."	1	8
78	dd	어휴참	0	6
79	올 시즌 첫 직관은 짜릿했다.	"관중수를 10%로 제한한데다 비 예보까지 있어서 인지 관중수는 많지 않았고 입장에도 크게 시간이 걸리지 않았다.
음식 취식을 제한하니 일단 지출이 줄어들어 좋았는데 직관의 재미 역시 반감이 되더라.
육성응원 제한 역시 직관의 재미를 크게 떨어뜨리지는 않았다.
개인적으로 응원단이 없는것을 더 좋아하는 편이라서 더 그랬을수도 있다.
좌석간격 두기도 오히려 편안한 관람환경이 조성되는 느낌이다.
50% 까지는 한칸띄기를 시행하면 편안한 관람이 예상된다."	1	8
80	삼성이 이겨서 기뻤다	진짜로	1	10
81	홈에서는 이길줄을 모르시는 분들	"야구 너무못함 개못함
우리가 경기장에서 나가주면 이기나요?"	0	2
82	오랫만에 야구장^^	"코로나로 마스크에서 자유롭지 못했지만~ 오랫만에 야구경기에 오롯이 몰두할수있었던~
즐거웠어요^^
"	1	10
83	즐거운 야구	가족과 함께 즐거운 관람	1	10
84	즐거운 외출	"아들과 함께 즐거운 야구경기 비가 와서 아주 습하고 힘들긴 했지만
그래두 이렇게 관전을 할 수 있어 넘 좋았어요^^"	1	8
85	코로나시즌에 야구직관이라니	이겼다 ㅠ	1	10
86	두산.. 야구가 하고 싶은지 궁금합니다	"관중 입장하고 전패 중!!
어메이징 두산 ..
내일은 투타조화 환상적으로 이겨주세요"	0	2
87	져서 아쉬워요 ㅠㅠ	사람이 없어서 경기장이 깨끗하고 편해서 좋네요 ㅋㅋㅋ	1	10
88	재밌게 잘 봤습니다	이전보다 쾌적한 환경에서 통제하에 거리두기도 잘 지키며 관람했습니다	1	10
89	드디어 야구장 ㅇㅈㅇ	"코로나19와 비예보로인해서 가도될까...싶었는데
막상가보니까 비도 안오고 사람들도 수칙들을 잘 지켜줘서 정말 재밌게봤어요!!!
다만...응원팀이 져서 아쉬울뿐 ㅠㅠㅠ"	1	10
90	즐건 관람했습니다..ㅎㅎ	감사합니다..ㅎㅎㅎㅎㅎㅎㅎ	1	10
91	우취 다음날 선선한 날씨 속 승리!	"관중 입장 4일차~!
비록 전날 우취로 경기장에서 발걸음을 돌렸지만 이 날은 비가 완전히 그쳐서 즐겁게 경기 보고왔어요! 잠실에서 승리를 외치고 가서 더욱 즐겁습니다! 다만, 아직 입장 대처가 미숙한 점이 조금 아쉬워서 별 하나 빼도록 할게요! 코로나19 관련 좌석 배치도 안전하게 잘 해주셨고, 좌석을 못찾으면 안내도 잘 해주셨습니다! 취식대도 따로 준비되어 있었지만, 음식을 먹는 곳인 만큼 소독제가 조금 더 준비되어 있었다면 더욱 좋았을 것 같습니다!"	1	8
92	잠실 야구장....	"비도 안오고 가족과 함께 재미있는 두산 응원을 하고 돌아왔다.
경기장내 코로나로인하여  사회적거리두디 이해는 하지만,
가족이 4명 미취학아동이 있어서 거리두기를 실천하기 어려웠었다.
스탭들도 가족인데 적당히 넘어가주시지 너무 팍팍하게 하시는바람에 눈치보며 응원을해야하는점이 아쉬웠습니다."	1	10
93	두산의 승리를 위하여	"어 오늘도 힘차게 외텨라!
나가자 싸우자ㅜ승이의 베어스
듀산의 승리를 위하여!!!"	1	10
94	야구	올 시즌 처음 야구장에 갔다 왔어요 풀밭만 봐도 넘 좋았습니다 모두 힘 내서 코로나도 이기고 일상도 되찾을 수 있길 바랍니다	1	10
95	역시 야구는	이겨야 꿀잼임	1	10
96	bbb	bbb	1	10
97	침묵의 007	"서로 서로 거리두기 잘이루어지고  육성응원하더라구 
처음에는 답답함도 있지만  이렇게 직관 보는것도 넘 좋음
다른분들도 오래오래 직관하게 잘 지켜주세요"	1	10
98	두산 가즈아	"드디어 야구장
가즈아 두산!"	1	8
99	올해 첫 직관	"코로나로 인한 사회적 거리두기로 입장 허용되지 않던 프로야구 올해 첫 직관이었습니다.
쾌적한 환경에서 잘 보았습니다."	1	8
100	생각하는 플레이를 하자	머리를 써야해	0	2
101	두산두산두산	"두산 졌어요..........ㅠ
그래도 재미있었다고 하지요....
두산 화이팅"	0	6
102	예매했노라 직관했노라 이겼노라!!	"퀴욤둥이 따님과 함께 올해 처음으로 직관.

아무도 없는 응원단석 앞자리에 떨어져 앉아 마주오는 태양과 싸워가마 박수응원!!

바람부는 시원한 저녁, 시원한 승리에 기분 상큠~~

이제 승요가 되어 다음 경기 기다립니다.~"	1	10
103	이겨서 재있음	이겨서 재밌음	1	10
104	오랜만에 직관	ㅠㅠ 육성응원 못해서 아쉬워도 직관하는게 어디랴..	1	10
105	야구관람 후기	"코로나 때ㅔ문에 야구장에 못가다가 오랜만에 가니 즐거움이 가득하였습니다.
선수들과 감독님들이 경기에 열중하는 것을 보고 응원하며 좋은 시간을 가졌습니다.
코로나 나 빨리 극복되어서 전 국민이 함께 응원하고 즐거운 시간을 가졌으면 하고요 
표 사는 과정에 도움을 주신 경기장 근무자 티&#53012;파는 분, 입장 관리 하시는 분 모두에게 
깊은 감사의 말씀을 드립니다.
선수와 감독,경기장관 관리하시는 모든 분 들의 건강과 행복을 기원합니다."	1	10
106	재미있게 보고 왔습니다	봏아요	1	8
107	good	"판 운영 규정에 어긋난다고 판단되는 게시글은 사전 통보없이 블라인드 처리될 수 있습니다.
특히 티켓 매매 및 양도의 글은 발견 즉시 임의 삭제되며 전화번호, 이메일 등의 개인정보는 악용될 우려가 있으므로 게시를 삼가 주시기 바랍니다.
사전 경고에도 불구하고 불량 게시물을 계속적으로 게재한 게시자의 경우 인터파크 티"	1	8
108	great	"판 운영 규정에 어긋난다고 판단되는 게시글은 사전 통보없이 블라인드 처리될 수 있습니다.
특히 티켓 매매 및 양도의 글은 발견 즉시 임의 삭제되며 전화번호, 이메일 등의 개인정보는 악용될 우려가 있으므로 게시를 삼가 주시기 바랍니다.
사전 경고에도 불구하고 불량 게시물을 계속적으로 게재한 게시자의 경우 인터파크 티"	1	8
109	진짜 더웠음....	"마스크를 끼고 응원하는 것이 쉽지 않았지만
직관의 즐거움은...!"	1	8
110	두산베어스 승리를  위해~	코로나19로 인해 육성응원을 할 수 없어서 아쉬웠지만 조용하고 쾌적한 야구장  좋아요	1	10
111	두산베어스 승리를  위해~	코로나19로 인해 육성응원을 할 수 없어서 아쉬웠지만 조용하고 쾌적한 야구장  좋아요	1	10
112	저렴해서 만족	"1. 온라인 시대에 예약수수료는 조금 비싼듯. 기업 경쟁력은 항상 바뀌니 안주하지 말것
2. 고척 입장료는 너무 비쌈,ㅡ 국가 물가지수도 생각해서 개선요망
3. 고척 주차시설이 부족하니 한강변 주차시설 임차해서 사용하도록 제안함.
"	0	4
113	직관의 위엄	"7살 막둥이가 야구를 무척 좋아해서 예매했는데
확실히 직관은 다르네요
갔더니 큰딸아이가 더 좋아하고 막둥인
끝까지보기엔 좀 무리였던 듯

로그인안하고 예매해서 좀 혼란이 있었지만 
재밌게 잘 봤습니다

예매방식이나 편의성은 인터피크가 갑인듯"	1	10
114	쉽지 않다 마스크 관람...	"직관할 수 있어 기쁘지만,
너무 덥슴니다!"	1	8
