	reviews	label
113	학생들의 순수하고 뜨거운 열정이 넘 감동적이었습니다 ^^ 완전 최고!! 거제여상 화이팅!! ♡♡♡ 	1
114	포스터 만큼이나 따뜻한 영화네요 ^^ 연휴때 많은 사람들이 봤으면 좋겠어요 ~ 강추합니다 ! 	1
115	최고의 영화!이야기를 잘 발견하는 것도 능력!선생님 정말 감동적이었어요. ㅜㅜ 울었어요. 엉엉. 사과같이 예쁜 친구들도 좋았고. 	1
116	행복하세요 정말루 ♥￦♥★￦ 	1
117	여고생들의 진짜 웃음과 슬픔을 볼수 있어 좋았습니다. 	1
118	현실에서의 고민들 속에서도 풋풋함과 웃음을 잃지 않는 학생들의 모습과 이들을 보듬고 독려해 나가며 댄스라는 작을 수도 있지만 소중할 수 있는 학창시절 추억을 남겨주시는 선생님의 헌신적인 모습은 감명깊다 	1
119	ytiuuoluyty 	0
120	너무너무너무너무너무좋다 	1
121	3t76y8hfyiu5fu8 	0
122	니들이 앞으로도 계속 행복했음 좋겠다. 편견에 꺾이지 말고 후려치기에 당하지 말고. 어떻든 온전히 살고싶은 삶을 살면서. 규호쌤처럼 좋은사람들만 만나면서. 	1
123	여고 특유의 거침없는(!) 발랄함이 너무 좋았어요 ㅎㅎㅎㅎ 	1
124	저런 참스승 밑에서 뭘 못할까.. 인생은 가까이서 보면 비극이지만 멀리서 보면 희극이랬나...그들은 나름대로 힘들지라도, 전 너무 재밌고 웃고 귀엽기만 했네요..그대들 앞날에 꽃길만 있길... 선생님 정말 멋...	1
125	눈부시게 빛난다 마음을 씻겨주는 영화 	1
126	슬픈 영화 아닌데 눈물 났어요 	1
127	멋진스승과 착한제자들.. 	1
128	보는내내 왠지모를 눈물이 났네요...순수한 아이들과 너무 선하고 멋지신 선생님~아름답고 따뜻한 영화 였어요~ 	1
129	너무 좋은 이야기, 좋은 작품 정말 잘 봤습니다.선생님도, 학생님들도 땐뽀반 모두 언제나 행복하면 좋겠어요 진심으로요. 	1
130	멋지다 라는말만 계속 나왔다. 마지막 선생님 편지에서 나도 눈물을 흘렸다. 청춘 다큐멘터리 정말 추천작이다 	1
131	이런 선생님이 정말 많아지셨음 좋겠어요 ㅠ 	1
132	개봉관이 많지 않아 아쉽지만 너무너무 좋은 영화 	1
133	몰입할 수 있는 무언가가 있다는것.그것이 삶의 큰위안이란걸 알아가고 있는 중 입니다.영화의 주인공친구들에게 그 시간을선물한 규호쌤 진짜 선생님이세요!ㅜㅜ그시절의 웃음나고 눈물나는 감정을 조각조각 투명하게 담아낸 ...	1
134	반짝반짝 빛나는 너희의 청춘에게 엄청난 찬사를, 혹은 빛났던 의 과거에게 위로를 건네는 영화. 	1
135	나오는 학생들 모두 그리고 선생님눈물나게 아름답습니다 	1
136	사회적 경제적 성공만 추구하는 시대에서 오랜만에 꿈을 가지고 즐겁게 사는 모습을 보니 좋네요 	1
137	학생들한테서 내 모습이 보였다. 나는 공고에 다니고 고2때 동아리 활동에 미쳐있었고 미래를 걱정하고 가족에대한 고민도 많다. 내 이야기 같고 내 친구들 같아서 울고 울었다. 	1
138	이 시대상의 진정한 스승님! 	1
139	왜 이렇게 가슴이 몽글몽글해지고 따뜻해지고 흐뭇해질까요. 보다보면 혼자 청승맞게 눈물이 났다가, 미소가 지어지네요. 학생들 모두 너무 빤짝빤짝 빛나네요 	1
140	요즘 마음이 많이 힘들었는데 영화 덕분에 기운을 얻을 수 있었습니다 보는 내내 많이 울고 웃고 또 행복했어요 	1
141	길을 가르쳐주는 선생님과 그 길을 걸어가는 아이들 	1
142	인생에 저런 스승님 한분만 계셔도 감사한 인생일듯 	1
143	지금까지 봤던 영화여주인공들중가장예쁜아이들만 모아서만든영화라고 할수있을만큼 사랑스런아이들이었다. 	1
144	우리가 보지 않고 있던 소녀들의 이야기 	1
145	고운 시간에 대한 차분한 시선 	1
146	아이들의 반짝이던 순간을 함께할 수 있어 기뻤어요. 	1
147	자기 방식대로 삶과 감정에 충실한 18살 아이들 그리고 이제는 한국에서 멸종된 줄 알았던 좋은 선생님. 이들을 대상화하지 않고 입체적으로 담아내려 노력하는 카메라 	1
148	정말 어이가 없네요. 이런 식으로 감정팔아서 착한 척 불쌍한 척 하면 좋은가요? 초등학교 중학교때 다른 애들 괴롭히고 일진 놀이하고 장애인 친구 괴롭혀 놓고 잘 사는 꼴이 참 우습네요. 이렇게 자신이 했던 과오들을 ...	0
149	다들 각자의 방식으로 하루 하루를 치열하게 살아가고 있다. 각자의 사정이 있지만 그걸 모르는 제 3자가 볼때는 불성실한 학생으로 밖에 안 보일지도 모른다. 땐뽀는 주인공들의 원동력이고 즐거움이고 노력이다. 땐뽀 할 ...	1
150	소녀들의 순수함.싱그러움 저의 향수도 불러일으키고참된 스승님 선생님이 곁에있다는건 단순히 선생님을 넘어 미래의 방향을 제시해주는 참된 어른이 있다는거.저렇게 사랑하고,사랑받을수있는 선생님이 왜없었을까싶고, 감동과 현...	1
151	이규호 선생님 너무너무 존경스럽고, 땐뽀걸즈 너무 사랑스럽습니다! 	1
152	저를 가르쳤던 선생님은 아니지만 스승의날 생각나는 선생님이 될꺼 같은 분이네요 더불어 아빠 가장들의 삶의 무게도 느껴져 찡하네요 	1
153	울컥하는 마음이 들면서도 아빠 미소가 절로 나오는 따뜻한 작품 	1
154	내가 가장 좋아하는 영화 중 하나 	1
155	중간 30분부터 계속 울었어요. 최고... 저 시절이 그립지는 않지만 정말 예쁜 아이들이었습니다 	1
156	보는 내내 행복했던 영화 	1
157	아름다운 영화네요 실컷 웃다가 울다가 나왔습니다 	1
158	모든 선생님들이 봐야하는 영화 	1
159	처음부터 끝까지 그냥 다 좋았다. 마음 편히 웃고 울 수 있는, 혼영 최적화된, 마음 따뜻해지는 영화! 	1
160	잔잔하지만 깊숙히 다가온다 	1
161	나레이션없이 백그라운드 음악과 매끄러운 연결로 재밌게 봤어요...공부가 다 아닌 자신의 재능을 알게해주는 스승이 진정한 어른이네요 	1
162	현실적인데 현실적이지않았어요. 이규호샘 고맙습니다. 얘들아 고마워. 	1
163	선생님이 진짜 좋은분 ㅠㅠ 	1
164	깔깔깔 따흐흑.. 깔깔 우흐흑.. 	1
165	엄마미소가 절로지어진다. 사회인이 되었을 우리 땐뽀걸즈들 잘지내고있는지 	1
166	역시 다큐의 매력이란... 빠리바게뜨 빵 하나에 우와 소리 내는 두 동생을 둔 소녀 가장을 보며, 또 가난함과 시린 가정사로 힘들게 사는 아이들을 보며 나의 두 아들과 내 모습을 비추어 본다. 	1
168	묻지도 따지지도 말고 봐야 하는 영화 	1
170	감동적이고 마음이 따듯해지는 영화였습니다아이들, 선생님 모두 행복했으면 좋겠어요 	1
172	어린시절을 회상하면서 봤습니다.마음 따뜻해지는 영화예요. 	1
173	제목으로 영화를 평가하는건 너무 무지한거 아니냐..ㅠㅠ 	1
174	이용철이라는 사람 자질이 의심스럽다.... 	1
175	제목이 언뜻 보면 잔인한 말이지만 옛 속설에서 아픈 신체 부위를 다른 동물의 같은 신체 부위를 먹으면 병이 낫는다는 이야기에서.. 여주인공이 남주인공에게 장난으로 내뱉은 말. 하지만 영화 속 의미는 사랑을 뜻한다. ...	1
176	껌 줄까? 아 이부분도 킬링파트... 	1
177	제발 제목만으로 영화를 평가하지 마세요.직접 보셔보시면 압니다 	1
178	평점 1점 알바가 시작됐네ㅋㅋ 쓸려면 좀 제대로 되게 쓰던가 	1
179	이용철씨 영화 평론이 장난입니까? 뭐하는 사람인지는 모르겠지만 하라는 평론은 안하고 그따위로 말장난이나 할꺼면 그냥 때려치시죠 직업정신도 없고 정말 수준 떨어지는 사람이네요 	1
180	또 한국 영화쪽에서 알바 풀었네 ㅋㅋ 부국제도 그렇고 영화인들 하는것들보면 한국 영화계쪽 유독 구질구질한듯 ㅇㅇ 	1
181	1. 한국처럼 뭐 쟤고 뭐 쟤고 게임처럼 밀당하며 사랑하는 그딴거 없음. 지독할 정도로 투명한 사춘기 사랑 이야기.2. 매우 순수한 캐릭터. 한국처럼 남녀 할거없이 욕을 입에 달고살고 서로 인상 찌뿌리고 더럽고 그런...	1
182	대사들이 좋았어요ㅎㅎ 	1
183	영화 제목이 왜 자극적이냐면, 이 책 원작 작가가 원래 무명 소설가였는데 어디에 공모 하고 있었음 근데 공모하는 책이 워낙 많다 보니 눈에 띄게 하기 위해 제목을 저렇게 지은 거임. 결국 눈에 띄어서 결과는 대박 난...	1
184	생각보다 많이 슬프진 않았지만 뭔가 마음에 남기는 영화같다 하루를 소중히 여기고 즐겁게 살아야겠다는 생각이 들었음 	1
185	슬플줄알고갔는데도 슬펐고 상영영화관이 적어서 아쉬웠어요 ㅠㅠ 	1
186	네이버 평점은 믿고 거르는것 	1
187	너를 좋아해,네가 되고 싶어 그 어떤 진부한 표현보다 너의 췌장을 먹고 싶어 	1
188	조금 극단적이었던 부분이 가장 현실적으로 와닿았다. 요즘 세상은 정말 그런 일이 있기 때문인 것 같다. 	1
189	저도 그 아이의 췌장을 먹고싶어졌어요. 	1
190	여자주인공의 친구한테까지는 개인적으로 감정이입이 잘 되지 않았지만(일본 여고생들은 원래 이런지 모르겠지만..;;)정말 여주도 남주도 너무 사랑스러운 영화였습니다ㅠ 	1
191	지 겉모습마냥 제목으로만 영화평가하냐 	1
192	재미있었습니다!!! 	1
193	하..ㅠ 중간중간 개그적인게 재밋엇구 보는내내 스토리가 감동이엿어요 	1
194	오늘이 얼마나중요한지 깨닫게 해준 영화였습니다 	1
195	영화를 보고 난 후 생각은 '앞으로 나의 하루를 기록하고 싶다. 꽉 찬 하루를 보내고 싶다. '였다. 멜로영화고 이쁜영화지만 난 그런것보단 여주인공이 세상을 마주하는 자세를 배우고 싶었다.배울점이 있는...	1
196	별점테러 방지용----제목 별로라고 무슨 내용인지도 모르고 평가 막 하는 개돼지도 있네^^ 	1
197	잔잔하다. 하지만 자신의 죽을 날을 알고서도 필사적으로 밝게 행동하는 사쿠라의 모습이 보면 볼수록 안쓰러웠다. 	1
198	오글거리지만 순수하다 그 감정만으로도 좋았다 	1
199	귀여니 인터넷소설같은 느낌이에요..20세이상분들은 보지마세요 	0
200	첫사랑의 감수성을 느낄수 있어요~ 	1
201	어머님 제가 좀 울어도 되겠습니까흨ㅋ흐흐흫킇킇ㅎㅎㅎㅎ흫크흨ㅎㅎㅎ 	0
202	오글거려서 손을 펼 수가 없었고, 남주가 여주 집에서 화내며 여주를 눕히는 장면에서는개연성에 화가 나기 시작했다. 주인공이 죽고 속마음을 알아가는 과정으로 눈물샘을 자극하려고 하는 너무나 뻔한, 인소에나 나올법한...	0
203	삶과 죽음, 사랑하고 관계를 맺는것에 대한 실존적 고찰. 나는 너가 너는 내가 될 수 없는 걸까. 너를 온전히 이해하고 사랑하게 됐을때 나는 진정 네가 되고 싶었다. 	1
204	왠만해선 댓글 안다는데 너무 화가나서 씁니다. 감정이입 하나도 안되고 여주 연기는 너무 간드러지네요...일본 여고생들이 다 그런지는 모르겠지만. 개연성 제로,지루힌 연출,예측 가능한 전개. 많이 기대했는데 실망입니다...	0
205	기대이하네요. 댓글평가보고 봤는데 너무실망했어요.케바케인듯요. 사람마다 당연히 다르지만 저는 별로였습니다. 	0
206	이용철이 왜 1점을 줬는지 이해가된다 진짜 특별한 내용도없고 지루함이 거의 반이다 보고나면 공허함이 훨씬 더 느껴진다 	0
207	기대가 커서 일까 한없이 잔잔햇다 	0
208	슬프면서도 껌줄까라는말에 빵빵 터졌어요~오랜만에 감성영화즐겨 너무 좋았습니다 	1
209	여자 주인공이 너무 사랑스럽.. 보는 내내 내가 다 기분이 좋아지네용 	1
210	죄송하지만 방금 보고온 사람으로서 이용철씨 평이 제일 동감가네요.. 이게 평점이 이렇게 높다고?여주가 남주 가지고 노는 사랑내용 입니다. 기억에 남는건 여주의 어색한 눈떨림과(아마 동공지진을 표현한듯) 인위적인 웃음...	0
211	친구가 보여줘서 공짜로 보긴봤는데...친구 돈이 너무 아까울정도.. 스토리의 개연성도없고 억지로 감동을 주려고 하는게 마른걸레를 쥐어짜는 느낌입니다. 슬프지도 않고 개그요소라고 넣은부분도 웃기지도 않고 딱 일본문화 ...	0
212	기대하고 봤는데 많이 아쉽습니다 	0
213	정체성을 알 수 없는 영화.. 사랑을 다룬 이야기인지 우정을 다룬 이야기인지 애매해서 보고나니 괜시리 찜찜한 기분 	0
214	살짝 아쉬워서 더 좋았던 영화 	1
215	제발보지마세요..여자주인공 연기하며 진짜 인소에서도 안쓰는 오글거리는 대사며 ㅡ ㅡ특히, 어머니 제가 좀 울어도 되겠습니까에서 저도 모르게 풉하고 웃어버렸어요 너무 병맛이라...너의 이름은을 기대햇것만 ..망작삼...	0
216	이게 왜 1점ㄷㄷㄷaa 	1
217	역대급 노잼이다. 슬프다길래 클래식, 내 머리 속의 지우개 같은거 생각하고 썸녀랑 보러갔다가 잠들었다ㅋ 평점 이런거 안남기는데 봤는 영화 중에 제일 돈 아깝고 재미없어서 처음으로 글 남긴다ㅋ 진짜 초반에 개 노잼...	0
218	보고나면 왜 '20대 남성' 이 좋아하는지 이해가는 영화.<너의 이름은> 에 열광하던 남자들이 좋아하는 감성...뜬금없이 묻지마 살인으로 죽이질않나..꺄 췌장암으로 죽을 줄 알았는데 반전...	0
