	reviews	label
40	저 가격 주고 누가 사?? ㅋㅋㅋㅋㅋㅋ오리에가 이적하는 팀한테 줘야지	0
41	혹시 모른다 이워비도 에버튼 갈 때 저 정도 받음 ㅋㅋㅋㅋ	0
42	오리에가 545억 ㅋㅋㅋㅋ 루크쇼가 웃고간다	0
43	딴 거 안 바라니까 센백 하나랑 오리에 서브 두고 주전급 우풀백 하나만 영입하자	0
44	이적료도 오리에 크로스 만큼 하늘로 떴구먼	0
45	카워피는 팔았고 오리에 데이비스로즈도 팔아야지	0
46	트리피어는 240억에 팔고 이딴 애를 500억에 ㅋㅋ	0
47	오리에 못한다고 다들 욕하지만 그자리에 대체 누가 오리에만큼 매경기 뛰어줌??	0
48	54억짜리를 545억에 ㅋㅋ	0
49	호구팀 있을때 빨리팔자. 오리에 공잡는 모습보면 답답하다.	0
50	오리에 545억에 팔고 김민재 500억에 업어오면 45억 득이네	0
51	페란 토레스가 380억인데 오리에가 545억? 어딜봐서 ㅋㅋ	0
52	무리뉴 막경기 의지없이 무만들고 끌어안고 좋아하는거 보고 ㅂㅅ이네 라고 생각함 ㅋㅋ그냥 퇴물임...이제 점점 순위떨어질듯	0
53	오리에가 500억이면 루크쇼는 한 1000억이고 아놀드 이런애들은 4천억부터 시작이겠네	0
54	오리에가 저정도면 루크쇼는2천억 아놀드 이런급은 4천억이냐	0
55	민재야 좌우풀백 설수있지?	0
56	저돈으로오리에를 살바에 그냥 쓰리백으로 돌리고 풀백 안쓴다	0
57	오리에 크로스가 개붕딱이라서 그렇지 체력좋지 수비력좋지 나쁠껀없는데 왜이리 욕하냐?ㅋㅋ 솔직히 토트넘 노예는 오리에 아니냐? 거의 모든경기 풀타임에 이렇게 뛰어주는 선수도 드물어 욕은 하지마	0
58	일단 크게 지르는거겠지? 설마 정말 저 돈 내는 구단이 있을거라고 생각하는건 아니겠지?	0
59	500억?? 저거 중고차 허위매물 파는 딜러급 사기인데?? 레비 회장 개 양심 없네	0
60	이적하자 안그러면 앞으로 답도없다	0
61	솔직히 토레스는 스페인 본토 출신인데 저렇게 느꼈으면 아시아인한테는 얼마나 더 못되게 굴었을까 싶음	0
62	타국에서 많이 힘들었겠네...아직 어린선수 인데...강인아 힘내라!	0
63	정확히는 선수단에서 따돌림 당하는게 아니라 파레호가 대놓고 이강인이랑 토레스 무시하고 다녔던거임.	0
64	이쯤 되면 떠나는게 답인거같다...토레스처럼 좋은곳으로 떠나자	0
65	애는 착하네요 강인이 탈출하라고 인터뷰로 다 말해주고	0
66	이게 사실이라면 누구라도 힘들었을거다. 그러니까 제발 알지도 못하면서 이강인이든, 이승우든 어린선수들 까지 좀 말자.. 본인들은 그렇게 무언가를 열정적으로 해본적이 있고 까는건지..	0
67	이런것도 모르고 출전못한다고 까고보니 네일베벌레들... 정신좀 차리고 자국민 응원이나해라 더런놈들아	0
68	발렌시발가...	0
69	주장자격이 없는 인간이군. 내려와라. 언제까지 주전급일줄 아냐? 파래호 그 인성에 지금부터 내리막길이다. 토래스가 솔직히 말해줘서 고맙다. 근데 아직 구단에 남아있는 이강인이 힘들겠네.	0
70	파레호가 누군지는 모르나 토랄감독은 이강인 연습때 특출난것을 알았음에도 1군에서 뛰어보지도 못하게 했지..특히 10번이 감독과 죽이 맞아서 강인이를 따 시켰지...이 10번놈은 전담 프리킥 키커면서 헛발질만 일삼았던 놈..자기 10번 자리를 강인이에게 뺏길까봐 전전긍긍 했던 놈..단 몇분 뛰는것도 토레스와 패스만 하라고 바로 옆에서 지켜 봤던 놈..창조적인걸 발휘 못하게 막았던 놈..그놈이10번이지..토랄덕에 떴던 놈 감독 짤렸으면 같이 나갔어야 했던놈..강인이의 인기를 항상 시기했던 놈...이10번놈이 파레호 아닌가?	0
71	같은 스페인인 후배가 선배와 팀을 욕하면서 따돌림당하는 아시아인을 보호해줘야한다고 할정도면...얼마나 심하게 무시당하고있는지 느껴진다.. 잘하고싶어도 경기나가서 주눅들어서 제대로하겠냐..그냥 팀옴기자... 강인아 지금 안옴기면 너의 재능을 버리는것이다..평생 후회하지말고.. 뛸수있는팀으로가자... 지금은 아쉽게도 쿠보가 너보다 더성장하고있다.	0
72	18세에함부르크에서 반니스텔루이랑 서로 웃으면서 멘토링 받은 쏘니는 축복받았었네 발렌시아는 멘토링 할 선수가 없어 나와야돼 강인아	0
73	힘내세요ㅠㅠ 타지에서 많이 외롭고 힘들 것 같아 안타깝습니다ㅠ	0
74	이강인~ 팀을 잘 못 만났네~;;	0
75	이강인 선수가 저런 힘든 일이 있었네요. 고국에서 응원하는 많은 팬들이 있으니 꼭 힘네시고, 손흥민 선수처럼 큰 선수로 성장해 주세요. 응원합니다.	0
76	9년 주장 맡았던 주축 파레호는 아웃이고, 같이 행동했던 선수들 합12명 방출 통보했다니까몇명만 정리돼도 이젠 못그럴거라 본다.강인이가 어리지만묵묵하고 강하고 원팀을 위해 품을줄 아는 성격이라 강인이 위주로 가겠다고했으니강인이 위주로 가면 팀 분위기 나아지리라 본다.	0
77	발렌시아에 남아있어야될 이유가 없네요	0
78	얘가 의기소침해 있고 눈치나 보고있고실력도 안 늘고다 이유가 있는거임	0
79	무조건 나와라 강인아 참을만큼 참았다.	0
80	0원에 팔았는데 남은 주급 980억 이득	1
81	하 맨유는 이제좀 정상적인 영입좀하자	1
82	산체스 사주셔서 감사합니다.	1
83	인테르한테 절해야지	1
84	결국 맨유에선 역대급먹튀로 기록되네..	1
85	콘테 감독님 산체스 사주셔서 감사합니다	1
86	여자란 이유로 개꿀빠는 세대인 여자가 차별의 대상인거마냥 각색하고, 또 언론과 윗대가리들은 그걸 또 사실로 받아들이고 기어이 전문성도 없이 세금까지 빨아먹는 비례대표가 됐다는게 정말 비상식적인 사회이다 ㅋㅋ쟤 또래 남성들은 군복무로 희생하여 이제 취업을 하니마니 아주 바닥을 기고있는데 쟤는 여자란 이유로 국회에 들어가서 원피스 입는 행위 따위가 무슨 불의에 저항하는 의로운 투쟁인거마냥 착각하며 언론에 스포트라이트를 받는게 굉장히 웃기다 ㅋ비례대표제 없애라 ㅋㅋ 2030 남성들은 기억해라 ㅋㅋ 진보든 보수든 페미니즘을 옹호한 족속들을	1
87	산체스가 부활한다 해도 맨유입장에서 손해 아니다. 주급 턴 것만으로 이미 이득.	1
88	근데 산체스도 이번 시즌 부상 기간 감안하면 제대로 탈맹효과 본 케이스라 인테르 입장에선 개꿀영입이지ㅋㅋ 올시즌 산체스 복귀 후의 스탯 보면 리그 최상위권임.	1
89	자기 전에 다들 밀라노 방향으로 절 한 번 합시다	1
90	캬~ 진짜 콘테감독, 루카쿠에 새슐리영에 이어 산체스까지... 인테르를 미니 맨유로 만들셈인가??ㅋㅋ	1
91	맨유가 산체스에게 상호해지 요청해서 남은기간 계약도중 종료하는거라, 맨유가 산체스에 위약금 도 줬다고 함ㅋㅋ 맹유빠들 계속 산체스 떠나서 기분좋다고 정신승리 하는데, 맨유-산체스 계약은 끝까지 호구딜임ㅋㅋ 돌문이 맨유상대로 산초 협상에서 계속 고자세 나오는 이유가 있음. 결국 맨유는 돌문에 원하는 1억2천만 유로 갖다 바치게 될것ㅋㅋ	1
92	유로파 결승 맨유 대 인테르 면 개꿀잼이다 ㅋㅋㅋㅋ	1
93	인테르는 이피엘 출신들의 실버타운?? 그럼 손흥민도 3년후에는 인테르라면 받아줄지도..	1
94	아 속이 다 시원하네 77ㅓ억이 교훈삼아 영입 잘하자 앞으로	1
95	맨유는 800억번거지 ㅋㅋㅋㅋ계산 안되냐?	1
96	맹구가 산체스 델꼬올때 이적료 적게 들어서 0원에 팔아도 손해는 아님~ 델꼬 있는 유지비용이 다 큼~~	1
97	맨유팬들 예전엔 산체스 주급 어떻게든 깍으려고 발악하더니, 이젠 이득본거 계산하려니까 자기들이 부풀리네..ㅋㅋ	1
98	인테르가 겁나 이득본게 산체스가 인테르에서 받기로 한 주급은 2억이라고 함 ㅋㅋㅋㅋ	1
99	서로 윈윈아니냐? ㅋㅋ 맹구 똥치웠고 맹구위성구단은 공짜로 선수챙겼고 ㅋㅋ	1
100	저 주급이 있는데 누가 사?	1
101	흥민이랑 스왑딜 ㄱㄱ	1
102	EPL가서 골프장 차릴 계획인가보네..	1
103	돈 많이 받고 자기 하고 싶은 골프하는게 잠깐은 즐겁고 사람 눈으로 보기엔 행복해보일지 몰라도, 사랑받지 못하는 입장인데 외롭지... 공허하고. 정체성 혼란같이 내면이 힘들고 괴로운 것도 은근 무시 못함.	1
104	손흥민이랑 트레이드ㄱㄱ	1
105	누가 받아줌???	1
106	베일 아니었으면 챔스우승4회도 없다..큰경기에서해결사는 호날두 아닌 베일이었다	1
107	주급 버리고 닭집으로 와라 모우라 백업시켜줄게	1
108	실력을 떠나서 이 친구는 자세가 안됐다.팀 스포츠인데....팀보다 위대한 선수는 없다....라는 말을 생각해 보길...	1
109	베일 중국 간다했을때 퇴짜놓은게 레알 회장이자나... 자업자득	1
110	중국리그 가면 주급 15억 안주나?	1
111	흥민이랑 맞트레이드 가즈아~	1
112	20대초도 아니고주급 구억을 epl어느구단이 감당하냐.구천이면 또 몰라..흥민이 하고스왑딜하던지!ㅋㅋ	1
113	구라치지마라 베일입에서 나온거 아니면 베일은 절대 레알 안 떠난다 계약기간 끝까지 남는다주급이 9억인데 미쳤다고 나가냐ㅋㅋㅋ	1
114	얜 계륵	1
115	누가 산다냐? ㅋㅋ	1
116	손흥민 이랑바꾸자.베일 + 주급 1.5억 지원 + 베일자진삭감(4억)베일은총 5.5억이 되는거고, 토트넘은 4억 부담.혼자 상상해본다 ㅋ	1
117	산체스처럼 주급지원 해서 임대보내는 수밖에레알이 중국 가려는거 막은탓도 있자너	1
118	산구처럼 주급삭감한해도 7억만할듯	1
119	주급 2억 받고 토트넘와라ㅎ 흥민이 레알가게	1
120	얘들은 수비보강을 언제까지 하는거임?	0
121	멘시티는 매년 영입하는데 정작 챔스는 한번도 못들음	0
122	진짜 돈이 힘이네	0
123	펩 밑에서 잘 커주길	0
124	ffp도 어기면서 뻔뻔하기 그지없네진짜 ㅉㅉ 이러니까 맨체스터의주인이 맨유라는거지 어휴 짭시티 노근본수준	0
125	맹구도 돈 ㅈㄴ쓰는데 챔스못갔잖아	0
126	FFP위반하면서까지 우승경쟁하고싶을까?	0
127	비싸긴 하지만 본머스 갈때도 300억 정도에 갔으니 괜찮은 딜이다	0
128	라포르테와 함께 철벽이 대줘!!	0
129	근본없다 근본없다 노근본무새들 많이 보이는데 그럼 다른클럽은 애초에 돈을 한번도 지른적이 없이 지금까지 클럽을 유지해서 빅클럽이 된 경우가 있긴있냐?? 근본은 니네 성씨 가문이 어딘지나 똑바로 알아보라는거야 급식들아	0
130	더이상ffp에 대해설명하기도귀찮다 멍청한것들그좋은머리로 판사나하지 ㅉㅉ	0
131	진정한 맨체스터의 주인 시티에 온 걸 환영합니다	0
132	역겹다	0
133	맨시티 일반인이 감독해도 중위권은 할거같은데??	0
134	첼시 출신 유망주에서 맨시티로.. 딱 덕배루트인데.. 잘 했으면 좋겠다!	0
135	얘나 페란토레스나 맨시티스케일은 아닌데...딱 토트넘 아스널정도 아니냐?	0
136	바르셀로나 + 첼시 + 짭시티= 전부 합쳐야 간신히 리버풀에 비벼볼수 있을 정도로 리버풀의 근본이란대단하다	0
137	한 해도 안거르고 수천억을 쏟아 부으면 뭐하냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
138	드디어 콤파니 대체자가 왔네	0
139	와 아케가 그렇게 잘했었나...? 몰랐네	0
140	어딜가나 코로 놀림받네 코라탄	1
141	"즐라탄 어록 중 ""매일매일이 내 생일이야, 내게 패스해""ㅋㅋ"	1
142	누가 갈라놓기를 원했다 ㅋㅋ	1
143	"나는 내심 누군가 우리를 갈라놓길 원했다. 그가 나를 죽일 것 같았기 때문이다""고 덧붙였다. ㅋㅋㅋㅋㅋㅋㅋㅋ 존나 웃기넼ㅋㅋㅋㅋ"	1
144	로호 어떻게 살아나왔대	1
145	스웨덴 장지환	1
146	??? : 얘! 3000원 냈니?코 얘기 검지검지란다~ 죽여벌랑 뽈롱	1
147	지석진-나 불렀어??	1
148	즐라탄의 가장 민감한 부분을 건드렸네.. 겁도없이.	1
149	아이고난1	1
150	즐라탄 인성미화 진짜 심하네 ㅋㅋ 동료가 패스 안햇다고 욕을 했다는데	1
151	얘! 3천원 갖고오렴	1
152	즐라탄 진짜 상남자..	1
153	강한팀은 이기려는 집념이 있는 공격수 들이 끌고가는 팀이 되는 것이다.	1
154	-3000원	1
155	럭키 신현준	1
156	우리를 갈라놓길 원했다 ㅋㅋㅋㅋㅋ	1
157	프로니까 다투고 싸우는 거다.	1
158	지석진 의문의 1패...	1
159	석진이형	1
160	이 정도면 맨유 팬들이 인테르에 절 한 번은 해야 할 듯... 주급 세이브 비용만 얼마여...	1
161	산체스 인테르에서는 아스날 시절처럼 좋은 모습 보여주기를 바란다.	1
162	산체스 바르사에서도 에이스였는데 먹튀된 거 보고 내심 마음 아팠다. 인테르에서 잘해보자!!!!!	1
163	중국아니면 살 팀 없을줄 알았는데 맨유똥은 인테르가 다 치워주네 ;;	1
164	이피엘 쓰레기통 인테르 ㅋㅋㅋㅋㅋㅋ	1
165	연봉 삭감 감수하고 팀 옮기는 산체스 대인배네	1
166	혹하나 떼낸 기분이다ㅅㅅㅅ	1
167	산초오피셜보다더 기쁜소식이군	1
168	유럽개호구 맹구.	1
169	얘는 불성실했던 건 아니니까, 베일같은 먹튀는 아니지. 다만 먹고 체했다는게 더 정확하지 않을까	1
170	결국 인테르만 이득 보는거네 코로나 이후 폼 살아나고 있었는데 공짜 영입	1
171	솔샤르의 큰그림.... 노인정 리그 세리에 십어 먹게 하고 상호 계약 해지. 이걸로 맨유는 800억을 아꼈다.	1
172	산체스 그래도 자기 원하는팀 가서 보기좋다	1
173	산체스가 베일 보단 낫네	1
174	남은 주급 아끼는게 이적료 받는 것보다도 이익인 계약을 왜 한 거임?	1
175	베일이 이글을 시러합니다^^	1
176	린가드까지 사주면 완벽한 맹구 짬처리네	1
177	맨유팬들은 앞으로 인테르 방향으로 아침 마다 절해라.	1
178	산체스도 대단한 결정한 거다. 주급 거의 절반으로 깎는 대신 본인이 뛸 수 있는 리그로 옮긴 거니까.	1
179	이러고 인터 멱살 캐리하면 너무 재미질 것 같다.	1
180	민하 짖는거보니 정확한 평가인가보네 ㅇㅇ	1
181	디마리아는 반할이 아니라 솔샤르였으면 잘썼을텐데 감독 잘못만난 케이스	1
182	필 존스가?? 먹튀는 아니지 비싸게 영입한것도 아니고 부상때문에 그렇지 경기나오면 1인분은 해줬는데	1
183	케파는 진심 올타임 넘버원 먹튀	1
184	산체스는 그렇다쳐도 디마리아는 타리그에서 넘어와서 도둑들고 판할과 불화가 있었는데도 리그 27경기 3골 10도움으로 도움 랭킹 3위인데 왜 먹튀냐. 파리 이적했을 때도 거의 원금 회수하다시피 했는데 말이다. 또한 필 존스? 퍼거슨 시절부터 모반무 시절 다 거치며 투지넘치는 플레이 보여주는데 명단에 있네. 2년 전 무리뉴가 맨유 리그 준우승 시켰을 때 스몰링과 함께 리그 38경기 28점 실점의 주인공이 필 존스다.	1
185	민하보니까 귀여워해주고싶어 하악 ㅋㅋㅋ	1
186	기자님 맨유팬으로써 기사가 역겹네요 신고할게요	1
187	엠디가없네	1
188	디마리아가 먹튀까진 아닌데..	1
189	맨유 베베 왜빼냐 이선수도 역대급인데	1
190	캐롤이 없군...	1
191	디 마리아 ,필 존스는 먹튀까진 아닌데부진한 건 맞지만 저정도는 아닌데디마리아 대신 데파이를 넣어야 맞을듯	1
192	소리소문없이 사라진 드링크워터ㅋㅋ	1
193	셉첸코는 그래도 사람하나 살렸는데.....	1
194	리버풀도 암흑기때 실패한 영입이 수두룩한데 대황유랑 첼시가 캐리했네	1
195	케파... 쿠르트와만 아니면 진짜 영입 안했을 선수인데	1
196	박주영은 먹튀가 아님. 먹기만 했음.	1
197	토레스는 ucl uel에서의 골만으로도 충분히 역할했다. 세브첸코는 ㅎ	1
198	디마리아는 진짜 감독 잘못만난거지.....아르헨티나에서 메시 제외하고 아구에로 디마리아는 항상 탑이었음...	1
199	쉐브첸코 영입안했으면 사람하나 죽었는데 먹튀는 아니지	1
200	아시아 마케팅이잖아 좀 ㅠㅠ	0
201	욍따설 나오니까 슬슬 여론 바꿀려고 애쓴다 ㄹㅇ ㅋㅋㅋ	0
202	그래도 떠나야 한다.	0
203	강인아 그냥 이적하자	0
204	이강인 얼른 벗어나라, 이적시즌 끝나면 또 찬밥이 될거고 솔직히 본인 실력도 스페인 1부리거 수준은 안되는 듯 하다, 우선 뛰면서 실력을 기를 곳을 찾아봐라	0
205	선발 몇경기 나왔다고 핵심선수 ㅇ.ㅈ.ㄹ ㅋㅋㅋㅋㅋㅋ	0
206	강인맘들 불끈하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ못하면 맞아야지 파레호가 잘했구만 ㅋㅋㅋㅋ	0
207	강인아...또 속으면 호구 인증뿐 아니라 발전 끝이다...제발 꼭 이적해라...부탁한다...	0
208	이적을 상징하는 거면 좋겠네 진짜..	0
209	한거 1도없는데 메인모델하고 쟤 안쓴다고잘나가는 감독 짜르고선수단에서 싫어할만하다	0
210	과연 그럴까..ㅋㅋ 페란 잃고 외양간 고치는 느낌	0
211	제대로 쓰지도 않으면서 뭔 핵심선수야 개수작 부리고있네 빨리좀 옮겨라~ 어기적 거리지말고	0
212	자기 포지션까지 버려가며 역할까지 바꿔가며 그 구단에 있어야 될 이유는 무엇인가.. 거기다 거짓말도 2번에 나이는 자꾸 들어가고 성장기까지 놓치게 만든 구단에?	0
213	국뽕도 적당히 해라. 무조건 탈출이 답이래 ㅋㅋ. 뭔가 보여준건 있고? ㅋㅋ 손흥민 황희찬 처럼 해봐 감독이 미쳤다고 출전 안시켜 주겠냐? 나와서 해트트릭 하고 게임 지배 하면 누가 출전 안시켜줘 ㅋㅋ 국뽕 치사량 넘었다.	0
214	그럴거면 공미쓰는 감독을 데려오라고....	0
215	하이고...결국 초장에 저런 감언이설짓에 또 속아 잔류하겠군. 2년씩이나 속았으면됐지 또.ㅉㅉ	0
216	한마디로 전쟁났는디 문씨가 대통령이랍시고.. 장군들 제끼고 작전을 지시하고.. 그라다가 지 작전대로 안한다고장군 짜르고 새 맨을 장군으로 임명하고 이딴 짓 하는 기다. 구단주가 특정 선수를 주전으로 해라고 지시하는 자체가 쓰랙이라구	0
217	이건 피터림이 팀에 너무 개입해서 생긴 문제임그냥 이강인 임대 보내고 마르셀리노 안잘랐으면 여론이 이렇게 나쁘진 않았을거임	0
218	경기도 못나오는데 뭘	0
219	다시는속지말자ㅡㅡ발렌시아 유니폼은 양의가죽입혀놓은늑대짖이다	0
220	베르너, 지예흐, 하베르츠, 수비 키퍼 보강까지 사달란거 다 사주면 무조건 리버풀, 맨시티 경쟁 뚫고 리그 우승 도전해야지.. 내년 램파드는 오히려 올해보다 성과에 대한 압박감 훨씬 심할듯	1
221	로만처럼 사달라는거 다사주면 리그우승 압박해도 당연한거지제대로 사주지도 않고 좋은성과내라는 구단주보단 100만배 더괜찮다	1
222	이브라히모비치가아니다 기레기야	1
223	첼시 이번시즌 무섭다 ㄷㄷ다음시즌 big6중 리버풀 맨유 맨시티 첼시랑 토트넘 아스날이랑 승점차 ㅈㄴ날듯	1
224	투자 = 성적	1
225	이브라히모비치 구단주ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
226	내년이면 램파드 없어지것네	1
227	역시 로만 구단주는 축구를 너무 사랑하는듯 토트넘 아스날 이런 구단주들은 본받아야 한다 투자도 안해주고 성적 안 나온다고 징징 거리지 말고	1
228	멘시티 리버풀 맨유 첼시 무섭다 누가 우승해도 이상하지 않다	1
229	하베야 황족첼시 가서 ㅁㅅ셀로나한테 당했던 첼시의 설움을 풀어주자. 챔스에서 만나면 박살내자. 응원한다 하베야.	1
230	하베르츠가 그딴 델 가겠냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
231	담시즌 맨유 첼시 맨시티 너무 기대된다~^^	1
232	다음시즌 빅4 맨유 맨시티 첼시 리버풀일듯 챔스 극강모드로 다같이 8강가면 좋겠다!! 화이팅	1
233	전 포지션별로 빵빵하게 보강 해줬으면 당연히 우승이라는 결과를 내야지 ㅇㅇ B급 쩌리들 사준거면 몰라도	1
234	로만이 진짜 다해준다 ㅋ	1
235	맨유야 경쟁자들 다 채워나가는데 얼른 산초 데려오고 수비보강 하자.. 조급해지네	1
236	다음 시즌 챔스경쟁 이번 시즌보다 존나 심할듯. 막판까지 보는 재미가 있겠구만.	1
237	베르너 하베르츠 지예흐온다해도 리버풀 맨시티 라인업이랑은 꽤 차이가 나보이는데.. 수비랑 키퍼가 우승권이 아닌거 같음	1
238	그런데 선수 영입했다고 바로 성적이 나올까? 당장 비시즌 기간이 짧아서 조직력 맞추기도 쉽지 않을듯 한데.... 현재 이피엘은 처음부터 끝까지 달려야 우승 경쟁이 가능한데 처음에 어그러지면 우승은 바라보기 힘들잖아. 현실적으로 다가오는 시즌은 힘들고 내후년을 기약해야 하지 않을까?!	1
239	베르너 하베르츠면 리버풀 빼고는 다 찢을 것 같은데?	1
240	솔직히 맨유에서 뛰는거 보고싶긴 하다	0
241	계약기간 다채우고 맨유와도 너무 좋을듯. 반데사르도 34살에 와서 개잘해줬었으니깐	0
242	맨유 아무리 무시해봤자 축구선수들에겐 꿈의구단이지 아빠따라서 맨유의 레전드가 되면 멋있겠네 꼭 꿈을 이루길 반면 뎀바바의 애완견 백구집이 꿈이라는 선수는 거의 없음 이런게 빅클럽과 셀링클럽 위상차이임ㅋㅋㅋㅋㅋ	0
243	데리고 오려 했으면 2-3년 전 레스터 동화 시절 돌풍 일으킬 때 영입 했었어야 했는데 지금은 늦었지 ㅋㅋ그때 이적설 났었는데 시기 놓쳤다 ㅋㅋ 헨더슨도 있고 비숍도 있고 맨유가 키퍼는 풍년이여서	0
